,METER_DATE,YEAR,MONTH,DAY,SEASON,HOUR,TIME_PERIOD,KIMHAE
15915,2021-06-13 13:00:00,2021,6,13,1,13,2,10
15916,2021-06-13 14:00:00,2021,6,13,1,14,2,9
15917,2021-06-13 15:00:00,2021,6,13,1,15,2,10
15918,2021-06-13 16:00:00,2021,6,13,1,16,2,9
15919,2021-06-13 17:00:00,2021,6,13,1,17,2,10
15920,2021-06-13 18:00:00,2021,6,13,1,18,3,11
15921,2021-06-13 19:00:00,2021,6,13,1,19,3,12
15922,2021-06-13 20:00:00,2021,6,13,1,20,3,14
15923,2021-06-13 21:00:00,2021,6,13,1,21,3,12
15924,2021-06-13 22:00:00,2021,6,13,1,22,3,13
15925,2021-06-13 23:00:00,2021,6,13,1,23,3,11
15926,2021-06-14 00:00:00,2021,6,14,1,0,0,9
15927,2021-06-14 01:00:00,2021,6,14,1,1,0,8
15928,2021-06-14 02:00:00,2021,6,14,1,2,0,7
15929,2021-06-14 03:00:00,2021,6,14,1,3,0,6
15930,2021-06-14 04:00:00,2021,6,14,1,4,0,8
15931,2021-06-14 05:00:00,2021,6,14,1,5,0,8
15932,2021-06-14 06:00:00,2021,6,14,1,6,1,8
15933,2021-06-14 07:00:00,2021,6,14,1,7,1,12
15934,2021-06-14 08:00:00,2021,6,14,1,8,1,13
15935,2021-06-14 09:00:00,2021,6,14,1,9,1,11
15936,2021-06-14 10:00:00,2021,6,14,1,10,1,10
15937,2021-06-14 11:00:00,2021,6,14,1,11,1,9
15938,2021-06-14 12:00:00,2021,6,14,1,12,2,9
15939,2021-06-14 13:00:00,2021,6,14,1,13,2,10
15940,2021-06-14 14:00:00,2021,6,14,1,14,2,9
15941,2021-06-14 15:00:00,2021,6,14,1,15,2,9
15942,2021-06-14 16:00:00,2021,6,14,1,16,2,9
15943,2021-06-14 17:00:00,2021,6,14,1,17,2,8
15944,2021-06-14 18:00:00,2021,6,14,1,18,3,8
15945,2021-06-14 19:00:00,2021,6,14,1,19,3,11
15946,2021-06-14 20:00:00,2021,6,14,1,20,3,10
15947,2021-06-14 21:00:00,2021,6,14,1,21,3,12
15948,2021-06-14 22:00:00,2021,6,14,1,22,3,12
15949,2021-06-14 23:00:00,2021,6,14,1,23,3,12
15950,2021-06-15 00:00:00,2021,6,15,1,0,0,10
15951,2021-06-15 01:00:00,2021,6,15,1,1,0,8
15952,2021-06-15 02:00:00,2021,6,15,1,2,0,6
15953,2021-06-15 03:00:00,2021,6,15,1,3,0,7
15954,2021-06-15 04:00:00,2021,6,15,1,4,0,7
15955,2021-06-15 05:00:00,2021,6,15,1,5,0,6
15956,2021-06-15 06:00:00,2021,6,15,1,6,1,7
15957,2021-06-15 07:00:00,2021,6,15,1,7,1,9
15958,2021-06-15 08:00:00,2021,6,15,1,8,1,11
15959,2021-06-15 09:00:00,2021,6,15,1,9,1,11
15960,2021-06-15 10:00:00,2021,6,15,1,10,1,10
15961,2021-06-15 11:00:00,2021,6,15,1,11,1,8
15962,2021-06-15 12:00:00,2021,6,15,1,12,2,9
15963,2021-06-15 13:00:00,2021,6,15,1,13,2,9
15964,2021-06-15 14:00:00,2021,6,15,1,14,2,9
15965,2021-06-15 15:00:00,2021,6,15,1,15,2,9
15966,2021-06-15 16:00:00,2021,6,15,1,16,2,10
15967,2021-06-15 17:00:00,2021,6,15,1,17,2,11
15968,2021-06-15 18:00:00,2021,6,15,1,18,3,11
15969,2021-06-15 19:00:00,2021,6,15,1,19,3,12
15970,2021-06-15 20:00:00,2021,6,15,1,20,3,13
15971,2021-06-15 21:00:00,2021,6,15,1,21,3,13
15972,2021-06-15 22:00:00,2021,6,15,1,22,3,14
15973,2021-06-15 23:00:00,2021,6,15,1,23,3,14
15974,2021-06-16 00:00:00,2021,6,16,1,0,0,11
15975,2021-06-16 01:00:00,2021,6,16,1,1,0,9
15976,2021-06-16 02:00:00,2021,6,16,1,2,0,8
15977,2021-06-16 03:00:00,2021,6,16,1,3,0,9
15978,2021-06-16 04:00:00,2021,6,16,1,4,0,9
15979,2021-06-16 05:00:00,2021,6,16,1,5,0,8
15980,2021-06-16 06:00:00,2021,6,16,1,6,1,9
15981,2021-06-16 07:00:00,2021,6,16,1,7,1,10
15982,2021-06-16 08:00:00,2021,6,16,1,8,1,13
15983,2021-06-16 09:00:00,2021,6,16,1,9,1,11
15984,2021-06-16 10:00:00,2021,6,16,1,10,1,9
15985,2021-06-16 11:00:00,2021,6,16,1,11,1,9
15986,2021-06-16 12:00:00,2021,6,16,1,12,2,8
15987,2021-06-16 13:00:00,2021,6,16,1,13,2,7
15988,2021-06-16 14:00:00,2021,6,16,1,14,2,8
15989,2021-06-16 15:00:00,2021,6,16,1,15,2,9
15990,2021-06-16 16:00:00,2021,6,16,1,16,2,10
15991,2021-06-16 17:00:00,2021,6,16,1,17,2,10
15992,2021-06-16 18:00:00,2021,6,16,1,18,3,10
15993,2021-06-16 19:00:00,2021,6,16,1,19,3,12
15994,2021-06-16 20:00:00,2021,6,16,1,20,3,11
15995,2021-06-16 21:00:00,2021,6,16,1,21,3,17
15996,2021-06-16 22:00:00,2021,6,16,1,22,3,12
15997,2021-06-16 23:00:00,2021,6,16,1,23,3,12
15998,2021-06-17 00:00:00,2021,6,17,1,0,0,11
15999,2021-06-17 01:00:00,2021,6,17,1,1,0,8
16000,2021-06-17 02:00:00,2021,6,17,1,2,0,8
16001,2021-06-17 03:00:00,2021,6,17,1,3,0,7
16002,2021-06-17 04:00:00,2021,6,17,1,4,0,8
16003,2021-06-17 05:00:00,2021,6,17,1,5,0,7
16004,2021-06-17 06:00:00,2021,6,17,1,6,1,9
16005,2021-06-17 07:00:00,2021,6,17,1,7,1,11
16006,2021-06-17 08:00:00,2021,6,17,1,8,1,15
16007,2021-06-17 09:00:00,2021,6,17,1,9,1,11
16008,2021-06-17 10:00:00,2021,6,17,1,10,1,9
16009,2021-06-17 11:00:00,2021,6,17,1,11,1,8
16010,2021-06-17 12:00:00,2021,6,17,1,12,2,7
16011,2021-06-17 13:00:00,2021,6,17,1,13,2,8
16012,2021-06-17 14:00:00,2021,6,17,1,14,2,8
16013,2021-06-17 15:00:00,2021,6,17,1,15,2,8
16014,2021-06-17 16:00:00,2021,6,17,1,16,2,7
16015,2021-06-17 17:00:00,2021,6,17,1,17,2,8
16016,2021-06-17 18:00:00,2021,6,17,1,18,3,11
16017,2021-06-17 19:00:00,2021,6,17,1,19,3,11
16018,2021-06-17 20:00:00,2021,6,17,1,20,3,13
16019,2021-06-17 21:00:00,2021,6,17,1,21,3,14
16020,2021-06-17 22:00:00,2021,6,17,1,22,3,14
16021,2021-06-17 23:00:00,2021,6,17,1,23,3,12
16022,2021-06-18 00:00:00,2021,6,18,1,0,0,9
16023,2021-06-18 01:00:00,2021,6,18,1,1,0,10
16024,2021-06-18 02:00:00,2021,6,18,1,2,0,8
16025,2021-06-18 03:00:00,2021,6,18,1,3,0,7
16026,2021-06-18 04:00:00,2021,6,18,1,4,0,7
16027,2021-06-18 05:00:00,2021,6,18,1,5,0,8
16028,2021-06-18 06:00:00,2021,6,18,1,6,1,9
16029,2021-06-18 07:00:00,2021,6,18,1,7,1,12
16030,2021-06-18 08:00:00,2021,6,18,1,8,1,13
16031,2021-06-18 09:00:00,2021,6,18,1,9,1,12
16032,2021-06-18 10:00:00,2021,6,18,1,10,1,10
16033,2021-06-18 11:00:00,2021,6,18,1,11,1,9
16034,2021-06-18 12:00:00,2021,6,18,1,12,2,8
16035,2021-06-18 13:00:00,2021,6,18,1,13,2,8
16036,2021-06-18 14:00:00,2021,6,18,1,14,2,9
16037,2021-06-18 15:00:00,2021,6,18,1,15,2,8
16038,2021-06-18 16:00:00,2021,6,18,1,16,2,9
16039,2021-06-18 17:00:00,2021,6,18,1,17,2,9
16040,2021-06-18 18:00:00,2021,6,18,1,18,3,9
16041,2021-06-18 19:00:00,2021,6,18,1,19,3,11
16042,2021-06-18 20:00:00,2021,6,18,1,20,3,11
16043,2021-06-18 21:00:00,2021,6,18,1,21,3,13
16044,2021-06-18 22:00:00,2021,6,18,1,22,3,13
16045,2021-06-18 23:00:00,2021,6,18,1,23,3,11
16046,2021-06-19 00:00:00,2021,6,19,1,0,0,9
16047,2021-06-19 01:00:00,2021,6,19,1,1,0,8
16048,2021-06-19 02:00:00,2021,6,19,1,2,0,9
16049,2021-06-19 03:00:00,2021,6,19,1,3,0,8
16050,2021-06-19 04:00:00,2021,6,19,1,4,0,8
16051,2021-06-19 05:00:00,2021,6,19,1,5,0,8
16052,2021-06-19 06:00:00,2021,6,19,1,6,1,8
16053,2021-06-19 07:00:00,2021,6,19,1,7,1,9
16054,2021-06-19 08:00:00,2021,6,19,1,8,1,10
16055,2021-06-19 09:00:00,2021,6,19,1,9,1,10
16056,2021-06-19 10:00:00,2021,6,19,1,10,1,12
16057,2021-06-19 11:00:00,2021,6,19,1,11,1,12
16058,2021-06-19 12:00:00,2021,6,19,1,12,2,10
16059,2021-06-19 13:00:00,2021,6,19,1,13,2,9
16060,2021-06-19 14:00:00,2021,6,19,1,14,2,9
16061,2021-06-19 15:00:00,2021,6,19,1,15,2,9
16062,2021-06-19 16:00:00,2021,6,19,1,16,2,9
16063,2021-06-19 17:00:00,2021,6,19,1,17,2,9
16064,2021-06-19 18:00:00,2021,6,19,1,18,3,9
16065,2021-06-19 19:00:00,2021,6,19,1,19,3,10
16066,2021-06-19 20:00:00,2021,6,19,1,20,3,10
16067,2021-06-19 21:00:00,2021,6,19,1,21,3,10
16068,2021-06-19 22:00:00,2021,6,19,1,22,3,11
16069,2021-06-19 23:00:00,2021,6,19,1,23,3,10
16070,2021-06-20 00:00:00,2021,6,20,1,0,0,9
16071,2021-06-20 01:00:00,2021,6,20,1,1,0,8
16072,2021-06-20 02:00:00,2021,6,20,1,2,0,7
16073,2021-06-20 03:00:00,2021,6,20,1,3,0,7
16074,2021-06-20 04:00:00,2021,6,20,1,4,0,6
16075,2021-06-20 05:00:00,2021,6,20,1,5,0,7
16076,2021-06-20 06:00:00,2021,6,20,1,6,1,7
16077,2021-06-20 07:00:00,2021,6,20,1,7,1,9
16078,2021-06-20 08:00:00,2021,6,20,1,8,1,8
16079,2021-06-20 09:00:00,2021,6,20,1,9,1,9
16080,2021-06-20 10:00:00,2021,6,20,1,10,1,10
16081,2021-06-20 11:00:00,2021,6,20,1,11,1,11
16082,2021-06-20 12:00:00,2021,6,20,1,12,2,10
16083,2021-06-20 13:00:00,2021,6,20,1,13,2,9
16084,2021-06-20 14:00:00,2021,6,20,1,14,2,10
16085,2021-06-20 15:00:00,2021,6,20,1,15,2,9
16086,2021-06-20 16:00:00,2021,6,20,1,16,2,9
16087,2021-06-20 17:00:00,2021,6,20,1,17,2,8
16088,2021-06-20 18:00:00,2021,6,20,1,18,3,11
16089,2021-06-20 19:00:00,2021,6,20,1,19,3,12
16090,2021-06-20 20:00:00,2021,6,20,1,20,3,13
16091,2021-06-20 21:00:00,2021,6,20,1,21,3,14
16092,2021-06-20 22:00:00,2021,6,20,1,22,3,13
16093,2021-06-20 23:00:00,2021,6,20,1,23,3,11
16094,2021-06-21 00:00:00,2021,6,21,1,0,0,10
16095,2021-06-21 01:00:00,2021,6,21,1,1,0,8
16096,2021-06-21 02:00:00,2021,6,21,1,2,0,7
16097,2021-06-21 03:00:00,2021,6,21,1,3,0,7
16098,2021-06-21 04:00:00,2021,6,21,1,4,0,8
16099,2021-06-21 05:00:00,2021,6,21,1,5,0,7
16100,2021-06-21 06:00:00,2021,6,21,1,6,1,8
16101,2021-06-21 07:00:00,2021,6,21,1,7,1,11
16102,2021-06-21 08:00:00,2021,6,21,1,8,1,15
16103,2021-06-21 09:00:00,2021,6,21,1,9,1,11
16104,2021-06-21 10:00:00,2021,6,21,1,10,1,10
16105,2021-06-21 11:00:00,2021,6,21,1,11,1,9
16106,2021-06-21 12:00:00,2021,6,21,1,12,2,9
16107,2021-06-21 13:00:00,2021,6,21,1,13,2,9
16108,2021-06-21 14:00:00,2021,6,21,1,14,2,8
16109,2021-06-21 15:00:00,2021,6,21,1,15,2,9
16110,2021-06-21 16:00:00,2021,6,21,1,16,2,8
16111,2021-06-21 17:00:00,2021,6,21,1,17,2,9
16112,2021-06-21 18:00:00,2021,6,21,1,18,3,9
16113,2021-06-21 19:00:00,2021,6,21,1,19,3,9
16114,2021-06-21 20:00:00,2021,6,21,1,20,3,12
16115,2021-06-21 21:00:00,2021,6,21,1,21,3,13
16116,2021-06-21 22:00:00,2021,6,21,1,22,3,13
16117,2021-06-21 23:00:00,2021,6,21,1,23,3,11
16118,2021-06-22 00:00:00,2021,6,22,1,0,0,10
16119,2021-06-22 01:00:00,2021,6,22,1,1,0,7
16120,2021-06-22 02:00:00,2021,6,22,1,2,0,7
16121,2021-06-22 03:00:00,2021,6,22,1,3,0,8
16122,2021-06-22 04:00:00,2021,6,22,1,4,0,8
16123,2021-06-22 05:00:00,2021,6,22,1,5,0,9
16124,2021-06-22 06:00:00,2021,6,22,1,6,1,8
16125,2021-06-22 07:00:00,2021,6,22,1,7,1,11
16126,2021-06-22 08:00:00,2021,6,22,1,8,1,15
16127,2021-06-22 09:00:00,2021,6,22,1,9,1,10
16128,2021-06-22 10:00:00,2021,6,22,1,10,1,10
16129,2021-06-22 11:00:00,2021,6,22,1,11,1,9
16130,2021-06-22 12:00:00,2021,6,22,1,12,2,7
16131,2021-06-22 13:00:00,2021,6,22,1,13,2,7
16132,2021-06-22 14:00:00,2021,6,22,1,14,2,7
16133,2021-06-22 15:00:00,2021,6,22,1,15,2,8
16134,2021-06-22 16:00:00,2021,6,22,1,16,2,7
16135,2021-06-22 17:00:00,2021,6,22,1,17,2,7
16136,2021-06-22 18:00:00,2021,6,22,1,18,3,9
16137,2021-06-22 19:00:00,2021,6,22,1,19,3,10
16138,2021-06-22 20:00:00,2021,6,22,1,20,3,12
16139,2021-06-22 21:00:00,2021,6,22,1,21,3,13
16140,2021-06-22 22:00:00,2021,6,22,1,22,3,12
16141,2021-06-22 23:00:00,2021,6,22,1,23,3,13
16142,2021-06-23 00:00:00,2021,6,23,1,0,0,10
16143,2021-06-23 01:00:00,2021,6,23,1,1,0,8
16144,2021-06-23 02:00:00,2021,6,23,1,2,0,8
16145,2021-06-23 03:00:00,2021,6,23,1,3,0,6
16146,2021-06-23 04:00:00,2021,6,23,1,4,0,7
16147,2021-06-23 05:00:00,2021,6,23,1,5,0,7
16148,2021-06-23 06:00:00,2021,6,23,1,6,1,8
16149,2021-06-23 07:00:00,2021,6,23,1,7,1,11
16150,2021-06-23 08:00:00,2021,6,23,1,8,1,15
16151,2021-06-23 09:00:00,2021,6,23,1,9,1,11
16152,2021-06-23 10:00:00,2021,6,23,1,10,1,9
16153,2021-06-23 11:00:00,2021,6,23,1,11,1,8
16154,2021-06-23 12:00:00,2021,6,23,1,12,2,8
16155,2021-06-23 13:00:00,2021,6,23,1,13,2,7
16156,2021-06-23 14:00:00,2021,6,23,1,14,2,8
16157,2021-06-23 15:00:00,2021,6,23,1,15,2,7
16158,2021-06-23 16:00:00,2021,6,23,1,16,2,8
16159,2021-06-23 17:00:00,2021,6,23,1,17,2,9
16160,2021-06-23 18:00:00,2021,6,23,1,18,3,9
16161,2021-06-23 19:00:00,2021,6,23,1,19,3,11
16162,2021-06-23 20:00:00,2021,6,23,1,20,3,12
16163,2021-06-23 21:00:00,2021,6,23,1,21,3,14
16164,2021-06-23 22:00:00,2021,6,23,1,22,3,13
16165,2021-06-23 23:00:00,2021,6,23,1,23,3,12
16166,2021-06-24 00:00:00,2021,6,24,1,0,0,10
16167,2021-06-24 01:00:00,2021,6,24,1,1,0,8
16168,2021-06-24 02:00:00,2021,6,24,1,2,0,8
16169,2021-06-24 03:00:00,2021,6,24,1,3,0,6
16170,2021-06-24 04:00:00,2021,6,24,1,4,0,7
16171,2021-06-24 05:00:00,2021,6,24,1,5,0,6
16172,2021-06-24 06:00:00,2021,6,24,1,6,1,8
16173,2021-06-24 07:00:00,2021,6,24,1,7,1,10
16174,2021-06-24 08:00:00,2021,6,24,1,8,1,14
16175,2021-06-24 09:00:00,2021,6,24,1,9,1,12
16176,2021-06-24 10:00:00,2021,6,24,1,10,1,8
16177,2021-06-24 11:00:00,2021,6,24,1,11,1,8
16178,2021-06-24 12:00:00,2021,6,24,1,12,2,8
16179,2021-06-24 13:00:00,2021,6,24,1,13,2,8
16180,2021-06-24 14:00:00,2021,6,24,1,14,2,7
16181,2021-06-24 15:00:00,2021,6,24,1,15,2,9
16182,2021-06-24 16:00:00,2021,6,24,1,16,2,7
16183,2021-06-24 17:00:00,2021,6,24,1,17,2,8
16184,2021-06-24 18:00:00,2021,6,24,1,18,3,8
16185,2021-06-24 19:00:00,2021,6,24,1,19,3,10
16186,2021-06-24 20:00:00,2021,6,24,1,20,3,12
16187,2021-06-24 21:00:00,2021,6,24,1,21,3,14
16188,2021-06-24 22:00:00,2021,6,24,1,22,3,13
16189,2021-06-24 23:00:00,2021,6,24,1,23,3,12
16190,2021-06-25 00:00:00,2021,6,25,1,0,0,10
16191,2021-06-25 01:00:00,2021,6,25,1,1,0,8
16192,2021-06-25 02:00:00,2021,6,25,1,2,0,7
16193,2021-06-25 03:00:00,2021,6,25,1,3,0,6
16194,2021-06-25 04:00:00,2021,6,25,1,4,0,6
16195,2021-06-25 05:00:00,2021,6,25,1,5,0,6
16196,2021-06-25 06:00:00,2021,6,25,1,6,1,8
16197,2021-06-25 07:00:00,2021,6,25,1,7,1,10
16198,2021-06-25 08:00:00,2021,6,25,1,8,1,14
16199,2021-06-25 09:00:00,2021,6,25,1,9,1,11
16200,2021-06-25 10:00:00,2021,6,25,1,10,1,8
16201,2021-06-25 11:00:00,2021,6,25,1,11,1,8
16202,2021-06-25 12:00:00,2021,6,25,1,12,2,8
16203,2021-06-25 13:00:00,2021,6,25,1,13,2,8
16204,2021-06-25 14:00:00,2021,6,25,1,14,2,7
16205,2021-06-25 15:00:00,2021,6,25,1,15,2,7
16206,2021-06-25 16:00:00,2021,6,25,1,16,2,7
16207,2021-06-25 17:00:00,2021,6,25,1,17,2,10
16208,2021-06-25 18:00:00,2021,6,25,1,18,3,10
16209,2021-06-25 19:00:00,2021,6,25,1,19,3,11
16210,2021-06-25 20:00:00,2021,6,25,1,20,3,12
16211,2021-06-25 21:00:00,2021,6,25,1,21,3,17
16212,2021-06-25 22:00:00,2021,6,25,1,22,3,13
16213,2021-06-25 23:00:00,2021,6,25,1,23,3,11
16214,2021-06-26 00:00:00,2021,6,26,1,0,0,10
16215,2021-06-26 01:00:00,2021,6,26,1,1,0,8
16216,2021-06-26 02:00:00,2021,6,26,1,2,0,8
16217,2021-06-26 03:00:00,2021,6,26,1,3,0,7
16218,2021-06-26 04:00:00,2021,6,26,1,4,0,8
16219,2021-06-26 05:00:00,2021,6,26,1,5,0,9
16220,2021-06-26 06:00:00,2021,6,26,1,6,1,7
16221,2021-06-26 07:00:00,2021,6,26,1,7,1,9
16222,2021-06-26 08:00:00,2021,6,26,1,8,1,9
16223,2021-06-26 09:00:00,2021,6,26,1,9,1,10
16224,2021-06-26 10:00:00,2021,6,26,1,10,1,10
16225,2021-06-26 11:00:00,2021,6,26,1,11,1,10
16226,2021-06-26 12:00:00,2021,6,26,1,12,2,9
16227,2021-06-26 13:00:00,2021,6,26,1,13,2,9
16228,2021-06-26 14:00:00,2021,6,26,1,14,2,9
16229,2021-06-26 15:00:00,2021,6,26,1,15,2,8
16230,2021-06-26 16:00:00,2021,6,26,1,16,2,9
16231,2021-06-26 17:00:00,2021,6,26,1,17,2,8
16232,2021-06-26 18:00:00,2021,6,26,1,18,3,9
16233,2021-06-26 19:00:00,2021,6,26,1,19,3,9
16234,2021-06-26 20:00:00,2021,6,26,1,20,3,10
16235,2021-06-26 21:00:00,2021,6,26,1,21,3,11
16236,2021-06-26 22:00:00,2021,6,26,1,22,3,10
16237,2021-06-26 23:00:00,2021,6,26,1,23,3,10
16238,2021-06-27 00:00:00,2021,6,27,1,0,0,8
16239,2021-06-27 01:00:00,2021,6,27,1,1,0,8
16240,2021-06-27 02:00:00,2021,6,27,1,2,0,7
16241,2021-06-27 03:00:00,2021,6,27,1,3,0,7
16242,2021-06-27 04:00:00,2021,6,27,1,4,0,7
16243,2021-06-27 05:00:00,2021,6,27,1,5,0,7
16244,2021-06-27 06:00:00,2021,6,27,1,6,1,8
16245,2021-06-27 07:00:00,2021,6,27,1,7,1,7
16246,2021-06-27 08:00:00,2021,6,27,1,8,1,7
16247,2021-06-27 09:00:00,2021,6,27,1,9,1,9
16248,2021-06-27 10:00:00,2021,6,27,1,10,1,11
16249,2021-06-27 11:00:00,2021,6,27,1,11,1,11
16250,2021-06-27 12:00:00,2021,6,27,1,12,2,10
16251,2021-06-27 13:00:00,2021,6,27,1,13,2,10
16252,2021-06-27 14:00:00,2021,6,27,1,14,2,9
16253,2021-06-27 15:00:00,2021,6,27,1,15,2,9
16254,2021-06-27 16:00:00,2021,6,27,1,16,2,10
16255,2021-06-27 17:00:00,2021,6,27,1,17,2,9
16256,2021-06-27 18:00:00,2021,6,27,1,18,3,10
16257,2021-06-27 19:00:00,2021,6,27,1,19,3,12
16258,2021-06-27 20:00:00,2021,6,27,1,20,3,11
16259,2021-06-27 21:00:00,2021,6,27,1,21,3,11
16260,2021-06-27 22:00:00,2021,6,27,1,22,3,12
16261,2021-06-27 23:00:00,2021,6,27,1,23,3,11
16262,2021-06-28 00:00:00,2021,6,28,1,0,0,10
16263,2021-06-28 01:00:00,2021,6,28,1,1,0,7
16264,2021-06-28 02:00:00,2021,6,28,1,2,0,7
16265,2021-06-28 03:00:00,2021,6,28,1,3,0,7
16266,2021-06-28 04:00:00,2021,6,28,1,4,0,7
16267,2021-06-28 05:00:00,2021,6,28,1,5,0,7
16268,2021-06-28 06:00:00,2021,6,28,1,6,1,7
16269,2021-06-28 07:00:00,2021,6,28,1,7,1,10
16270,2021-06-28 08:00:00,2021,6,28,1,8,1,13
16271,2021-06-28 09:00:00,2021,6,28,1,9,1,11
16272,2021-06-28 10:00:00,2021,6,28,1,10,1,9
16273,2021-06-28 11:00:00,2021,6,28,1,11,1,7
16274,2021-06-28 12:00:00,2021,6,28,1,12,2,9
16275,2021-06-28 13:00:00,2021,6,28,1,13,2,8
16276,2021-06-28 14:00:00,2021,6,28,1,14,2,7
16277,2021-06-28 15:00:00,2021,6,28,1,15,2,8
16278,2021-06-28 16:00:00,2021,6,28,1,16,2,7
16279,2021-06-28 17:00:00,2021,6,28,1,17,2,8
16280,2021-06-28 18:00:00,2021,6,28,1,18,3,10
16281,2021-06-28 19:00:00,2021,6,28,1,19,3,11
16282,2021-06-28 20:00:00,2021,6,28,1,20,3,11
16283,2021-06-28 21:00:00,2021,6,28,1,21,3,12
16284,2021-06-28 22:00:00,2021,6,28,1,22,3,13
16285,2021-06-28 23:00:00,2021,6,28,1,23,3,10
16286,2021-06-29 00:00:00,2021,6,29,1,0,0,8
16287,2021-06-29 01:00:00,2021,6,29,1,1,0,7
16288,2021-06-29 02:00:00,2021,6,29,1,2,0,6
16289,2021-06-29 03:00:00,2021,6,29,1,3,0,6
16290,2021-06-29 04:00:00,2021,6,29,1,4,0,6
16291,2021-06-29 05:00:00,2021,6,29,1,5,0,6
16292,2021-06-29 06:00:00,2021,6,29,1,6,1,6
16293,2021-06-29 07:00:00,2021,6,29,1,7,1,9
16294,2021-06-29 08:00:00,2021,6,29,1,8,1,13
16295,2021-06-29 09:00:00,2021,6,29,1,9,1,10
16296,2021-06-29 10:00:00,2021,6,29,1,10,1,10
16297,2021-06-29 11:00:00,2021,6,29,1,11,1,8
16298,2021-06-29 12:00:00,2021,6,29,1,12,2,8
16299,2021-06-29 13:00:00,2021,6,29,1,13,2,8
16300,2021-06-29 14:00:00,2021,6,29,1,14,2,11
16301,2021-06-29 15:00:00,2021,6,29,1,15,2,9
16302,2021-06-29 16:00:00,2021,6,29,1,16,2,9
16303,2021-06-29 17:00:00,2021,6,29,1,17,2,9
16304,2021-06-29 18:00:00,2021,6,29,1,18,3,9
16305,2021-06-29 19:00:00,2021,6,29,1,19,3,10
16306,2021-06-29 20:00:00,2021,6,29,1,20,3,11
16307,2021-06-29 21:00:00,2021,6,29,1,21,3,12
16308,2021-06-29 22:00:00,2021,6,29,1,22,3,12
16309,2021-06-29 23:00:00,2021,6,29,1,23,3,10
16310,2021-06-30 00:00:00,2021,6,30,1,0,0,9
16311,2021-06-30 01:00:00,2021,6,30,1,1,0,6
16312,2021-06-30 02:00:00,2021,6,30,1,2,0,7
16313,2021-06-30 03:00:00,2021,6,30,1,3,0,6
16314,2021-06-30 04:00:00,2021,6,30,1,4,0,6
16315,2021-06-30 05:00:00,2021,6,30,1,5,0,6
16316,2021-06-30 06:00:00,2021,6,30,1,6,1,7
16317,2021-06-30 07:00:00,2021,6,30,1,7,1,10
16318,2021-06-30 08:00:00,2021,6,30,1,8,1,13
16319,2021-06-30 09:00:00,2021,6,30,1,9,1,9
16320,2021-06-30 10:00:00,2021,6,30,1,10,1,9
16321,2021-06-30 11:00:00,2021,6,30,1,11,1,9
16322,2021-06-30 12:00:00,2021,6,30,1,12,2,9
16323,2021-06-30 13:00:00,2021,6,30,1,13,2,9
16324,2021-06-30 14:00:00,2021,6,30,1,14,2,9
16325,2021-06-30 15:00:00,2021,6,30,1,15,2,9
16326,2021-06-30 16:00:00,2021,6,30,1,16,2,10
16327,2021-06-30 17:00:00,2021,6,30,1,17,2,10
16328,2021-06-30 18:00:00,2021,6,30,1,18,3,10
16329,2021-06-30 19:00:00,2021,6,30,1,19,3,10
16330,2021-06-30 20:00:00,2021,6,30,1,20,3,11
16331,2021-06-30 21:00:00,2021,6,30,1,21,3,11
16332,2021-06-30 22:00:00,2021,6,30,1,22,3,12
16333,2021-06-30 23:00:00,2021,6,30,1,23,3,10
16334,2021-07-01 00:00:00,2021,7,1,1,0,0,9
16335,2021-07-01 01:00:00,2021,7,1,1,1,0,7
16336,2021-07-01 02:00:00,2021,7,1,1,2,0,7
16337,2021-07-01 03:00:00,2021,7,1,1,3,0,6
16338,2021-07-01 04:00:00,2021,7,1,1,4,0,6
16339,2021-07-01 05:00:00,2021,7,1,1,5,0,6
16340,2021-07-01 06:00:00,2021,7,1,1,6,1,8
16341,2021-07-01 07:00:00,2021,7,1,1,7,1,9
16342,2021-07-01 08:00:00,2021,7,1,1,8,1,13
16343,2021-07-01 09:00:00,2021,7,1,1,9,1,10
16344,2021-07-01 10:00:00,2021,7,1,1,10,1,10
16345,2021-07-01 11:00:00,2021,7,1,1,11,1,8
16346,2021-07-01 12:00:00,2021,7,1,1,12,2,7
16347,2021-07-01 13:00:00,2021,7,1,1,13,2,7
16348,2021-07-01 14:00:00,2021,7,1,1,14,2,7
16349,2021-07-01 15:00:00,2021,7,1,1,15,2,9
16350,2021-07-01 16:00:00,2021,7,1,1,16,2,9
16351,2021-07-01 17:00:00,2021,7,1,1,17,2,9
16352,2021-07-01 18:00:00,2021,7,1,1,18,3,8
16353,2021-07-01 19:00:00,2021,7,1,1,19,3,10
16354,2021-07-01 20:00:00,2021,7,1,1,20,3,10
16355,2021-07-01 21:00:00,2021,7,1,1,21,3,12
16356,2021-07-01 22:00:00,2021,7,1,1,22,3,12
16357,2021-07-01 23:00:00,2021,7,1,1,23,3,10
16358,2021-07-02 00:00:00,2021,7,2,1,0,0,9
16359,2021-07-02 01:00:00,2021,7,2,1,1,0,7
16360,2021-07-02 02:00:00,2021,7,2,1,2,0,6
16361,2021-07-02 03:00:00,2021,7,2,1,3,0,6
16362,2021-07-02 04:00:00,2021,7,2,1,4,0,6
16363,2021-07-02 05:00:00,2021,7,2,1,5,0,7
16364,2021-07-02 06:00:00,2021,7,2,1,6,1,6
