HEAT_SELL_DATE,DAY_OF_THE_WEEK,HOUR,SEJONG
2017-01-02,월,17,82.0
2017-01-02,월,18,85.0
2017-01-02,월,19,105.0
2017-01-02,월,20,95.0
2017-01-02,월,21,91.0
2017-01-02,월,22,90.0
2017-01-02,월,23,89.0
2017-01-02,월,24,97.0
2017-01-03,화,1,97.0
2017-01-03,화,2,83.0
2017-01-03,화,3,76.0
2017-01-03,화,4,80.0
2017-01-03,화,5,87.0
2017-01-03,화,6,91.0
2017-01-03,화,7,97.0
2017-01-03,화,8,111.0
2017-01-03,화,9,106.0
2017-01-03,화,10,91.0
2017-01-03,화,11,89.0
2017-01-03,화,12,75.0
2017-01-03,화,13,69.0
2017-01-03,화,14,63.0
2017-01-03,화,15,70.0
2017-01-03,화,16,71.0
2017-01-03,화,17,76.0
2017-01-03,화,18,83.0
2017-01-03,화,19,81.0
2017-01-03,화,20,86.0
2017-01-03,화,21,92.0
2017-01-03,화,22,100.0
2017-01-03,화,23,96.0
2017-01-03,화,24,96.0
2017-01-04,수,1,95.0
2017-01-04,수,2,82.0
2017-01-04,수,3,78.0
2017-01-04,수,4,80.0
2017-01-04,수,5,83.0
2017-01-04,수,6,90.0
2017-01-04,수,7,93.0
2017-01-04,수,8,94.0
2017-01-04,수,9,109.0
2017-01-04,수,10,92.0
2017-01-04,수,11,83.0
2017-01-04,수,12,83.0
2017-01-04,수,13,64.0
2017-01-04,수,14,64.0
2017-01-04,수,15,58.0
2017-01-04,수,16,62.0
2017-01-04,수,17,71.0
2017-01-04,수,18,75.0
2017-01-04,수,19,80.0
2017-01-04,수,20,88.0
2017-01-04,수,21,90.0
2017-01-04,수,22,94.0
2017-01-04,수,23,104.0
2017-01-04,수,24,98.0
2017-01-05,목,1,95.0
2017-01-05,목,2,83.0
2017-01-05,목,3,89.0
2017-01-05,목,4,82.0
2017-01-05,목,5,80.0
2017-01-05,목,6,73.0
2017-01-05,목,7,89.0
2017-01-05,목,8,117.0
2017-01-05,목,9,101.0
2017-01-05,목,10,93.0
2017-01-05,목,11,89.0
2017-01-05,목,12,83.0
2017-01-05,목,13,88.0
2017-01-05,목,14,78.0
2017-01-05,목,15,79.0
2017-01-05,목,16,80.0
2017-01-05,목,17,79.0
2017-01-05,목,18,86.0
2017-01-05,목,19,86.0
2017-01-05,목,20,83.0
2017-01-05,목,21,84.0
2017-01-05,목,22,85.0
2017-01-05,목,23,92.0
2017-01-05,목,24,94.0
2017-01-06,금,1,83.0
2017-01-06,금,2,70.0
2017-01-06,금,3,77.0
2017-01-06,금,4,74.0
2017-01-06,금,5,71.0
2017-01-06,금,6,73.0
2017-01-06,금,7,76.0
2017-01-06,금,8,97.0
2017-01-06,금,9,112.0
2017-01-06,금,10,81.0
2017-01-06,금,11,82.0
2017-01-06,금,12,67.0
2017-01-06,금,13,69.0
2017-01-06,금,14,78.0
2017-01-06,금,15,63.0
2017-01-06,금,16,58.0
2017-01-06,금,17,56.0
2017-01-06,금,18,62.0
2017-01-06,금,19,56.0
2017-01-06,금,20,70.0
2017-01-06,금,21,78.0
2017-01-06,금,22,82.0
2017-01-06,금,23,87.0
2017-01-06,금,24,84.0
2017-01-07,토,1,72.0
2017-01-07,토,2,82.0
2017-01-07,토,3,83.0
2017-01-07,토,4,82.0
2017-01-07,토,5,78.0
2017-01-07,토,6,74.0
2017-01-07,토,7,76.0
2017-01-07,토,8,80.0
2017-01-07,토,9,82.0
2017-01-07,토,10,88.0
2017-01-07,토,11,84.0
2017-01-07,토,12,74.0
2017-01-07,토,13,69.0
2017-01-07,토,14,67.0
2017-01-07,토,15,73.0
2017-01-07,토,16,65.0
2017-01-07,토,17,60.0
2017-01-07,토,18,64.0
2017-01-07,토,19,67.0
2017-01-07,토,20,72.0
2017-01-07,토,21,78.0
2017-01-07,토,22,80.0
2017-01-07,토,23,86.0
2017-01-07,토,24,82.0
2017-01-08,일,1,71.0
2017-01-08,일,2,76.0
2017-01-08,일,3,75.0
2017-01-08,일,4,70.0
2017-01-08,일,5,68.0
2017-01-08,일,6,65.0
2017-01-08,일,7,71.0
2017-01-08,일,8,77.0
2017-01-08,일,9,78.0
2017-01-08,일,10,76.0
2017-01-08,일,11,73.0
2017-01-08,일,12,67.0
2017-01-08,일,13,63.0
2017-01-08,일,14,59.0
2017-01-08,일,15,62.0
2017-01-08,일,16,63.0
2017-01-08,일,17,68.0
2017-01-08,일,18,61.0
2017-01-08,일,19,58.0
2017-01-08,일,20,60.0
2017-01-08,일,21,70.0
2017-01-08,일,22,83.0
2017-01-08,일,23,85.0
2017-01-08,일,24,78.0
2017-01-09,월,1,61.0
2017-01-09,월,2,64.0
2017-01-09,월,3,77.0
2017-01-09,월,4,70.0
2017-01-09,월,5,67.0
2017-01-09,월,6,71.0
2017-01-09,월,7,76.0
2017-01-09,월,8,102.0
2017-01-09,월,9,103.0
2017-01-09,월,10,87.0
2017-01-09,월,11,76.0
2017-01-09,월,12,78.0
2017-01-09,월,13,78.0
2017-01-09,월,14,71.0
2017-01-09,월,15,69.0
2017-01-09,월,16,64.0
2017-01-09,월,17,68.0
2017-01-09,월,18,79.0
2017-01-09,월,19,88.0
2017-01-09,월,20,99.0
2017-01-09,월,21,104.0
2017-01-09,월,22,105.0
2017-01-09,월,23,105.0
2017-01-09,월,24,92.0
2017-01-10,화,1,104.0
2017-01-10,화,2,81.0
2017-01-10,화,3,101.0
2017-01-10,화,4,89.0
2017-01-10,화,5,80.0
2017-01-10,화,6,94.0
2017-01-10,화,7,95.0
2017-01-10,화,8,123.0
2017-01-10,화,9,107.0
2017-01-10,화,10,99.0
2017-01-10,화,11,88.0
2017-01-10,화,12,76.0
2017-01-10,화,13,80.0
2017-01-10,화,14,68.0
2017-01-10,화,15,70.0
2017-01-10,화,16,97.0
2017-01-10,화,17,155.0
2017-01-10,화,18,202.0
2017-01-10,화,19,193.0
2017-01-10,화,20,153.0
2017-01-10,화,21,125.0
2017-01-10,화,22,100.0
2017-01-10,화,23,94.0
2017-01-10,화,24,100.0
2017-01-11,수,1,118.0
2017-01-11,수,2,127.0
2017-01-11,수,3,88.0
2017-01-11,수,4,83.0
2017-01-11,수,5,82.0
2017-01-11,수,6,96.0
2017-01-11,수,7,130.0
2017-01-11,수,8,152.0
2017-01-11,수,9,145.0
2017-01-11,수,10,110.0
2017-01-11,수,11,99.0
2017-01-11,수,12,78.0
2017-01-11,수,13,64.0
2017-01-11,수,14,74.0
2017-01-11,수,15,76.0
2017-01-11,수,16,84.0
2017-01-11,수,17,98.0
2017-01-11,수,18,107.0
2017-01-11,수,19,119.0
2017-01-11,수,20,126.0
2017-01-11,수,21,120.0
2017-01-11,수,22,120.0
2017-01-11,수,23,110.0
2017-01-11,수,24,113.0
2017-01-12,목,1,111.0
2017-01-12,목,2,110.0
2017-01-12,목,3,108.0
2017-01-12,목,4,84.0
2017-01-12,목,5,75.0
2017-01-12,목,6,81.0
2017-01-12,목,7,122.0
2017-01-12,목,8,144.0
2017-01-12,목,9,144.0
2017-01-12,목,10,117.0
2017-01-12,목,11,106.0
2017-01-12,목,12,97.0
2017-01-12,목,13,77.0
2017-01-12,목,14,71.0
2017-01-12,목,15,83.0
2017-01-12,목,16,109.0
2017-01-12,목,17,127.0
2017-01-12,목,18,128.0
2017-01-12,목,19,125.0
2017-01-12,목,20,117.0
2017-01-12,목,21,100.0
2017-01-12,목,22,95.0
2017-01-12,목,23,105.0
2017-01-12,목,24,147.0
2017-01-13,금,1,126.0
2017-01-13,금,2,116.0
2017-01-13,금,3,110.0
2017-01-13,금,4,103.0
2017-01-13,금,5,105.0
2017-01-13,금,6,112.0
2017-01-13,금,7,120.0
2017-01-13,금,8,138.0
2017-01-13,금,9,127.0
2017-01-13,금,10,124.0
2017-01-13,금,11,113.0
2017-01-13,금,12,97.0
2017-01-13,금,13,91.0
2017-01-13,금,14,100.0
2017-01-13,금,15,97.0
2017-01-13,금,16,100.0
2017-01-13,금,17,103.0
2017-01-13,금,18,111.0
2017-01-13,금,19,143.0
2017-01-13,금,20,133.0
2017-01-13,금,21,134.0
2017-01-13,금,22,117.0
2017-01-13,금,23,113.0
2017-01-13,금,24,124.0
2017-01-14,토,1,128.0
2017-01-14,토,2,125.0
2017-01-14,토,3,121.0
2017-01-14,토,4,114.0
2017-01-14,토,5,108.0
2017-01-14,토,6,110.0
2017-01-14,토,7,113.0
2017-01-14,토,8,114.0
2017-01-14,토,9,119.0
2017-01-14,토,10,127.0
2017-01-14,토,11,115.0
2017-01-14,토,12,101.0
2017-01-14,토,13,95.0
2017-01-14,토,14,90.0
2017-01-14,토,15,84.0
2017-01-14,토,16,91.0
2017-01-14,토,17,104.0
2017-01-14,토,18,113.0
2017-01-14,토,19,116.0
2017-01-14,토,20,116.0
2017-01-14,토,21,122.0
2017-01-14,토,22,135.0
2017-01-14,토,23,154.0
2017-01-14,토,24,135.0
2017-01-15,일,1,128.0
2017-01-15,일,2,143.0
2017-01-15,일,3,143.0
2017-01-15,일,4,131.0
2017-01-15,일,5,123.0
2017-01-15,일,6,126.0
2017-01-15,일,7,129.0
2017-01-15,일,8,131.0
2017-01-15,일,9,130.0
2017-01-15,일,10,114.0
2017-01-15,일,11,92.0
2017-01-15,일,12,87.0
2017-01-15,일,13,86.0
2017-01-15,일,14,78.0
2017-01-15,일,15,83.0
2017-01-15,일,16,79.0
2017-01-15,일,17,91.0
2017-01-15,일,18,123.0
2017-01-15,일,19,129.0
2017-01-15,일,20,125.0
2017-01-15,일,21,130.0
2017-01-15,일,22,129.0
2017-01-15,일,23,142.0
2017-01-15,일,24,140.0
2017-01-16,월,1,141.0
2017-01-16,월,2,131.0
2017-01-16,월,3,125.0
2017-01-16,월,4,128.0
2017-01-16,월,5,123.0
2017-01-16,월,6,133.0
2017-01-16,월,7,133.0
2017-01-16,월,8,137.0
2017-01-16,월,9,148.0
2017-01-16,월,10,122.0
2017-01-16,월,11,112.0
2017-01-16,월,12,100.0
2017-01-16,월,13,102.0
2017-01-16,월,14,92.0
2017-01-16,월,15,78.0
2017-01-16,월,16,81.0
2017-01-16,월,17,104.0
2017-01-16,월,18,101.0
2017-01-16,월,19,117.0
2017-01-16,월,20,139.0
2017-01-16,월,21,167.0
2017-01-16,월,22,157.0
2017-01-16,월,23,154.0
2017-01-16,월,24,133.0
2017-01-17,화,1,105.0
2017-01-17,화,2,131.0
2017-01-17,화,3,130.0
2017-01-17,화,4,128.0
2017-01-17,화,5,119.0
2017-01-17,화,6,114.0
2017-01-17,화,7,117.0
2017-01-17,화,8,133.0
2017-01-17,화,9,144.0
2017-01-17,화,10,126.0
2017-01-17,화,11,108.0
2017-01-17,화,12,109.0
2017-01-17,화,13,104.0
2017-01-17,화,14,91.0
2017-01-17,화,15,101.0
2017-01-17,화,16,99.0
2017-01-17,화,17,110.0
2017-01-17,화,18,119.0
2017-01-17,화,19,122.0
2017-01-17,화,20,150.0
2017-01-17,화,21,153.0
2017-01-17,화,22,136.0
2017-01-17,화,23,124.0
2017-01-17,화,24,101.0
2017-01-18,수,1,127.0
2017-01-18,수,2,123.0
2017-01-18,수,3,111.0
2017-01-18,수,4,106.0
2017-01-18,수,5,98.0
2017-01-18,수,6,101.0
2017-01-18,수,7,114.0
2017-01-18,수,8,130.0
2017-01-18,수,9,136.0
2017-01-18,수,10,113.0
2017-01-18,수,11,102.0
2017-01-18,수,12,102.0
2017-01-18,수,13,100.0
2017-01-18,수,14,99.0
2017-01-18,수,15,105.0
2017-01-18,수,16,111.0
2017-01-18,수,17,117.0
2017-01-18,수,18,120.0
2017-01-18,수,19,121.0
2017-01-18,수,20,123.0
2017-01-18,수,21,123.0
2017-01-18,수,22,112.0
2017-01-18,수,23,118.0
2017-01-18,수,24,103.0
2017-01-19,목,1,124.0
2017-01-19,목,2,126.0
2017-01-19,목,3,121.0
2017-01-19,목,4,106.0
2017-01-19,목,5,112.0
2017-01-19,목,6,110.0
2017-01-19,목,7,109.0
2017-01-19,목,8,122.0
2017-01-19,목,9,130.0
2017-01-19,목,10,124.0
2017-01-19,목,11,137.0
2017-01-19,목,12,139.0
2017-01-19,목,13,113.0
2017-01-19,목,14,89.0
2017-01-19,목,15,80.0
2017-01-19,목,16,76.0
2017-01-19,목,17,90.0
2017-01-19,목,18,96.0
2017-01-19,목,19,112.0
2017-01-19,목,20,122.0
2017-01-19,목,21,108.0
2017-01-19,목,22,105.0
2017-01-19,목,23,116.0
2017-01-19,목,24,137.0
2017-01-20,금,1,123.0
2017-01-20,금,2,114.0
2017-01-20,금,3,105.0
2017-01-20,금,4,103.0
2017-01-20,금,5,98.0
2017-01-20,금,6,100.0
2017-01-20,금,7,104.0
2017-01-20,금,8,113.0
2017-01-20,금,9,126.0
2017-01-20,금,10,142.0
2017-01-20,금,11,133.0
2017-01-20,금,12,123.0
2017-01-20,금,13,111.0
2017-01-20,금,14,103.0
2017-01-20,금,15,106.0
2017-01-20,금,16,107.0
2017-01-20,금,17,116.0
2017-01-20,금,18,154.0
2017-01-20,금,19,148.0
2017-01-20,금,20,132.0
2017-01-20,금,21,127.0
2017-01-20,금,22,128.0
2017-01-20,금,23,126.0
2017-01-20,금,24,136.0
2017-01-21,토,1,116.0
2017-01-21,토,2,119.0
2017-01-21,토,3,124.0
2017-01-21,토,4,120.0
2017-01-21,토,5,110.0
2017-01-21,토,6,111.0
2017-01-21,토,7,117.0
2017-01-21,토,8,130.0
2017-01-21,토,9,129.0
2017-01-21,토,10,114.0
2017-01-21,토,11,107.0
2017-01-21,토,12,106.0
2017-01-21,토,13,99.0
2017-01-21,토,14,83.0
2017-01-21,토,15,75.0
2017-01-21,토,16,79.0
2017-01-21,토,17,102.0
2017-01-21,토,18,121.0
2017-01-21,토,19,126.0
2017-01-21,토,20,133.0
2017-01-21,토,21,132.0
2017-01-21,토,22,105.0
2017-01-21,토,23,104.0
2017-01-21,토,24,114.0
2017-01-22,일,1,107.0
2017-01-22,일,2,104.0
2017-01-22,일,3,99.0
2017-01-22,일,4,99.0
2017-01-22,일,5,106.0
2017-01-22,일,6,110.0
2017-01-22,일,7,116.0
2017-01-22,일,8,126.0
2017-01-22,일,9,129.0
2017-01-22,일,10,120.0
2017-01-22,일,11,109.0
2017-01-22,일,12,95.0
2017-01-22,일,13,90.0
2017-01-22,일,14,83.0
2017-01-22,일,15,86.0
2017-01-22,일,16,101.0
2017-01-22,일,17,127.0
2017-01-22,일,18,144.0
2017-01-22,일,19,153.0
2017-01-22,일,20,152.0
2017-01-22,일,21,136.0
2017-01-22,일,22,123.0
2017-01-22,일,23,124.0
2017-01-22,일,24,140.0
2017-01-23,월,1,132.0
2017-01-23,월,2,137.0
2017-01-23,월,3,130.0
2017-01-23,월,4,117.0
2017-01-23,월,5,114.0
2017-01-23,월,6,119.0
2017-01-23,월,7,135.0
2017-01-23,월,8,152.0
2017-01-23,월,9,158.0
2017-01-23,월,10,142.0
2017-01-23,월,11,129.0
2017-01-23,월,12,114.0
2017-01-23,월,13,98.0
2017-01-23,월,14,91.0
2017-01-23,월,15,90.0
2017-01-23,월,16,96.0
2017-01-23,월,17,105.0
2017-01-23,월,18,115.0
2017-01-23,월,19,136.0
2017-01-23,월,20,148.0
2017-01-23,월,21,148.0
2017-01-23,월,22,138.0
2017-01-23,월,23,135.0
2017-01-23,월,24,143.0
2017-01-24,화,1,166.0
2017-01-24,화,2,142.0
2017-01-24,화,3,127.0
2017-01-24,화,4,131.0
2017-01-24,화,5,126.0
2017-01-24,화,6,133.0
2017-01-24,화,7,135.0
2017-01-24,화,8,147.0
2017-01-24,화,9,145.0
2017-01-24,화,10,128.0
2017-01-24,화,11,127.0
2017-01-24,화,12,100.0
2017-01-24,화,13,100.0
2017-01-24,화,14,96.0
2017-01-24,화,15,84.0
2017-01-24,화,16,81.0
2017-01-24,화,17,88.0
2017-01-24,화,18,124.0
2017-01-24,화,19,134.0
2017-01-24,화,20,124.0
2017-01-24,화,21,163.0
2017-01-24,화,22,120.0
2017-01-24,화,23,118.0
2017-01-24,화,24,115.0
2017-01-25,수,1,153.0
2017-01-25,수,2,145.0
2017-01-25,수,3,140.0
2017-01-25,수,4,130.0
2017-01-25,수,5,117.0
2017-01-25,수,6,118.0
2017-01-25,수,7,138.0
2017-01-25,수,8,153.0
2017-01-25,수,9,146.0
2017-01-25,수,10,124.0
2017-01-25,수,11,112.0
2017-01-25,수,12,102.0
2017-01-25,수,13,87.0
2017-01-25,수,14,86.0
2017-01-25,수,15,85.0
2017-01-25,수,16,88.0
2017-01-25,수,17,101.0
2017-01-25,수,18,137.0
2017-01-25,수,19,121.0
2017-01-25,수,20,114.0
2017-01-25,수,21,117.0
2017-01-25,수,22,114.0
2017-01-25,수,23,114.0
2017-01-25,수,24,149.0
2017-01-26,목,1,148.0
2017-01-26,목,2,138.0
2017-01-26,목,3,132.0
2017-01-26,목,4,126.0
2017-01-26,목,5,121.0
2017-01-26,목,6,122.0
2017-01-26,목,7,131.0
2017-01-26,목,8,149.0
2017-01-26,목,9,135.0
2017-01-26,목,10,120.0
2017-01-26,목,11,106.0
2017-01-26,목,12,93.0
2017-01-26,목,13,84.0
2017-01-26,목,14,80.0
2017-01-26,목,15,84.0
2017-01-26,목,16,91.0
2017-01-26,목,17,111.0
2017-01-26,목,18,129.0
2017-01-26,목,19,129.0
2017-01-26,목,20,104.0
2017-01-26,목,21,95.0
2017-01-26,목,22,90.0
2017-01-26,목,23,95.0
2017-01-26,목,24,122.0
2017-01-27,금,1,110.0
2017-01-27,금,2,100.0
2017-01-27,금,3,90.0
2017-01-27,금,4,81.0
2017-01-27,금,5,82.0
2017-01-27,금,6,87.0
2017-01-27,금,7,102.0
2017-01-27,금,8,116.0
2017-01-27,금,9,108.0
2017-01-27,금,10,86.0
2017-01-27,금,11,76.0
2017-01-27,금,12,70.0
2017-01-27,금,13,72.0
2017-01-27,금,14,74.0
2017-01-27,금,15,77.0
2017-01-27,금,16,79.0
2017-01-27,금,17,81.0
2017-01-27,금,18,88.0
2017-01-27,금,19,113.0
2017-01-27,금,20,126.0
2017-01-27,금,21,130.0
2017-01-27,금,22,125.0
2017-01-27,금,23,119.0
2017-01-27,금,24,124.0
2017-01-28,토,1,126.0
2017-01-28,토,2,135.0
2017-01-28,토,3,132.0
2017-01-28,토,4,123.0
2017-01-28,토,5,112.0
2017-01-28,토,6,113.0
2017-01-28,토,7,96.0
2017-01-28,토,8,74.0
2017-01-28,토,9,74.0
2017-01-28,토,10,89.0
2017-01-28,토,11,72.0
2017-01-28,토,12,51.0
2017-01-28,토,13,40.0
2017-01-28,토,14,44.0
2017-01-28,토,15,33.0
2017-01-28,토,16,40.0
2017-01-28,토,17,68.0
2017-01-28,토,18,70.0
2017-01-28,토,19,83.0
2017-01-28,토,20,89.0
2017-01-28,토,21,109.0
2017-01-28,토,22,105.0
2017-01-28,토,23,127.0
2017-01-28,토,24,119.0
2017-01-29,일,1,111.0
2017-01-29,일,2,120.0
2017-01-29,일,3,120.0
2017-01-29,일,4,102.0
2017-01-29,일,5,100.0
2017-01-29,일,6,93.0
2017-01-29,일,7,89.0
2017-01-29,일,8,79.0
2017-01-29,일,9,68.0
2017-01-29,일,10,68.0
2017-01-29,일,11,74.0
2017-01-29,일,12,75.0
2017-01-29,일,13,77.0
2017-01-29,일,14,80.0
2017-01-29,일,15,83.0
2017-01-29,일,16,83.0
2017-01-29,일,17,93.0
2017-01-29,일,18,93.0
2017-01-29,일,19,95.0
2017-01-29,일,20,108.0
2017-01-29,일,21,114.0
2017-01-29,일,22,118.0
2017-01-29,일,23,120.0
2017-01-29,일,24,133.0
2017-01-30,월,1,129.0
2017-01-30,월,2,123.0
2017-01-30,월,3,109.0
2017-01-30,월,4,116.0
2017-01-30,월,5,111.0
2017-01-30,월,6,103.0
2017-01-30,월,7,109.0
2017-01-30,월,8,111.0
2017-01-30,월,9,118.0
2017-01-30,월,10,114.0
2017-01-30,월,11,98.0
2017-01-30,월,12,96.0
2017-01-30,월,13,89.0
2017-01-30,월,14,95.0
2017-01-30,월,15,83.0
2017-01-30,월,16,85.0
2017-01-30,월,17,87.0
2017-01-30,월,18,98.0
2017-01-30,월,19,124.0
2017-01-30,월,20,130.0
2017-01-30,월,21,127.0
2017-01-30,월,22,146.0
2017-01-30,월,23,144.0
2017-01-30,월,24,147.0
2017-01-31,화,1,125.0
2017-01-31,화,2,138.0
2017-01-31,화,3,133.0
2017-01-31,화,4,126.0
2017-01-31,화,5,115.0
2017-01-31,화,6,114.0
2017-01-31,화,7,117.0
2017-01-31,화,8,145.0
2017-01-31,화,9,154.0
2017-01-31,화,10,142.0
2017-01-31,화,11,117.0
2017-01-31,화,12,95.0
2017-01-31,화,13,85.0
2017-01-31,화,14,87.0
2017-01-31,화,15,95.0
2017-01-31,화,16,98.0
2017-01-31,화,17,107.0
2017-01-31,화,18,114.0
2017-01-31,화,19,117.0
2017-01-31,화,20,109.0
2017-01-31,화,21,119.0
2017-01-31,화,22,137.0
2017-01-31,화,23,138.0
2017-01-31,화,24,138.0
2017-02-01,수,1,127.0
2017-02-01,수,2,122.0
2017-02-01,수,3,128.0
2017-02-01,수,4,123.0
2017-02-01,수,5,114.0
2017-02-01,수,6,117.0
2017-02-01,수,7,129.0
2017-02-01,수,8,135.0
2017-02-01,수,9,132.0
2017-02-01,수,10,122.0
2017-02-01,수,11,124.0
2017-02-01,수,12,111.0
2017-02-01,수,13,99.0
2017-02-01,수,14,86.0
2017-02-01,수,15,88.0
2017-02-01,수,16,94.0
2017-02-01,수,17,93.0
2017-02-01,수,18,103.0
2017-02-01,수,19,115.0
2017-02-01,수,20,112.0
2017-02-01,수,21,115.0
2017-02-01,수,22,113.0
2017-02-01,수,23,127.0
2017-02-01,수,24,147.0
2017-02-02,목,1,126.0
2017-02-02,목,2,125.0
2017-02-02,목,3,127.0
2017-02-02,목,4,123.0
2017-02-02,목,5,114.0
2017-02-02,목,6,110.0
2017-02-02,목,7,117.0
2017-02-02,목,8,129.0
2017-02-02,목,9,133.0
2017-02-02,목,10,126.0
2017-02-02,목,11,105.0
2017-02-02,목,12,93.0
2017-02-02,목,13,90.0
2017-02-02,목,14,83.0
2017-02-02,목,15,80.0
2017-02-02,목,16,83.0
2017-02-02,목,17,92.0
2017-02-02,목,18,102.0
2017-02-02,목,19,105.0
2017-02-02,목,20,101.0
2017-02-02,목,21,96.0
2017-02-02,목,22,96.0
2017-02-02,목,23,98.0
2017-02-02,목,24,110.0
2017-02-03,금,1,127.0
2017-02-03,금,2,107.0
2017-02-03,금,3,98.0
2017-02-03,금,4,98.0
2017-02-03,금,5,101.0
2017-02-03,금,6,104.0
2017-02-03,금,7,112.0
2017-02-03,금,8,119.0
2017-02-03,금,9,116.0
2017-02-03,금,10,103.0
2017-02-03,금,11,94.0
2017-02-03,금,12,86.0
2017-02-03,금,13,82.0
2017-02-03,금,14,78.0
2017-02-03,금,15,77.0
2017-02-03,금,16,77.0
2017-02-03,금,17,80.0
2017-02-03,금,18,82.0
2017-02-03,금,19,86.0
2017-02-03,금,20,90.0
2017-02-03,금,21,95.0
2017-02-03,금,22,100.0
2017-02-03,금,23,107.0
2017-02-03,금,24,114.0
2017-02-04,토,1,108.0
2017-02-04,토,2,112.0
2017-02-04,토,3,109.0
2017-02-04,토,4,97.0
2017-02-04,토,5,88.0
2017-02-04,토,6,84.0
2017-02-04,토,7,87.0
2017-02-04,토,8,97.0
2017-02-04,토,9,107.0
2017-02-04,토,10,113.0
2017-02-04,토,11,109.0
2017-02-04,토,12,97.0
2017-02-04,토,13,90.0
2017-02-04,토,14,87.0
2017-02-04,토,15,85.0
2017-02-04,토,16,89.0
2017-02-04,토,17,102.0
2017-02-04,토,18,108.0
2017-02-04,토,19,110.0
2017-02-04,토,20,102.0
2017-02-04,토,21,91.0
2017-02-04,토,22,84.0
2017-02-04,토,23,84.0
2017-02-04,토,24,85.0
2017-02-05,일,1,93.0
2017-02-05,일,2,93.0
2017-02-05,일,3,85.0
2017-02-05,일,4,84.0
2017-02-05,일,5,75.0
2017-02-05,일,6,76.0
2017-02-05,일,7,92.0
2017-02-05,일,8,94.0
2017-02-05,일,9,97.0
2017-02-05,일,10,106.0
2017-02-05,일,11,105.0
2017-02-05,일,12,109.0
2017-02-05,일,13,102.0
2017-02-05,일,14,101.0
2017-02-05,일,15,105.0
2017-02-05,일,16,121.0
2017-02-05,일,17,121.0
2017-02-05,일,18,128.0
2017-02-05,일,19,110.0
2017-02-05,일,20,99.0
2017-02-05,일,21,102.0
2017-02-05,일,22,95.0
2017-02-05,일,23,104.0
2017-02-05,일,24,117.0
2017-02-06,월,1,104.0
2017-02-06,월,2,100.0
2017-02-06,월,3,92.0
2017-02-06,월,4,90.0
2017-02-06,월,5,99.0
2017-02-06,월,6,99.0
2017-02-06,월,7,107.0
2017-02-06,월,8,129.0
2017-02-06,월,9,121.0
2017-02-06,월,10,102.0
2017-02-06,월,11,91.0
2017-02-06,월,12,93.0
2017-02-06,월,13,85.0
2017-02-06,월,14,85.0
2017-02-06,월,15,80.0
2017-02-06,월,16,93.0
2017-02-06,월,17,98.0
2017-02-06,월,18,94.0
2017-02-06,월,19,97.0
2017-02-06,월,20,97.0
2017-02-06,월,21,106.0
2017-02-06,월,22,109.0
2017-02-06,월,23,115.0
2017-02-06,월,24,132.0
2017-02-07,화,1,115.0
2017-02-07,화,2,102.0
2017-02-07,화,3,106.0
2017-02-07,화,4,105.0
2017-02-07,화,5,100.0
2017-02-07,화,6,100.0
2017-02-07,화,7,110.0
2017-02-07,화,8,124.0
2017-02-07,화,9,123.0
2017-02-07,화,10,121.0
2017-02-07,화,11,119.0
2017-02-07,화,12,106.0
2017-02-07,화,13,92.0
2017-02-07,화,14,82.0
2017-02-07,화,15,79.0
2017-02-07,화,16,85.0
2017-02-07,화,17,90.0
2017-02-07,화,18,87.0
2017-02-07,화,19,89.0
2017-02-07,화,20,94.0
2017-02-07,화,21,109.0
2017-02-07,화,22,113.0
2017-02-07,화,23,116.0
2017-02-07,화,24,133.0
2017-02-08,수,1,107.0
2017-02-08,수,2,103.0
2017-02-08,수,3,103.0
2017-02-08,수,4,103.0
2017-02-08,수,5,99.0
2017-02-08,수,6,92.0
2017-02-08,수,7,104.0
2017-02-08,수,8,138.0
2017-02-08,수,9,113.0
2017-02-08,수,10,110.0
2017-02-08,수,11,106.0
2017-02-08,수,12,108.0
2017-02-08,수,13,104.0
2017-02-08,수,14,101.0
2017-02-08,수,15,97.0
2017-02-08,수,16,99.0
2017-02-08,수,17,104.0
2017-02-08,수,18,112.0
2017-02-08,수,19,114.0
2017-02-08,수,20,113.0
2017-02-08,수,21,114.0
2017-02-08,수,22,115.0
2017-02-08,수,23,124.0
2017-02-08,수,24,131.0
2017-02-09,목,1,113.0
2017-02-09,목,2,108.0
2017-02-09,목,3,110.0
2017-02-09,목,4,106.0
2017-02-09,목,5,105.0
2017-02-09,목,6,95.0
2017-02-09,목,7,104.0
2017-02-09,목,8,140.0
2017-02-09,목,9,131.0
2017-02-09,목,10,118.0
2017-02-09,목,11,107.0
2017-02-09,목,12,98.0
2017-02-09,목,13,91.0
2017-02-09,목,14,95.0
2017-02-09,목,15,95.0
2017-02-09,목,16,96.0
2017-02-09,목,17,122.0
2017-02-09,목,18,122.0
2017-02-09,목,19,120.0
2017-02-09,목,20,123.0
2017-02-09,목,21,138.0
2017-02-09,목,22,134.0
2017-02-09,목,23,129.0
2017-02-09,목,24,125.0
2017-02-10,금,1,119.0
2017-02-10,금,2,112.0
2017-02-10,금,3,110.0
2017-02-10,금,4,110.0
2017-02-10,금,5,112.0
2017-02-10,금,6,117.0
2017-02-10,금,7,120.0
2017-02-10,금,8,141.0
2017-02-10,금,9,127.0
2017-02-10,금,10,120.0
