,METER_DATE,YEAR,MONTH,DAY,SEASON,HOUR,TIME_PERIOD,BUNDANG
14095,2021-03-29 17:00:00,2021,3,29,0,17,2,129.0
14096,2021-03-29 18:00:00,2021,3,29,0,18,3,141.9
14097,2021-03-29 19:00:00,2021,3,29,0,19,3,156.8
14098,2021-03-29 20:00:00,2021,3,29,0,20,3,181.8
14099,2021-03-29 21:00:00,2021,3,29,0,21,3,213.8
14100,2021-03-29 22:00:00,2021,3,29,0,22,3,220.8
14101,2021-03-29 23:00:00,2021,3,29,0,23,3,206.8
14102,2021-03-30 00:00:00,2021,3,30,0,0,0,180.8
14103,2021-03-30 01:00:00,2021,3,30,0,1,0,150.8
14104,2021-03-30 02:00:00,2021,3,30,0,2,0,142.8
14105,2021-03-30 03:00:00,2021,3,30,0,3,0,141.8
14106,2021-03-30 04:00:00,2021,3,30,0,4,0,141.8
14107,2021-03-30 05:00:00,2021,3,30,0,5,0,150.8
14108,2021-03-30 06:00:00,2021,3,30,0,6,1,160.8
14109,2021-03-30 07:00:00,2021,3,30,0,7,1,193.7
14110,2021-03-30 08:00:00,2021,3,30,0,8,1,245.8
14111,2021-03-30 09:00:00,2021,3,30,0,9,1,198.8
14112,2021-03-30 10:00:00,2021,3,30,0,10,1,168.1
14113,2021-03-30 11:00:00,2021,3,30,0,11,1,147.2
14114,2021-03-30 12:00:00,2021,3,30,0,12,2,129.4
14115,2021-03-30 13:00:00,2021,3,30,0,13,2,123.3
14116,2021-03-30 14:00:00,2021,3,30,0,14,2,92.5
14117,2021-03-30 15:00:00,2021,3,30,0,15,2,103.7
14118,2021-03-30 16:00:00,2021,3,30,0,16,2,102.2
14119,2021-03-30 17:00:00,2021,3,30,0,17,2,98.7
14120,2021-03-30 18:00:00,2021,3,30,0,18,3,98.2
14121,2021-03-30 19:00:00,2021,3,30,0,19,3,103.9
14122,2021-03-30 20:00:00,2021,3,30,0,20,3,137.5
14123,2021-03-30 21:00:00,2021,3,30,0,21,3,172.1
14124,2021-03-30 22:00:00,2021,3,30,0,22,3,180.0
14125,2021-03-30 23:00:00,2021,3,30,0,23,3,155.7
14126,2021-03-31 00:00:00,2021,3,31,0,0,0,159.4
14127,2021-03-31 01:00:00,2021,3,31,0,1,0,158.7
14128,2021-03-31 02:00:00,2021,3,31,0,2,0,140.1
14129,2021-03-31 03:00:00,2021,3,31,0,3,0,137.9
14130,2021-03-31 04:00:00,2021,3,31,0,4,0,138.0
14131,2021-03-31 05:00:00,2021,3,31,0,5,0,139.1
14132,2021-03-31 06:00:00,2021,3,31,0,6,1,153.3
14133,2021-03-31 07:00:00,2021,3,31,0,7,1,177.3
14134,2021-03-31 08:00:00,2021,3,31,0,8,1,223.1
14135,2021-03-31 09:00:00,2021,3,31,0,9,1,201.2
14136,2021-03-31 10:00:00,2021,3,31,0,10,1,152.7
14137,2021-03-31 11:00:00,2021,3,31,0,11,1,139.4
14138,2021-03-31 12:00:00,2021,3,31,0,12,2,134.0
14139,2021-03-31 13:00:00,2021,3,31,0,13,2,134.2
14140,2021-03-31 14:00:00,2021,3,31,0,14,2,135.0
14141,2021-03-31 15:00:00,2021,3,31,0,15,2,131.3
14142,2021-03-31 16:00:00,2021,3,31,0,16,2,124.1
14143,2021-03-31 17:00:00,2021,3,31,0,17,2,116.0
14144,2021-03-31 18:00:00,2021,3,31,0,18,3,113.9
14145,2021-03-31 19:00:00,2021,3,31,0,19,3,114.0
14146,2021-03-31 20:00:00,2021,3,31,0,20,3,118.9
14147,2021-03-31 21:00:00,2021,3,31,0,21,3,120.9
14148,2021-03-31 22:00:00,2021,3,31,0,22,3,132.9
14149,2021-03-31 23:00:00,2021,3,31,0,23,3,147.9
14150,2021-04-01 00:00:00,2021,4,1,0,0,0,123.9
14151,2021-04-01 01:00:00,2021,4,1,0,1,0,122.9
14152,2021-04-01 02:00:00,2021,4,1,0,2,0,118.9
14153,2021-04-01 03:00:00,2021,4,1,0,3,0,115.9
14154,2021-04-01 04:00:00,2021,4,1,0,4,0,117.9
14155,2021-04-01 05:00:00,2021,4,1,0,5,0,120.8
14156,2021-04-01 06:00:00,2021,4,1,0,6,1,133.9
14157,2021-04-01 07:00:00,2021,4,1,0,7,1,158.8
14158,2021-04-01 08:00:00,2021,4,1,0,8,1,195.9
14159,2021-04-01 09:00:00,2021,4,1,0,9,1,187.9
14160,2021-04-01 10:00:00,2021,4,1,0,10,1,132.0
14161,2021-04-01 11:00:00,2021,4,1,0,11,1,105.0
14162,2021-04-01 12:00:00,2021,4,1,0,12,2,104.0
14163,2021-04-01 13:00:00,2021,4,1,0,13,2,107.5
14164,2021-04-01 14:00:00,2021,4,1,0,14,2,100.9
14165,2021-04-01 15:00:00,2021,4,1,0,15,2,97.2
14166,2021-04-01 16:00:00,2021,4,1,0,16,2,87.7
14167,2021-04-01 17:00:00,2021,4,1,0,17,2,91.3
14168,2021-04-01 18:00:00,2021,4,1,0,18,3,89.0
14169,2021-04-01 19:00:00,2021,4,1,0,19,3,89.0
14170,2021-04-01 20:00:00,2021,4,1,0,20,3,107.5
14171,2021-04-01 21:00:00,2021,4,1,0,21,3,129.7
14172,2021-04-01 22:00:00,2021,4,1,0,22,3,146.6
14173,2021-04-01 23:00:00,2021,4,1,0,23,3,148.5
14174,2021-04-02 00:00:00,2021,4,2,0,0,0,134.4
14175,2021-04-02 01:00:00,2021,4,2,0,1,0,112.4
14176,2021-04-02 02:00:00,2021,4,2,0,2,0,121.6
14177,2021-04-02 03:00:00,2021,4,2,0,3,0,96.6
14178,2021-04-02 04:00:00,2021,4,2,0,4,0,101.7
14179,2021-04-02 05:00:00,2021,4,2,0,5,0,114.9
14180,2021-04-02 06:00:00,2021,4,2,0,6,1,130.9
14181,2021-04-02 07:00:00,2021,4,2,0,7,1,154.0
14182,2021-04-02 08:00:00,2021,4,2,0,8,1,169.2
14183,2021-04-02 09:00:00,2021,4,2,0,9,1,163.2
14184,2021-04-02 10:00:00,2021,4,2,0,10,1,146.2
14185,2021-04-02 11:00:00,2021,4,2,0,11,1,136.0
14186,2021-04-02 12:00:00,2021,4,2,0,12,2,127.8
14187,2021-04-02 13:00:00,2021,4,2,0,13,2,102.0
14188,2021-04-02 14:00:00,2021,4,2,0,14,2,85.8
14189,2021-04-02 15:00:00,2021,4,2,0,15,2,100.8
14190,2021-04-02 16:00:00,2021,4,2,0,16,2,111.7
14191,2021-04-02 17:00:00,2021,4,2,0,17,2,107.7
14192,2021-04-02 18:00:00,2021,4,2,0,18,3,111.7
14193,2021-04-02 19:00:00,2021,4,2,0,19,3,128.7
14194,2021-04-02 20:00:00,2021,4,2,0,20,3,153.7
14195,2021-04-02 21:00:00,2021,4,2,0,21,3,166.7
14196,2021-04-02 22:00:00,2021,4,2,0,22,3,168.7
14197,2021-04-02 23:00:00,2021,4,2,0,23,3,145.7
14198,2021-04-03 00:00:00,2021,4,3,0,0,0,130.7
14199,2021-04-03 01:00:00,2021,4,3,0,1,0,122.7
14200,2021-04-03 02:00:00,2021,4,3,0,2,0,110.7
14201,2021-04-03 03:00:00,2021,4,3,0,3,0,101.7
14202,2021-04-03 04:00:00,2021,4,3,0,4,0,93.7
14203,2021-04-03 05:00:00,2021,4,3,0,5,0,91.7
14204,2021-04-03 06:00:00,2021,4,3,0,6,1,92.7
14205,2021-04-03 07:00:00,2021,4,3,0,7,1,98.7
14206,2021-04-03 08:00:00,2021,4,3,0,8,1,104.7
14207,2021-04-03 09:00:00,2021,4,3,0,9,1,111.7
14208,2021-04-03 10:00:00,2021,4,3,0,10,1,107.6
14209,2021-04-03 11:00:00,2021,4,3,0,11,1,93.5
14210,2021-04-03 12:00:00,2021,4,3,0,12,2,84.4
14211,2021-04-03 13:00:00,2021,4,3,0,13,2,78.4
14212,2021-04-03 14:00:00,2021,4,3,0,14,2,75.0
14213,2021-04-03 15:00:00,2021,4,3,0,15,2,74.8
14214,2021-04-03 16:00:00,2021,4,3,0,16,2,78.9
14215,2021-04-03 17:00:00,2021,4,3,0,17,2,86.8
14216,2021-04-03 18:00:00,2021,4,3,0,18,3,95.1
14217,2021-04-03 19:00:00,2021,4,3,0,19,3,103.8
14218,2021-04-03 20:00:00,2021,4,3,0,20,3,114.6
14219,2021-04-03 21:00:00,2021,4,3,0,21,3,122.7
14220,2021-04-03 22:00:00,2021,4,3,0,22,3,122.7
14221,2021-04-03 23:00:00,2021,4,3,0,23,3,118.7
14222,2021-04-04 00:00:00,2021,4,4,0,0,0,110.7
14223,2021-04-04 01:00:00,2021,4,4,0,1,0,90.8
14224,2021-04-04 02:00:00,2021,4,4,0,2,0,96.9
14225,2021-04-04 03:00:00,2021,4,4,0,3,0,97.7
14226,2021-04-04 04:00:00,2021,4,4,0,4,0,84.6
14227,2021-04-04 05:00:00,2021,4,4,0,5,0,82.6
14228,2021-04-04 06:00:00,2021,4,4,0,6,1,99.7
14229,2021-04-04 07:00:00,2021,4,4,0,7,1,108.8
14230,2021-04-04 08:00:00,2021,4,4,0,8,1,105.7
14231,2021-04-04 09:00:00,2021,4,4,0,9,1,156.7
14232,2021-04-04 10:00:00,2021,4,4,0,10,1,140.7
14233,2021-04-04 11:00:00,2021,4,4,0,11,1,143.7
14234,2021-04-04 12:00:00,2021,4,4,0,12,2,130.9
14235,2021-04-04 13:00:00,2021,4,4,0,13,2,120.1
14236,2021-04-04 14:00:00,2021,4,4,0,14,2,112.1
14237,2021-04-04 15:00:00,2021,4,4,0,15,2,100.9
14238,2021-04-04 16:00:00,2021,4,4,0,16,2,97.8
14239,2021-04-04 17:00:00,2021,4,4,0,17,2,100.8
14240,2021-04-04 18:00:00,2021,4,4,0,18,3,114.8
14241,2021-04-04 19:00:00,2021,4,4,0,19,3,144.8
14242,2021-04-04 20:00:00,2021,4,4,0,20,3,157.8
14243,2021-04-04 21:00:00,2021,4,4,0,21,3,158.7
14244,2021-04-04 22:00:00,2021,4,4,0,22,3,151.7
14245,2021-04-04 23:00:00,2021,4,4,0,23,3,145.6
14246,2021-04-05 00:00:00,2021,4,5,0,0,0,122.6
14247,2021-04-05 01:00:00,2021,4,5,0,1,0,126.6
14248,2021-04-05 02:00:00,2021,4,5,0,2,0,112.6
14249,2021-04-05 03:00:00,2021,4,5,0,3,0,89.7
14250,2021-04-05 04:00:00,2021,4,5,0,4,0,103.8
14251,2021-04-05 05:00:00,2021,4,5,0,5,0,123.9
14252,2021-04-05 06:00:00,2021,4,5,0,6,1,154.8
14253,2021-04-05 07:00:00,2021,4,5,0,7,1,185.8
14254,2021-04-05 08:00:00,2021,4,5,0,8,1,199.8
14255,2021-04-05 09:00:00,2021,4,5,0,9,1,195.6
14256,2021-04-05 10:00:00,2021,4,5,0,10,1,135.4
14257,2021-04-05 11:00:00,2021,4,5,0,11,1,122.3
14258,2021-04-05 12:00:00,2021,4,5,0,12,2,131.3
14259,2021-04-05 13:00:00,2021,4,5,0,13,2,129.0
14260,2021-04-05 14:00:00,2021,4,5,0,14,2,125.4
14261,2021-04-05 15:00:00,2021,4,5,0,15,2,120.4
14262,2021-04-05 16:00:00,2021,4,5,0,16,2,112.2
14263,2021-04-05 17:00:00,2021,4,5,0,17,2,107.0
14264,2021-04-05 18:00:00,2021,4,5,0,18,3,89.9
14265,2021-04-05 19:00:00,2021,4,5,0,19,3,76.8
14266,2021-04-05 20:00:00,2021,4,5,0,20,3,134.9
14267,2021-04-05 21:00:00,2021,4,5,0,21,3,163.9
14268,2021-04-05 22:00:00,2021,4,5,0,22,3,168.8
14269,2021-04-05 23:00:00,2021,4,5,0,23,3,151.7
14270,2021-04-06 00:00:00,2021,4,6,0,0,0,113.7
14271,2021-04-06 01:00:00,2021,4,6,0,1,0,119.6
14272,2021-04-06 02:00:00,2021,4,6,0,2,0,114.4
14273,2021-04-06 03:00:00,2021,4,6,0,3,0,108.1
14274,2021-04-06 04:00:00,2021,4,6,0,4,0,107.7
14275,2021-04-06 05:00:00,2021,4,6,0,5,0,113.6
14276,2021-04-06 06:00:00,2021,4,6,0,6,1,131.4
14277,2021-04-06 07:00:00,2021,4,6,0,7,1,154.5
14278,2021-04-06 08:00:00,2021,4,6,0,8,1,160.3
14279,2021-04-06 09:00:00,2021,4,6,0,9,1,143.4
14280,2021-04-06 10:00:00,2021,4,6,0,10,1,125.4
14281,2021-04-06 11:00:00,2021,4,6,0,11,1,117.4
14282,2021-04-06 12:00:00,2021,4,6,0,12,2,118.9
14283,2021-04-06 13:00:00,2021,4,6,0,13,2,118.1
14284,2021-04-06 14:00:00,2021,4,6,0,14,2,109.1
14285,2021-04-06 15:00:00,2021,4,6,0,15,2,87.4
14286,2021-04-06 16:00:00,2021,4,6,0,16,2,78.7
14287,2021-04-06 17:00:00,2021,4,6,0,17,2,74.8
14288,2021-04-06 18:00:00,2021,4,6,0,18,3,80.7
14289,2021-04-06 19:00:00,2021,4,6,0,19,3,92.7
14290,2021-04-06 20:00:00,2021,4,6,0,20,3,116.7
14291,2021-04-06 21:00:00,2021,4,6,0,21,3,150.7
14292,2021-04-06 22:00:00,2021,4,6,0,22,3,161.7
14293,2021-04-06 23:00:00,2021,4,6,0,23,3,156.6
14294,2021-04-07 00:00:00,2021,4,7,0,0,0,143.4
14295,2021-04-07 01:00:00,2021,4,7,0,1,0,117.9
14296,2021-04-07 02:00:00,2021,4,7,0,2,0,91.7
14297,2021-04-07 03:00:00,2021,4,7,0,3,0,80.4
14298,2021-04-07 04:00:00,2021,4,7,0,4,0,95.1
14299,2021-04-07 05:00:00,2021,4,7,0,5,0,102.9
14300,2021-04-07 06:00:00,2021,4,7,0,6,1,121.0
14301,2021-04-07 07:00:00,2021,4,7,0,7,1,143.8
14302,2021-04-07 08:00:00,2021,4,7,0,8,1,158.3
14303,2021-04-07 09:00:00,2021,4,7,0,9,1,148.9
14304,2021-04-07 10:00:00,2021,4,7,0,10,1,129.1
14305,2021-04-07 11:00:00,2021,4,7,0,11,1,118.4
14306,2021-04-07 12:00:00,2021,4,7,0,12,2,128.7
14307,2021-04-07 13:00:00,2021,4,7,0,13,2,111.8
14308,2021-04-07 14:00:00,2021,4,7,0,14,2,96.8
14309,2021-04-07 15:00:00,2021,4,7,0,15,2,89.0
14310,2021-04-07 16:00:00,2021,4,7,0,16,2,87.2
14311,2021-04-07 17:00:00,2021,4,7,0,17,2,84.6
14312,2021-04-07 18:00:00,2021,4,7,0,18,3,89.4
14313,2021-04-07 19:00:00,2021,4,7,0,19,3,99.4
14314,2021-04-07 20:00:00,2021,4,7,0,20,3,105.3
14315,2021-04-07 21:00:00,2021,4,7,0,21,3,112.3
14316,2021-04-07 22:00:00,2021,4,7,0,22,3,125.1
14317,2021-04-07 23:00:00,2021,4,7,0,23,3,131.1
14318,2021-04-08 00:00:00,2021,4,8,0,0,0,135.8
14319,2021-04-08 01:00:00,2021,4,8,0,1,0,118.5
14320,2021-04-08 02:00:00,2021,4,8,0,2,0,110.2
14321,2021-04-08 03:00:00,2021,4,8,0,3,0,105.2
14322,2021-04-08 04:00:00,2021,4,8,0,4,0,102.4
14323,2021-04-08 05:00:00,2021,4,8,0,5,0,105.3
14324,2021-04-08 06:00:00,2021,4,8,0,6,1,113.3
14325,2021-04-08 07:00:00,2021,4,8,0,7,1,131.3
14326,2021-04-08 08:00:00,2021,4,8,0,8,1,157.4
14327,2021-04-08 09:00:00,2021,4,8,0,9,1,164.5
14328,2021-04-08 10:00:00,2021,4,8,0,10,1,147.7
14329,2021-04-08 11:00:00,2021,4,8,0,11,1,128.8
14330,2021-04-08 12:00:00,2021,4,8,0,12,2,114.1
14331,2021-04-08 13:00:00,2021,4,8,0,13,2,102.2
14332,2021-04-08 14:00:00,2021,4,8,0,14,2,94.3
14333,2021-04-08 15:00:00,2021,4,8,0,15,2,88.5
14334,2021-04-08 16:00:00,2021,4,8,0,16,2,84.5
14335,2021-04-08 17:00:00,2021,4,8,0,17,2,83.9
14336,2021-04-08 18:00:00,2021,4,8,0,18,3,88.9
14337,2021-04-08 19:00:00,2021,4,8,0,19,3,98.3
14338,2021-04-08 20:00:00,2021,4,8,0,20,3,118.8
14339,2021-04-08 21:00:00,2021,4,8,0,21,3,154.2
14340,2021-04-08 22:00:00,2021,4,8,0,22,3,163.1
14341,2021-04-08 23:00:00,2021,4,8,0,23,3,156.3
14342,2021-04-09 00:00:00,2021,4,9,0,0,0,136.3
14343,2021-04-09 01:00:00,2021,4,9,0,1,0,131.3
14344,2021-04-09 02:00:00,2021,4,9,0,2,0,104.5
14345,2021-04-09 03:00:00,2021,4,9,0,3,0,99.4
14346,2021-04-09 04:00:00,2021,4,9,0,4,0,104.5
14347,2021-04-09 05:00:00,2021,4,9,0,5,0,109.8
14348,2021-04-09 06:00:00,2021,4,9,0,6,1,122.7
14349,2021-04-09 07:00:00,2021,4,9,0,7,1,160.7
14350,2021-04-09 08:00:00,2021,4,9,0,8,1,181.0
14351,2021-04-09 09:00:00,2021,4,9,0,9,1,156.7
14352,2021-04-09 10:00:00,2021,4,9,0,10,1,140.8
14353,2021-04-09 11:00:00,2021,4,9,0,11,1,138.5
14354,2021-04-09 12:00:00,2021,4,9,0,12,2,129.1
14355,2021-04-09 13:00:00,2021,4,9,0,13,2,120.3
14356,2021-04-09 14:00:00,2021,4,9,0,14,2,114.8
14357,2021-04-09 15:00:00,2021,4,9,0,15,2,92.9
14358,2021-04-09 16:00:00,2021,4,9,0,16,2,72.6
14359,2021-04-09 17:00:00,2021,4,9,0,17,2,68.2
14360,2021-04-09 18:00:00,2021,4,9,0,18,3,75.1
14361,2021-04-09 19:00:00,2021,4,9,0,19,3,83.6
14362,2021-04-09 20:00:00,2021,4,9,0,20,3,106.6
14363,2021-04-09 21:00:00,2021,4,9,0,21,3,127.5
14364,2021-04-09 22:00:00,2021,4,9,0,22,3,142.5
14365,2021-04-09 23:00:00,2021,4,9,0,23,3,143.5
14366,2021-04-10 00:00:00,2021,4,10,0,0,0,137.5
14367,2021-04-10 01:00:00,2021,4,10,0,1,0,111.4
14368,2021-04-10 02:00:00,2021,4,10,0,2,0,99.6
14369,2021-04-10 03:00:00,2021,4,10,0,3,0,95.9
14370,2021-04-10 04:00:00,2021,4,10,0,4,0,93.1
14371,2021-04-10 05:00:00,2021,4,10,0,5,0,90.1
14372,2021-04-10 06:00:00,2021,4,10,0,6,1,101.1
14373,2021-04-10 07:00:00,2021,4,10,0,7,1,112.0
14374,2021-04-10 08:00:00,2021,4,10,0,8,1,130.0
14375,2021-04-10 09:00:00,2021,4,10,0,9,1,142.0
14376,2021-04-10 10:00:00,2021,4,10,0,10,1,157.9
14377,2021-04-10 11:00:00,2021,4,10,0,11,1,165.1
14378,2021-04-10 12:00:00,2021,4,10,0,12,2,162.3
14379,2021-04-10 13:00:00,2021,4,10,0,13,2,116.3
14380,2021-04-10 14:00:00,2021,4,10,0,14,2,84.4
14381,2021-04-10 15:00:00,2021,4,10,0,15,2,63.3
14382,2021-04-10 16:00:00,2021,4,10,0,16,2,55.3
14383,2021-04-10 17:00:00,2021,4,10,0,17,2,70.2
14384,2021-04-10 18:00:00,2021,4,10,0,18,3,87.0
14385,2021-04-10 19:00:00,2021,4,10,0,19,3,100.0
14386,2021-04-10 20:00:00,2021,4,10,0,20,3,115.8
14387,2021-04-10 21:00:00,2021,4,10,0,21,3,139.6
14388,2021-04-10 22:00:00,2021,4,10,0,22,3,154.6
14389,2021-04-10 23:00:00,2021,4,10,0,23,3,151.5
14390,2021-04-11 00:00:00,2021,4,11,0,0,0,144.4
14391,2021-04-11 01:00:00,2021,4,11,0,1,0,137.5
14392,2021-04-11 02:00:00,2021,4,11,0,2,0,118.7
14393,2021-04-11 03:00:00,2021,4,11,0,3,0,104.6
14394,2021-04-11 04:00:00,2021,4,11,0,4,0,102.6
14395,2021-04-11 05:00:00,2021,4,11,0,5,0,109.7
14396,2021-04-11 06:00:00,2021,4,11,0,6,1,112.9
14397,2021-04-11 07:00:00,2021,4,11,0,7,1,117.7
14398,2021-04-11 08:00:00,2021,4,11,0,8,1,130.0
14399,2021-04-11 09:00:00,2021,4,11,0,9,1,152.0
14400,2021-04-11 10:00:00,2021,4,11,0,10,1,159.1
14401,2021-04-11 11:00:00,2021,4,11,0,11,1,161.0
14402,2021-04-11 12:00:00,2021,4,11,0,12,2,150.3
14403,2021-04-11 13:00:00,2021,4,11,0,13,2,124.4
14404,2021-04-11 14:00:00,2021,4,11,0,14,2,102.4
14405,2021-04-11 15:00:00,2021,4,11,0,15,2,84.3
14406,2021-04-11 16:00:00,2021,4,11,0,16,2,75.0
14407,2021-04-11 17:00:00,2021,4,11,0,17,2,71.8
14408,2021-04-11 18:00:00,2021,4,11,0,18,3,65.8
14409,2021-04-11 19:00:00,2021,4,11,0,19,3,70.9
14410,2021-04-11 20:00:00,2021,4,11,0,20,3,90.9
14411,2021-04-11 21:00:00,2021,4,11,0,21,3,126.7
14412,2021-04-11 22:00:00,2021,4,11,0,22,3,143.7
14413,2021-04-11 23:00:00,2021,4,11,0,23,3,141.8
14414,2021-04-12 00:00:00,2021,4,12,0,0,0,126.8
14415,2021-04-12 01:00:00,2021,4,12,0,1,0,36.8
14416,2021-04-12 02:00:00,2021,4,12,0,2,0,65.9
14417,2021-04-12 03:00:00,2021,4,12,0,3,0,98.8
14418,2021-04-12 04:00:00,2021,4,12,0,4,0,114.9
14419,2021-04-12 05:00:00,2021,4,12,0,5,0,118.8
14420,2021-04-12 06:00:00,2021,4,12,0,6,1,111.2
14421,2021-04-12 07:00:00,2021,4,12,0,7,1,104.5
14422,2021-04-12 08:00:00,2021,4,12,0,8,1,103.2
14423,2021-04-12 09:00:00,2021,4,12,0,9,1,119.1
14424,2021-04-12 10:00:00,2021,4,12,0,10,1,115.0
14425,2021-04-12 11:00:00,2021,4,12,0,11,1,106.0
14426,2021-04-12 12:00:00,2021,4,12,0,12,2,91.0
14427,2021-04-12 13:00:00,2021,4,12,0,13,2,84.1
14428,2021-04-12 14:00:00,2021,4,12,0,14,2,85.0
14429,2021-04-12 15:00:00,2021,4,12,0,15,2,101.0
14430,2021-04-12 16:00:00,2021,4,12,0,16,2,113.0
14431,2021-04-12 17:00:00,2021,4,12,0,17,2,120.0
14432,2021-04-12 18:00:00,2021,4,12,0,18,3,130.0
14433,2021-04-12 19:00:00,2021,4,12,0,19,3,145.0
14434,2021-04-12 20:00:00,2021,4,12,0,20,3,167.0
14435,2021-04-12 21:00:00,2021,4,12,0,21,3,178.0
14436,2021-04-12 22:00:00,2021,4,12,0,22,3,175.0
14437,2021-04-12 23:00:00,2021,4,12,0,23,3,166.0
14438,2021-04-13 00:00:00,2021,4,13,0,0,0,158.0
14439,2021-04-13 01:00:00,2021,4,13,0,1,0,97.0
14440,2021-04-13 02:00:00,2021,4,13,0,2,0,93.0
14441,2021-04-13 03:00:00,2021,4,13,0,3,0,91.0
14442,2021-04-13 04:00:00,2021,4,13,0,4,0,92.0
14443,2021-04-13 05:00:00,2021,4,13,0,5,0,104.0
14444,2021-04-13 06:00:00,2021,4,13,0,6,1,123.0
14445,2021-04-13 07:00:00,2021,4,13,0,7,1,139.0
14446,2021-04-13 08:00:00,2021,4,13,0,8,1,148.0
14447,2021-04-13 09:00:00,2021,4,13,0,9,1,153.0
14448,2021-04-13 10:00:00,2021,4,13,0,10,1,149.0
14449,2021-04-13 11:00:00,2021,4,13,0,11,1,135.2
14450,2021-04-13 12:00:00,2021,4,13,0,12,2,113.2
14451,2021-04-13 13:00:00,2021,4,13,0,13,2,98.5
14452,2021-04-13 14:00:00,2021,4,13,0,14,2,88.5
14453,2021-04-13 15:00:00,2021,4,13,0,15,2,84.4
14454,2021-04-13 16:00:00,2021,4,13,0,16,2,85.3
14455,2021-04-13 17:00:00,2021,4,13,0,17,2,93.1
14456,2021-04-13 18:00:00,2021,4,13,0,18,3,109.0
14457,2021-04-13 19:00:00,2021,4,13,0,19,3,130.0
14458,2021-04-13 20:00:00,2021,4,13,0,20,3,156.0
14459,2021-04-13 21:00:00,2021,4,13,0,21,3,175.0
14460,2021-04-13 22:00:00,2021,4,13,0,22,3,181.0
14461,2021-04-13 23:00:00,2021,4,13,0,23,3,177.0
14462,2021-04-14 00:00:00,2021,4,14,0,0,0,167.0
14463,2021-04-14 01:00:00,2021,4,14,0,1,0,149.0
14464,2021-04-14 02:00:00,2021,4,14,0,2,0,141.0
14465,2021-04-14 03:00:00,2021,4,14,0,3,0,133.0
14466,2021-04-14 04:00:00,2021,4,14,0,4,0,126.0
14467,2021-04-14 05:00:00,2021,4,14,0,5,0,126.0
14468,2021-04-14 06:00:00,2021,4,14,0,6,1,135.0
14469,2021-04-14 07:00:00,2021,4,14,0,7,1,150.0
14470,2021-04-14 08:00:00,2021,4,14,0,8,1,163.0
14471,2021-04-14 09:00:00,2021,4,14,0,9,1,179.1
14472,2021-04-14 10:00:00,2021,4,14,0,10,1,184.3
14473,2021-04-14 11:00:00,2021,4,14,0,11,1,175.5
14474,2021-04-14 12:00:00,2021,4,14,0,12,2,163.5
14475,2021-04-14 13:00:00,2021,4,14,0,13,2,152.5
14476,2021-04-14 14:00:00,2021,4,14,0,14,2,148.5
14477,2021-04-14 15:00:00,2021,4,14,0,15,2,148.4
14478,2021-04-14 16:00:00,2021,4,14,0,16,2,128.3
14479,2021-04-14 17:00:00,2021,4,14,0,17,2,122.2
14480,2021-04-14 18:00:00,2021,4,14,0,18,3,123.1
14481,2021-04-14 19:00:00,2021,4,14,0,19,3,135.0
14482,2021-04-14 20:00:00,2021,4,14,0,20,3,154.0
14483,2021-04-14 21:00:00,2021,4,14,0,21,3,169.0
14484,2021-04-14 22:00:00,2021,4,14,0,22,3,185.0
14485,2021-04-14 23:00:00,2021,4,14,0,23,3,183.0
14486,2021-04-15 00:00:00,2021,4,15,0,0,0,173.0
14487,2021-04-15 01:00:00,2021,4,15,0,1,0,154.0
14488,2021-04-15 02:00:00,2021,4,15,0,2,0,139.0
14489,2021-04-15 03:00:00,2021,4,15,0,3,0,128.0
14490,2021-04-15 04:00:00,2021,4,15,0,4,0,127.0
14491,2021-04-15 05:00:00,2021,4,15,0,5,0,140.0
14492,2021-04-15 06:00:00,2021,4,15,0,6,1,150.0
14493,2021-04-15 07:00:00,2021,4,15,0,7,1,170.0
14494,2021-04-15 08:00:00,2021,4,15,0,8,1,196.0
14495,2021-04-15 09:00:00,2021,4,15,0,9,1,167.0
14496,2021-04-15 10:00:00,2021,4,15,0,10,1,150.2
14497,2021-04-15 11:00:00,2021,4,15,0,11,1,127.4
14498,2021-04-15 12:00:00,2021,4,15,0,12,2,120.5
14499,2021-04-15 13:00:00,2021,4,15,0,13,2,115.5
14500,2021-04-15 14:00:00,2021,4,15,0,14,2,108.5
14501,2021-04-15 15:00:00,2021,4,15,0,15,2,98.4
14502,2021-04-15 16:00:00,2021,4,15,0,16,2,89.3
14503,2021-04-15 17:00:00,2021,4,15,0,17,2,80.2
14504,2021-04-15 18:00:00,2021,4,15,0,18,3,70.1
14505,2021-04-15 19:00:00,2021,4,15,0,19,3,80.0
14506,2021-04-15 20:00:00,2021,4,15,0,20,3,115.0
14507,2021-04-15 21:00:00,2021,4,15,0,21,3,154.0
14508,2021-04-15 22:00:00,2021,4,15,0,22,3,163.0
14509,2021-04-15 23:00:00,2021,4,15,0,23,3,157.0
14510,2021-04-16 00:00:00,2021,4,16,0,0,0,151.0
14511,2021-04-16 01:00:00,2021,4,16,0,1,0,127.0
14512,2021-04-16 02:00:00,2021,4,16,0,2,0,126.0
14513,2021-04-16 03:00:00,2021,4,16,0,3,0,127.0
14514,2021-04-16 04:00:00,2021,4,16,0,4,0,123.0
14515,2021-04-16 05:00:00,2021,4,16,0,5,0,127.0
14516,2021-04-16 06:00:00,2021,4,16,0,6,1,143.0
