,METER_DATE,YEAR,MONTH,DAY,SEASON,HOUR,TIME_PERIOD,BUNDANG
13673,2021-03-12 03:00:00,2021,3,12,0,3,0,168.2
13674,2021-03-12 04:00:00,2021,3,12,0,4,0,169.3
13675,2021-03-12 05:00:00,2021,3,12,0,5,0,175.3
13676,2021-03-12 06:00:00,2021,3,12,0,6,1,194.3
13677,2021-03-12 07:00:00,2021,3,12,0,7,1,222.2
13678,2021-03-12 08:00:00,2021,3,12,0,8,1,239.3
13679,2021-03-12 09:00:00,2021,3,12,0,9,1,238.3
13680,2021-03-12 10:00:00,2021,3,12,0,10,1,218.3
13681,2021-03-12 11:00:00,2021,3,12,0,11,1,187.3
13682,2021-03-12 12:00:00,2021,3,12,0,12,2,164.4
13683,2021-03-12 13:00:00,2021,3,12,0,13,2,150.4
13684,2021-03-12 14:00:00,2021,3,12,0,14,2,145.4
13685,2021-03-12 15:00:00,2021,3,12,0,15,2,153.4
13686,2021-03-12 16:00:00,2021,3,12,0,16,2,166.5
13687,2021-03-12 17:00:00,2021,3,12,0,17,2,184.4
13688,2021-03-12 18:00:00,2021,3,12,0,18,3,189.4
13689,2021-03-12 19:00:00,2021,3,12,0,19,3,192.4
13690,2021-03-12 20:00:00,2021,3,12,0,20,3,201.4
13691,2021-03-12 21:00:00,2021,3,12,0,21,3,208.4
13692,2021-03-12 22:00:00,2021,3,12,0,22,3,216.4
13693,2021-03-12 23:00:00,2021,3,12,0,23,3,225.4
13694,2021-03-13 00:00:00,2021,3,13,0,0,0,199.4
13695,2021-03-13 01:00:00,2021,3,13,0,1,0,182.4
13696,2021-03-13 02:00:00,2021,3,13,0,2,0,163.3
13697,2021-03-13 03:00:00,2021,3,13,0,3,0,158.4
13698,2021-03-13 04:00:00,2021,3,13,0,4,0,162.3
13699,2021-03-13 05:00:00,2021,3,13,0,5,0,170.3
13700,2021-03-13 06:00:00,2021,3,13,0,6,1,188.4
13701,2021-03-13 07:00:00,2021,3,13,0,7,1,198.3
13702,2021-03-13 08:00:00,2021,3,13,0,8,1,219.4
13703,2021-03-13 09:00:00,2021,3,13,0,9,1,233.4
13704,2021-03-13 10:00:00,2021,3,13,0,10,1,234.5
13705,2021-03-13 11:00:00,2021,3,13,0,11,1,212.7
13706,2021-03-13 12:00:00,2021,3,13,0,12,2,198.8
13707,2021-03-13 13:00:00,2021,3,13,0,13,2,180.8
13708,2021-03-13 14:00:00,2021,3,13,0,14,2,160.8
13709,2021-03-13 15:00:00,2021,3,13,0,15,2,147.8
13710,2021-03-13 16:00:00,2021,3,13,0,16,2,140.7
13711,2021-03-13 17:00:00,2021,3,13,0,17,2,143.6
13712,2021-03-13 18:00:00,2021,3,13,0,18,3,160.6
13713,2021-03-13 19:00:00,2021,3,13,0,19,3,177.5
13714,2021-03-13 20:00:00,2021,3,13,0,20,3,193.5
13715,2021-03-13 21:00:00,2021,3,13,0,21,3,207.4
13716,2021-03-13 22:00:00,2021,3,13,0,22,3,209.4
13717,2021-03-13 23:00:00,2021,3,13,0,23,3,194.4
13718,2021-03-14 00:00:00,2021,3,14,0,0,0,192.4
13719,2021-03-14 01:00:00,2021,3,14,0,1,0,189.4
13720,2021-03-14 02:00:00,2021,3,14,0,2,0,176.4
13721,2021-03-14 03:00:00,2021,3,14,0,3,0,168.4
13722,2021-03-14 04:00:00,2021,3,14,0,4,0,168.4
13723,2021-03-14 05:00:00,2021,3,14,0,5,0,181.4
13724,2021-03-14 06:00:00,2021,3,14,0,6,1,195.3
13725,2021-03-14 07:00:00,2021,3,14,0,7,1,208.3
13726,2021-03-14 08:00:00,2021,3,14,0,8,1,218.4
13727,2021-03-14 09:00:00,2021,3,14,0,9,1,223.3
13728,2021-03-14 10:00:00,2021,3,14,0,10,1,215.5
13729,2021-03-14 11:00:00,2021,3,14,0,11,1,194.6
13730,2021-03-14 12:00:00,2021,3,14,0,12,2,172.8
13731,2021-03-14 13:00:00,2021,3,14,0,13,2,155.7
13732,2021-03-14 14:00:00,2021,3,14,0,14,2,141.6
13733,2021-03-14 15:00:00,2021,3,14,0,15,2,134.7
13734,2021-03-14 16:00:00,2021,3,14,0,16,2,136.8
13735,2021-03-14 17:00:00,2021,3,14,0,17,2,150.6
13736,2021-03-14 18:00:00,2021,3,14,0,18,3,177.5
13737,2021-03-14 19:00:00,2021,3,14,0,19,3,204.5
13738,2021-03-14 20:00:00,2021,3,14,0,20,3,225.5
13739,2021-03-14 21:00:00,2021,3,14,0,21,3,236.5
13740,2021-03-14 22:00:00,2021,3,14,0,22,3,225.5
13741,2021-03-14 23:00:00,2021,3,14,0,23,3,206.4
13742,2021-03-15 00:00:00,2021,3,15,0,0,0,191.5
13743,2021-03-15 01:00:00,2021,3,15,0,1,0,171.4
13744,2021-03-15 02:00:00,2021,3,15,0,2,0,169.4
13745,2021-03-15 03:00:00,2021,3,15,0,3,0,169.4
13746,2021-03-15 04:00:00,2021,3,15,0,4,0,174.4
13747,2021-03-15 05:00:00,2021,3,15,0,5,0,179.4
13748,2021-03-15 06:00:00,2021,3,15,0,6,1,193.4
13749,2021-03-15 07:00:00,2021,3,15,0,7,1,225.4
13750,2021-03-15 08:00:00,2021,3,15,0,8,1,262.3
13751,2021-03-15 09:00:00,2021,3,15,0,9,1,253.4
13752,2021-03-15 10:00:00,2021,3,15,0,10,1,223.4
13753,2021-03-15 11:00:00,2021,3,15,0,11,1,203.6
13754,2021-03-15 12:00:00,2021,3,15,0,12,2,184.8
13755,2021-03-15 13:00:00,2021,3,15,0,13,2,174.7
13756,2021-03-15 14:00:00,2021,3,15,0,14,2,167.7
13757,2021-03-15 15:00:00,2021,3,15,0,15,2,154.6
13758,2021-03-15 16:00:00,2021,3,15,0,16,2,135.5
13759,2021-03-15 17:00:00,2021,3,15,0,17,2,131.4
13760,2021-03-15 18:00:00,2021,3,15,0,18,3,152.4
13761,2021-03-15 19:00:00,2021,3,15,0,19,3,194.4
13762,2021-03-15 20:00:00,2021,3,15,0,20,3,213.1
13763,2021-03-15 21:00:00,2021,3,15,0,21,3,217.3
13764,2021-03-15 22:00:00,2021,3,15,0,22,3,210.4
13765,2021-03-15 23:00:00,2021,3,15,0,23,3,201.4
13766,2021-03-16 00:00:00,2021,3,16,0,0,0,175.3
13767,2021-03-16 01:00:00,2021,3,16,0,1,0,187.3
13768,2021-03-16 02:00:00,2021,3,16,0,2,0,116.3
13769,2021-03-16 03:00:00,2021,3,16,0,3,0,139.3
13770,2021-03-16 04:00:00,2021,3,16,0,4,0,156.3
13771,2021-03-16 05:00:00,2021,3,16,0,5,0,116.3
13772,2021-03-16 06:00:00,2021,3,16,0,6,1,178.3
13773,2021-03-16 07:00:00,2021,3,16,0,7,1,234.3
13774,2021-03-16 08:00:00,2021,3,16,0,8,1,250.3
13775,2021-03-16 09:00:00,2021,3,16,0,9,1,221.3
13776,2021-03-16 10:00:00,2021,3,16,0,10,1,232.5
13777,2021-03-16 11:00:00,2021,3,16,0,11,1,195.7
13778,2021-03-16 12:00:00,2021,3,16,0,12,2,190.9
13779,2021-03-16 13:00:00,2021,3,16,0,13,2,174.9
13780,2021-03-16 14:00:00,2021,3,16,0,14,2,169.9
13781,2021-03-16 15:00:00,2021,3,16,0,15,2,172.7
13782,2021-03-16 16:00:00,2021,3,16,0,16,2,92.6
13783,2021-03-16 17:00:00,2021,3,16,0,17,2,122.4
13784,2021-03-16 18:00:00,2021,3,16,0,18,3,134.3
13785,2021-03-16 19:00:00,2021,3,16,0,19,3,166.3
13786,2021-03-16 20:00:00,2021,3,16,0,20,3,210.3
13787,2021-03-16 21:00:00,2021,3,16,0,21,3,227.3
13788,2021-03-16 22:00:00,2021,3,16,0,22,3,223.2
13789,2021-03-16 23:00:00,2021,3,16,0,23,3,208.2
13790,2021-03-17 00:00:00,2021,3,17,0,0,0,211.2
13791,2021-03-17 01:00:00,2021,3,17,0,1,0,185.3
13792,2021-03-17 02:00:00,2021,3,17,0,2,0,183.2
13793,2021-03-17 03:00:00,2021,3,17,0,3,0,169.2
13794,2021-03-17 04:00:00,2021,3,17,0,4,0,166.2
13795,2021-03-17 05:00:00,2021,3,17,0,5,0,170.2
13796,2021-03-17 06:00:00,2021,3,17,0,6,1,182.1
13797,2021-03-17 07:00:00,2021,3,17,0,7,1,213.1
13798,2021-03-17 08:00:00,2021,3,17,0,8,1,251.2
13799,2021-03-17 09:00:00,2021,3,17,0,9,1,256.2
13800,2021-03-17 10:00:00,2021,3,17,0,10,1,231.5
13801,2021-03-17 11:00:00,2021,3,17,0,11,1,209.7
13802,2021-03-17 12:00:00,2021,3,17,0,12,2,202.8
13803,2021-03-17 13:00:00,2021,3,17,0,13,2,178.7
13804,2021-03-17 14:00:00,2021,3,17,0,14,2,152.9
13805,2021-03-17 15:00:00,2021,3,17,0,15,2,146.9
13806,2021-03-17 16:00:00,2021,3,17,0,16,2,131.8
13807,2021-03-17 17:00:00,2021,3,17,0,17,2,127.5
13808,2021-03-17 18:00:00,2021,3,17,0,18,3,135.4
13809,2021-03-17 19:00:00,2021,3,17,0,19,3,152.4
13810,2021-03-17 20:00:00,2021,3,17,0,20,3,172.3
13811,2021-03-17 21:00:00,2021,3,17,0,21,3,201.3
13812,2021-03-17 22:00:00,2021,3,17,0,22,3,218.3
13813,2021-03-17 23:00:00,2021,3,17,0,23,3,209.3
13814,2021-03-18 00:00:00,2021,3,18,0,0,0,182.3
13815,2021-03-18 01:00:00,2021,3,18,0,1,0,172.3
13816,2021-03-18 02:00:00,2021,3,18,0,2,0,163.2
13817,2021-03-18 03:00:00,2021,3,18,0,3,0,157.3
13818,2021-03-18 04:00:00,2021,3,18,0,4,0,159.2
13819,2021-03-18 05:00:00,2021,3,18,0,5,0,169.2
13820,2021-03-18 06:00:00,2021,3,18,0,6,1,189.2
13821,2021-03-18 07:00:00,2021,3,18,0,7,1,219.2
13822,2021-03-18 08:00:00,2021,3,18,0,8,1,258.2
13823,2021-03-18 09:00:00,2021,3,18,0,9,1,260.2
13824,2021-03-18 10:00:00,2021,3,18,0,10,1,229.4
13825,2021-03-18 11:00:00,2021,3,18,0,11,1,193.6
13826,2021-03-18 12:00:00,2021,3,18,0,12,2,159.7
13827,2021-03-18 13:00:00,2021,3,18,0,13,2,138.8
13828,2021-03-18 14:00:00,2021,3,18,0,14,2,126.7
13829,2021-03-18 15:00:00,2021,3,18,0,15,2,113.7
13830,2021-03-18 16:00:00,2021,3,18,0,16,2,116.7
13831,2021-03-18 17:00:00,2021,3,18,0,17,2,134.5
13832,2021-03-18 18:00:00,2021,3,18,0,18,3,153.4
13833,2021-03-18 19:00:00,2021,3,18,0,19,3,170.4
13834,2021-03-18 20:00:00,2021,3,18,0,20,3,190.4
13835,2021-03-18 21:00:00,2021,3,18,0,21,3,203.4
13836,2021-03-18 22:00:00,2021,3,18,0,22,3,188.4
13837,2021-03-18 23:00:00,2021,3,18,0,23,3,166.4
13838,2021-03-19 00:00:00,2021,3,19,0,0,0,166.4
13839,2021-03-19 01:00:00,2021,3,19,0,1,0,144.4
13840,2021-03-19 02:00:00,2021,3,19,0,2,0,136.3
13841,2021-03-19 03:00:00,2021,3,19,0,3,0,133.1
13842,2021-03-19 04:00:00,2021,3,19,0,4,0,137.1
13843,2021-03-19 05:00:00,2021,3,19,0,5,0,151.1
13844,2021-03-19 06:00:00,2021,3,19,0,6,1,170.1
13845,2021-03-19 07:00:00,2021,3,19,0,7,1,194.1
13846,2021-03-19 08:00:00,2021,3,19,0,8,1,212.1
13847,2021-03-19 09:00:00,2021,3,19,0,9,1,209.1
13848,2021-03-19 10:00:00,2021,3,19,0,10,1,176.2
13849,2021-03-19 11:00:00,2021,3,19,0,11,1,148.4
13850,2021-03-19 12:00:00,2021,3,19,0,12,2,133.5
13851,2021-03-19 13:00:00,2021,3,19,0,13,2,125.5
13852,2021-03-19 14:00:00,2021,3,19,0,14,2,121.6
13853,2021-03-19 15:00:00,2021,3,19,0,15,2,121.5
13854,2021-03-19 16:00:00,2021,3,19,0,16,2,124.6
13855,2021-03-19 17:00:00,2021,3,19,0,17,2,128.5
13856,2021-03-19 18:00:00,2021,3,19,0,18,3,135.2
13857,2021-03-19 19:00:00,2021,3,19,0,19,3,146.2
13858,2021-03-19 20:00:00,2021,3,19,0,20,3,159.2
13859,2021-03-19 21:00:00,2021,3,19,0,21,3,171.2
13860,2021-03-19 22:00:00,2021,3,19,0,22,3,175.2
13861,2021-03-19 23:00:00,2021,3,19,0,23,3,162.2
13862,2021-03-20 00:00:00,2021,3,20,0,0,0,144.2
13863,2021-03-20 01:00:00,2021,3,20,0,1,0,154.1
13864,2021-03-20 02:00:00,2021,3,20,0,2,0,165.2
13865,2021-03-20 03:00:00,2021,3,20,0,3,0,138.1
13866,2021-03-20 04:00:00,2021,3,20,0,4,0,118.1
13867,2021-03-20 05:00:00,2021,3,20,0,5,0,107.1
13868,2021-03-20 06:00:00,2021,3,20,0,6,1,117.1
13869,2021-03-20 07:00:00,2021,3,20,0,7,1,145.1
13870,2021-03-20 08:00:00,2021,3,20,0,8,1,183.1
13871,2021-03-20 09:00:00,2021,3,20,0,9,1,193.1
13872,2021-03-20 10:00:00,2021,3,20,0,10,1,197.1
13873,2021-03-20 11:00:00,2021,3,20,0,11,1,194.3
13874,2021-03-20 12:00:00,2021,3,20,0,12,2,189.1
13875,2021-03-20 13:00:00,2021,3,20,0,13,2,175.1
13876,2021-03-20 14:00:00,2021,3,20,0,14,2,165.1
13877,2021-03-20 15:00:00,2021,3,20,0,15,2,158.1
13878,2021-03-20 16:00:00,2021,3,20,0,16,2,138.1
13879,2021-03-20 17:00:00,2021,3,20,0,17,2,126.1
13880,2021-03-20 18:00:00,2021,3,20,0,18,3,133.1
13881,2021-03-20 19:00:00,2021,3,20,0,19,3,142.1
13882,2021-03-20 20:00:00,2021,3,20,0,20,3,173.1
13883,2021-03-20 21:00:00,2021,3,20,0,21,3,188.1
13884,2021-03-20 22:00:00,2021,3,20,0,22,3,188.1
13885,2021-03-20 23:00:00,2021,3,20,0,23,3,189.1
13886,2021-03-21 00:00:00,2021,3,21,0,0,0,201.1
13887,2021-03-21 01:00:00,2021,3,21,0,1,0,183.1
13888,2021-03-21 02:00:00,2021,3,21,0,2,0,134.1
13889,2021-03-21 03:00:00,2021,3,21,0,3,0,124.1
13890,2021-03-21 04:00:00,2021,3,21,0,4,0,147.1
13891,2021-03-21 05:00:00,2021,3,21,0,5,0,178.1
13892,2021-03-21 06:00:00,2021,3,21,0,6,1,204.1
13893,2021-03-21 07:00:00,2021,3,21,0,7,1,211.1
13894,2021-03-21 08:00:00,2021,3,21,0,8,1,181.0
13895,2021-03-21 09:00:00,2021,3,21,0,9,1,166.0
13896,2021-03-21 10:00:00,2021,3,21,0,10,1,161.0
13897,2021-03-21 11:00:00,2021,3,21,0,11,1,158.0
13898,2021-03-21 12:00:00,2021,3,21,0,12,2,156.0
13899,2021-03-21 13:00:00,2021,3,21,0,13,2,161.0
13900,2021-03-21 14:00:00,2021,3,21,0,14,2,168.1
13901,2021-03-21 15:00:00,2021,3,21,0,15,2,171.1
13902,2021-03-21 16:00:00,2021,3,21,0,16,2,184.1
13903,2021-03-21 17:00:00,2021,3,21,0,17,2,200.1
13904,2021-03-21 18:00:00,2021,3,21,0,18,3,219.1
13905,2021-03-21 19:00:00,2021,3,21,0,19,3,234.1
13906,2021-03-21 20:00:00,2021,3,21,0,20,3,238.1
13907,2021-03-21 21:00:00,2021,3,21,0,21,3,247.1
13908,2021-03-21 22:00:00,2021,3,21,0,22,3,250.0
13909,2021-03-21 23:00:00,2021,3,21,0,23,3,235.1
13910,2021-03-22 00:00:00,2021,3,22,0,0,0,198.0
13911,2021-03-22 01:00:00,2021,3,22,0,1,0,261.0
13912,2021-03-22 02:00:00,2021,3,22,0,2,0,221.0
13913,2021-03-22 03:00:00,2021,3,22,0,3,0,175.0
13914,2021-03-22 04:00:00,2021,3,22,0,4,0,165.0
13915,2021-03-22 05:00:00,2021,3,22,0,5,0,182.0
13916,2021-03-22 06:00:00,2021,3,22,0,6,1,209.0
13917,2021-03-22 07:00:00,2021,3,22,0,7,1,249.0
13918,2021-03-22 08:00:00,2021,3,22,0,8,1,265.0
13919,2021-03-22 09:00:00,2021,3,22,0,9,1,275.0
13920,2021-03-22 10:00:00,2021,3,22,0,10,1,263.2
13921,2021-03-22 11:00:00,2021,3,22,0,11,1,207.1
13922,2021-03-22 12:00:00,2021,3,22,0,12,2,194.1
13923,2021-03-22 13:00:00,2021,3,22,0,13,2,176.1
13924,2021-03-22 14:00:00,2021,3,22,0,14,2,176.1
13925,2021-03-22 15:00:00,2021,3,22,0,15,2,167.1
13926,2021-03-22 16:00:00,2021,3,22,0,16,2,158.1
13927,2021-03-22 17:00:00,2021,3,22,0,17,2,159.1
13928,2021-03-22 18:00:00,2021,3,22,0,18,3,167.1
13929,2021-03-22 19:00:00,2021,3,22,0,19,3,186.2
13930,2021-03-22 20:00:00,2021,3,22,0,20,3,207.3
13931,2021-03-22 21:00:00,2021,3,22,0,21,3,231.3
13932,2021-03-22 22:00:00,2021,3,22,0,22,3,240.3
13933,2021-03-22 23:00:00,2021,3,22,0,23,3,238.3
13934,2021-03-23 00:00:00,2021,3,23,0,0,0,228.3
13935,2021-03-23 01:00:00,2021,3,23,0,1,0,206.3
13936,2021-03-23 02:00:00,2021,3,23,0,2,0,221.3
13937,2021-03-23 03:00:00,2021,3,23,0,3,0,196.3
13938,2021-03-23 04:00:00,2021,3,23,0,4,0,185.3
13939,2021-03-23 05:00:00,2021,3,23,0,5,0,195.3
13940,2021-03-23 06:00:00,2021,3,23,0,6,1,216.3
13941,2021-03-23 07:00:00,2021,3,23,0,7,1,248.2
13942,2021-03-23 08:00:00,2021,3,23,0,8,1,266.3
13943,2021-03-23 09:00:00,2021,3,23,0,9,1,252.3
13944,2021-03-23 10:00:00,2021,3,23,0,10,1,216.4
13945,2021-03-23 11:00:00,2021,3,23,0,11,1,188.8
13946,2021-03-23 12:00:00,2021,3,23,0,12,2,170.9
13947,2021-03-23 13:00:00,2021,3,23,0,13,2,160.9
13948,2021-03-23 14:00:00,2021,3,23,0,14,2,147.0
13949,2021-03-23 15:00:00,2021,3,23,0,15,2,144.0
13950,2021-03-23 16:00:00,2021,3,23,0,16,2,156.9
13951,2021-03-23 17:00:00,2021,3,23,0,17,2,167.9
13952,2021-03-23 18:00:00,2021,3,23,0,18,3,162.8
13953,2021-03-23 19:00:00,2021,3,23,0,19,3,174.7
13954,2021-03-23 20:00:00,2021,3,23,0,20,3,194.7
13955,2021-03-23 21:00:00,2021,3,23,0,21,3,206.7
13956,2021-03-23 22:00:00,2021,3,23,0,22,3,203.6
13957,2021-03-23 23:00:00,2021,3,23,0,23,3,184.6
13958,2021-03-24 00:00:00,2021,3,24,0,0,0,165.6
13959,2021-03-24 01:00:00,2021,3,24,0,1,0,169.7
13960,2021-03-24 02:00:00,2021,3,24,0,2,0,155.7
13961,2021-03-24 03:00:00,2021,3,24,0,3,0,146.6
13962,2021-03-24 04:00:00,2021,3,24,0,4,0,146.6
13963,2021-03-24 05:00:00,2021,3,24,0,5,0,154.6
13964,2021-03-24 06:00:00,2021,3,24,0,6,1,178.6
13965,2021-03-24 07:00:00,2021,3,24,0,7,1,208.6
13966,2021-03-24 08:00:00,2021,3,24,0,8,1,236.6
13967,2021-03-24 09:00:00,2021,3,24,0,9,1,241.6
13968,2021-03-24 10:00:00,2021,3,24,0,10,1,226.7
13969,2021-03-24 11:00:00,2021,3,24,0,11,1,207.8
13970,2021-03-24 12:00:00,2021,3,24,0,12,2,184.0
13971,2021-03-24 13:00:00,2021,3,24,0,13,2,162.3
13972,2021-03-24 14:00:00,2021,3,24,0,14,2,146.1
13973,2021-03-24 15:00:00,2021,3,24,0,15,2,135.3
13974,2021-03-24 16:00:00,2021,3,24,0,16,2,130.1
13975,2021-03-24 17:00:00,2021,3,24,0,17,2,125.0
13976,2021-03-24 18:00:00,2021,3,24,0,18,3,127.8
13977,2021-03-24 19:00:00,2021,3,24,0,19,3,136.7
13978,2021-03-24 20:00:00,2021,3,24,0,20,3,153.7
13979,2021-03-24 21:00:00,2021,3,24,0,21,3,187.7
13980,2021-03-24 22:00:00,2021,3,24,0,22,3,214.7
13981,2021-03-24 23:00:00,2021,3,24,0,23,3,212.7
13982,2021-03-25 00:00:00,2021,3,25,0,0,0,197.6
13983,2021-03-25 01:00:00,2021,3,25,0,1,0,171.7
13984,2021-03-25 02:00:00,2021,3,25,0,2,0,155.7
13985,2021-03-25 03:00:00,2021,3,25,0,3,0,149.7
13986,2021-03-25 04:00:00,2021,3,25,0,4,0,159.7
13987,2021-03-25 05:00:00,2021,3,25,0,5,0,140.7
13988,2021-03-25 06:00:00,2021,3,25,0,6,1,160.7
13989,2021-03-25 07:00:00,2021,3,25,0,7,1,206.7
13990,2021-03-25 08:00:00,2021,3,25,0,8,1,245.7
13991,2021-03-25 09:00:00,2021,3,25,0,9,1,230.7
13992,2021-03-25 10:00:00,2021,3,25,0,10,1,152.9
13993,2021-03-25 11:00:00,2021,3,25,0,11,1,133.2
13994,2021-03-25 12:00:00,2021,3,25,0,12,2,133.3
13995,2021-03-25 13:00:00,2021,3,25,0,13,2,134.3
13996,2021-03-25 14:00:00,2021,3,25,0,14,2,137.3
13997,2021-03-25 15:00:00,2021,3,25,0,15,2,136.9
13998,2021-03-25 16:00:00,2021,3,25,0,16,2,127.9
13999,2021-03-25 17:00:00,2021,3,25,0,17,2,115.8
14000,2021-03-25 18:00:00,2021,3,25,0,18,3,103.7
14001,2021-03-25 19:00:00,2021,3,25,0,19,3,108.6
14002,2021-03-25 20:00:00,2021,3,25,0,20,3,127.6
14003,2021-03-25 21:00:00,2021,3,25,0,21,3,171.6
14004,2021-03-25 22:00:00,2021,3,25,0,22,3,202.4
14005,2021-03-25 23:00:00,2021,3,25,0,23,3,211.5
14006,2021-03-26 00:00:00,2021,3,26,0,0,0,175.5
14007,2021-03-26 01:00:00,2021,3,26,0,1,0,196.5
14008,2021-03-26 02:00:00,2021,3,26,0,2,0,157.5
14009,2021-03-26 03:00:00,2021,3,26,0,3,0,148.5
14010,2021-03-26 04:00:00,2021,3,26,0,4,0,150.5
14011,2021-03-26 05:00:00,2021,3,26,0,5,0,152.4
14012,2021-03-26 06:00:00,2021,3,26,0,6,1,148.4
14013,2021-03-26 07:00:00,2021,3,26,0,7,1,195.4
14014,2021-03-26 08:00:00,2021,3,26,0,8,1,213.4
14015,2021-03-26 09:00:00,2021,3,26,0,9,1,226.6
14016,2021-03-26 10:00:00,2021,3,26,0,10,1,193.8
14017,2021-03-26 11:00:00,2021,3,26,0,11,1,167.6
14018,2021-03-26 12:00:00,2021,3,26,0,12,2,162.0
14019,2021-03-26 13:00:00,2021,3,26,0,13,2,149.8
14020,2021-03-26 14:00:00,2021,3,26,0,14,2,149.9
14021,2021-03-26 15:00:00,2021,3,26,0,15,2,134.0
14022,2021-03-26 16:00:00,2021,3,26,0,16,2,109.0
14023,2021-03-26 17:00:00,2021,3,26,0,17,2,101.8
14024,2021-03-26 18:00:00,2021,3,26,0,18,3,108.7
14025,2021-03-26 19:00:00,2021,3,26,0,19,3,112.7
14026,2021-03-26 20:00:00,2021,3,26,0,20,3,132.7
14027,2021-03-26 21:00:00,2021,3,26,0,21,3,168.7
14028,2021-03-26 22:00:00,2021,3,26,0,22,3,182.6
14029,2021-03-26 23:00:00,2021,3,26,0,23,3,188.6
14030,2021-03-27 00:00:00,2021,3,27,0,0,0,119.8
14031,2021-03-27 01:00:00,2021,3,27,0,1,0,149.7
14032,2021-03-27 02:00:00,2021,3,27,0,2,0,142.8
14033,2021-03-27 03:00:00,2021,3,27,0,3,0,142.8
14034,2021-03-27 04:00:00,2021,3,27,0,4,0,133.8
14035,2021-03-27 05:00:00,2021,3,27,0,5,0,140.8
14036,2021-03-27 06:00:00,2021,3,27,0,6,1,139.8
14037,2021-03-27 07:00:00,2021,3,27,0,7,1,148.8
14038,2021-03-27 08:00:00,2021,3,27,0,8,1,169.8
14039,2021-03-27 09:00:00,2021,3,27,0,9,1,185.8
14040,2021-03-27 10:00:00,2021,3,27,0,10,1,188.8
14041,2021-03-27 11:00:00,2021,3,27,0,11,1,187.9
14042,2021-03-27 12:00:00,2021,3,27,0,12,2,177.8
14043,2021-03-27 13:00:00,2021,3,27,0,13,2,159.9
14044,2021-03-27 14:00:00,2021,3,27,0,14,2,136.9
14045,2021-03-27 15:00:00,2021,3,27,0,15,2,136.9
14046,2021-03-27 16:00:00,2021,3,27,0,16,2,148.8
14047,2021-03-27 17:00:00,2021,3,27,0,17,2,162.9
14048,2021-03-27 18:00:00,2021,3,27,0,18,3,172.6
14049,2021-03-27 19:00:00,2021,3,27,0,19,3,182.9
14050,2021-03-27 20:00:00,2021,3,27,0,20,3,195.9
14051,2021-03-27 21:00:00,2021,3,27,0,21,3,195.9
14052,2021-03-27 22:00:00,2021,3,27,0,22,3,192.9
14053,2021-03-27 23:00:00,2021,3,27,0,23,3,176.9
14054,2021-03-28 00:00:00,2021,3,28,0,0,0,146.9
14055,2021-03-28 01:00:00,2021,3,28,0,1,0,120.9
14056,2021-03-28 02:00:00,2021,3,28,0,2,0,106.9
14057,2021-03-28 03:00:00,2021,3,28,0,3,0,98.9
14058,2021-03-28 04:00:00,2021,3,28,0,4,0,106.9
14059,2021-03-28 05:00:00,2021,3,28,0,5,0,122.8
14060,2021-03-28 06:00:00,2021,3,28,0,6,1,133.8
14061,2021-03-28 07:00:00,2021,3,28,0,7,1,148.8
14062,2021-03-28 08:00:00,2021,3,28,0,8,1,164.8
14063,2021-03-28 09:00:00,2021,3,28,0,9,1,177.8
14064,2021-03-28 10:00:00,2021,3,28,0,10,1,185.8
14065,2021-03-28 11:00:00,2021,3,28,0,11,1,186.8
14066,2021-03-28 12:00:00,2021,3,28,0,12,2,178.8
14067,2021-03-28 13:00:00,2021,3,28,0,13,2,162.9
14068,2021-03-28 14:00:00,2021,3,28,0,14,2,154.9
14069,2021-03-28 15:00:00,2021,3,28,0,15,2,155.8
14070,2021-03-28 16:00:00,2021,3,28,0,16,2,171.8
14071,2021-03-28 17:00:00,2021,3,28,0,17,2,197.8
14072,2021-03-28 18:00:00,2021,3,28,0,18,3,206.8
14073,2021-03-28 19:00:00,2021,3,28,0,19,3,205.8
14074,2021-03-28 20:00:00,2021,3,28,0,20,3,189.8
14075,2021-03-28 21:00:00,2021,3,28,0,21,3,186.8
14076,2021-03-28 22:00:00,2021,3,28,0,22,3,188.8
14077,2021-03-28 23:00:00,2021,3,28,0,23,3,185.8
14078,2021-03-29 00:00:00,2021,3,29,0,0,0,165.8
14079,2021-03-29 01:00:00,2021,3,29,0,1,0,161.8
14080,2021-03-29 02:00:00,2021,3,29,0,2,0,150.8
14081,2021-03-29 03:00:00,2021,3,29,0,3,0,143.8
14082,2021-03-29 04:00:00,2021,3,29,0,4,0,142.8
14083,2021-03-29 05:00:00,2021,3,29,0,5,0,150.8
14084,2021-03-29 06:00:00,2021,3,29,0,6,1,167.7
14085,2021-03-29 07:00:00,2021,3,29,0,7,1,189.8
14086,2021-03-29 08:00:00,2021,3,29,0,8,1,219.8
14087,2021-03-29 09:00:00,2021,3,29,0,9,1,217.9
14088,2021-03-29 10:00:00,2021,3,29,0,10,1,186.0
14089,2021-03-29 11:00:00,2021,3,29,0,11,1,154.3
14090,2021-03-29 12:00:00,2021,3,29,0,12,2,136.3
14091,2021-03-29 13:00:00,2021,3,29,0,13,2,124.2
14092,2021-03-29 14:00:00,2021,3,29,0,14,2,115.2
14093,2021-03-29 15:00:00,2021,3,29,0,15,2,114.1
14094,2021-03-29 16:00:00,2021,3,29,0,16,2,119.1
