,METER_DATE,YEAR,MONTH,DAY,SEASON,HOUR,TIME_PERIOD,CHEONGJU
12725,2021-01-31 15:00:00,2021,1,31,3,15,2,106
12726,2021-01-31 16:00:00,2021,1,31,3,16,2,100
12727,2021-01-31 17:00:00,2021,1,31,3,17,2,112
12728,2021-01-31 18:00:00,2021,1,31,3,18,3,129
12729,2021-01-31 19:00:00,2021,1,31,3,19,3,160
12730,2021-01-31 20:00:00,2021,1,31,3,20,3,176
12731,2021-01-31 21:00:00,2021,1,31,3,21,3,179
12732,2021-01-31 22:00:00,2021,1,31,3,22,3,175
12733,2021-01-31 23:00:00,2021,1,31,3,23,3,158
12734,2021-02-01 00:00:00,2021,2,1,3,0,0,149
12735,2021-02-01 01:00:00,2021,2,1,3,1,0,143
12736,2021-02-01 02:00:00,2021,2,1,3,2,0,128
12737,2021-02-01 03:00:00,2021,2,1,3,3,0,129
12738,2021-02-01 04:00:00,2021,2,1,3,4,0,127
12739,2021-02-01 05:00:00,2021,2,1,3,5,0,121
12740,2021-02-01 06:00:00,2021,2,1,3,6,1,127
12741,2021-02-01 07:00:00,2021,2,1,3,7,1,134
12742,2021-02-01 08:00:00,2021,2,1,3,8,1,153
12743,2021-02-01 09:00:00,2021,2,1,3,9,1,160
12744,2021-02-01 10:00:00,2021,2,1,3,10,1,138
12745,2021-02-01 11:00:00,2021,2,1,3,11,1,128
12746,2021-02-01 12:00:00,2021,2,1,3,12,2,116
12747,2021-02-01 13:00:00,2021,2,1,3,13,2,112
12748,2021-02-01 14:00:00,2021,2,1,3,14,2,114
12749,2021-02-01 15:00:00,2021,2,1,3,15,2,103
12750,2021-02-01 16:00:00,2021,2,1,3,16,2,97
12751,2021-02-01 17:00:00,2021,2,1,3,17,2,113
12752,2021-02-01 18:00:00,2021,2,1,3,18,3,134
12753,2021-02-01 19:00:00,2021,2,1,3,19,3,152
12754,2021-02-01 20:00:00,2021,2,1,3,20,3,170
12755,2021-02-01 21:00:00,2021,2,1,3,21,3,180
12756,2021-02-01 22:00:00,2021,2,1,3,22,3,180
12757,2021-02-01 23:00:00,2021,2,1,3,23,3,176
12758,2021-02-02 00:00:00,2021,2,2,3,0,0,167
12759,2021-02-02 01:00:00,2021,2,2,3,1,0,162
12760,2021-02-02 02:00:00,2021,2,2,3,2,0,164
12761,2021-02-02 03:00:00,2021,2,2,3,3,0,164
12762,2021-02-02 04:00:00,2021,2,2,3,4,0,157
12763,2021-02-02 05:00:00,2021,2,2,3,5,0,162
12764,2021-02-02 06:00:00,2021,2,2,3,6,1,162
12765,2021-02-02 07:00:00,2021,2,2,3,7,1,179
12766,2021-02-02 08:00:00,2021,2,2,3,8,1,180
12767,2021-02-02 09:00:00,2021,2,2,3,9,1,178
12768,2021-02-02 10:00:00,2021,2,2,3,10,1,169
12769,2021-02-02 11:00:00,2021,2,2,3,11,1,142
12770,2021-02-02 12:00:00,2021,2,2,3,12,2,138
12771,2021-02-02 13:00:00,2021,2,2,3,13,2,121
12772,2021-02-02 14:00:00,2021,2,2,3,14,2,124
12773,2021-02-02 15:00:00,2021,2,2,3,15,2,133
12774,2021-02-02 16:00:00,2021,2,2,3,16,2,131
12775,2021-02-02 17:00:00,2021,2,2,3,17,2,162
12776,2021-02-02 18:00:00,2021,2,2,3,18,3,127
12777,2021-02-02 19:00:00,2021,2,2,3,19,3,152
12778,2021-02-02 20:00:00,2021,2,2,3,20,3,168
12779,2021-02-02 21:00:00,2021,2,2,3,21,3,160
12780,2021-02-02 22:00:00,2021,2,2,3,22,3,172
12781,2021-02-02 23:00:00,2021,2,2,3,23,3,159
12782,2021-02-03 00:00:00,2021,2,3,3,0,0,141
12783,2021-02-03 01:00:00,2021,2,3,3,1,0,177
12784,2021-02-03 02:00:00,2021,2,3,3,2,0,188
12785,2021-02-03 03:00:00,2021,2,3,3,3,0,190
12786,2021-02-03 04:00:00,2021,2,3,3,4,0,187
12787,2021-02-03 05:00:00,2021,2,3,3,5,0,186
12788,2021-02-03 06:00:00,2021,2,3,3,6,1,192
12789,2021-02-03 07:00:00,2021,2,3,3,7,1,204
12790,2021-02-03 08:00:00,2021,2,3,3,8,1,215
12791,2021-02-03 09:00:00,2021,2,3,3,9,1,218
12792,2021-02-03 10:00:00,2021,2,3,3,10,1,199
12793,2021-02-03 11:00:00,2021,2,3,3,11,1,196
12794,2021-02-03 12:00:00,2021,2,3,3,12,2,187
12795,2021-02-03 13:00:00,2021,2,3,3,13,2,182
12796,2021-02-03 14:00:00,2021,2,3,3,14,2,181
12797,2021-02-03 15:00:00,2021,2,3,3,15,2,163
12798,2021-02-03 16:00:00,2021,2,3,3,16,2,108
12799,2021-02-03 17:00:00,2021,2,3,3,17,2,126
12800,2021-02-03 18:00:00,2021,2,3,3,18,3,143
12801,2021-02-03 19:00:00,2021,2,3,3,19,3,178
12802,2021-02-03 20:00:00,2021,2,3,3,20,3,190
12803,2021-02-03 21:00:00,2021,2,3,3,21,3,212
12804,2021-02-03 22:00:00,2021,2,3,3,22,3,216
12805,2021-02-03 23:00:00,2021,2,3,3,23,3,197
12806,2021-02-04 00:00:00,2021,2,4,3,0,0,175
12807,2021-02-04 01:00:00,2021,2,4,3,1,0,172
12808,2021-02-04 02:00:00,2021,2,4,3,2,0,166
12809,2021-02-04 03:00:00,2021,2,4,3,3,0,147
12810,2021-02-04 04:00:00,2021,2,4,3,4,0,146
12811,2021-02-04 05:00:00,2021,2,4,3,5,0,166
12812,2021-02-04 06:00:00,2021,2,4,3,6,1,167
12813,2021-02-04 07:00:00,2021,2,4,3,7,1,174
12814,2021-02-04 08:00:00,2021,2,4,3,8,1,202
12815,2021-02-04 09:00:00,2021,2,4,3,9,1,193
12816,2021-02-04 10:00:00,2021,2,4,3,10,1,164
12817,2021-02-04 11:00:00,2021,2,4,3,11,1,137
12818,2021-02-04 12:00:00,2021,2,4,3,12,2,118
12819,2021-02-04 13:00:00,2021,2,4,3,13,2,115
12820,2021-02-04 14:00:00,2021,2,4,3,14,2,113
12821,2021-02-04 15:00:00,2021,2,4,3,15,2,111
12822,2021-02-04 16:00:00,2021,2,4,3,16,2,114
12823,2021-02-04 17:00:00,2021,2,4,3,17,2,103
12824,2021-02-04 18:00:00,2021,2,4,3,18,3,144
12825,2021-02-04 19:00:00,2021,2,4,3,19,3,167
12826,2021-02-04 20:00:00,2021,2,4,3,20,3,172
12827,2021-02-04 21:00:00,2021,2,4,3,21,3,261
12828,2021-02-04 22:00:00,2021,2,4,3,22,3,221
12829,2021-02-04 23:00:00,2021,2,4,3,23,3,196
12830,2021-02-05 00:00:00,2021,2,5,3,0,0,181
12831,2021-02-05 01:00:00,2021,2,5,3,1,0,184
12832,2021-02-05 02:00:00,2021,2,5,3,2,0,174
12833,2021-02-05 03:00:00,2021,2,5,3,3,0,180
12834,2021-02-05 04:00:00,2021,2,5,3,4,0,165
12835,2021-02-05 05:00:00,2021,2,5,3,5,0,162
12836,2021-02-05 06:00:00,2021,2,5,3,6,1,164
12837,2021-02-05 07:00:00,2021,2,5,3,7,1,173
12838,2021-02-05 08:00:00,2021,2,5,3,8,1,191
12839,2021-02-05 09:00:00,2021,2,5,3,9,1,180
12840,2021-02-05 10:00:00,2021,2,5,3,10,1,172
12841,2021-02-05 11:00:00,2021,2,5,3,11,1,160
12842,2021-02-05 12:00:00,2021,2,5,3,12,2,155
12843,2021-02-05 13:00:00,2021,2,5,3,13,2,140
12844,2021-02-05 14:00:00,2021,2,5,3,14,2,107
12845,2021-02-05 15:00:00,2021,2,5,3,15,2,95
12846,2021-02-05 16:00:00,2021,2,5,3,16,2,109
12847,2021-02-05 17:00:00,2021,2,5,3,17,2,121
12848,2021-02-05 18:00:00,2021,2,5,3,18,3,139
12849,2021-02-05 19:00:00,2021,2,5,3,19,3,148
12850,2021-02-05 20:00:00,2021,2,5,3,20,3,169
12851,2021-02-05 21:00:00,2021,2,5,3,21,3,184
12852,2021-02-05 22:00:00,2021,2,5,3,22,3,184
12853,2021-02-05 23:00:00,2021,2,5,3,23,3,177
12854,2021-02-06 00:00:00,2021,2,6,3,0,0,170
12855,2021-02-06 01:00:00,2021,2,6,3,1,0,160
12856,2021-02-06 02:00:00,2021,2,6,3,2,0,154
12857,2021-02-06 03:00:00,2021,2,6,3,3,0,149
12858,2021-02-06 04:00:00,2021,2,6,3,4,0,146
12859,2021-02-06 05:00:00,2021,2,6,3,5,0,138
12860,2021-02-06 06:00:00,2021,2,6,3,6,1,136
12861,2021-02-06 07:00:00,2021,2,6,3,7,1,143
12862,2021-02-06 08:00:00,2021,2,6,3,8,1,150
12863,2021-02-06 09:00:00,2021,2,6,3,9,1,148
12864,2021-02-06 10:00:00,2021,2,6,3,10,1,152
12865,2021-02-06 11:00:00,2021,2,6,3,11,1,137
12866,2021-02-06 12:00:00,2021,2,6,3,12,2,128
12867,2021-02-06 13:00:00,2021,2,6,3,13,2,113
12868,2021-02-06 14:00:00,2021,2,6,3,14,2,112
12869,2021-02-06 15:00:00,2021,2,6,3,15,2,104
12870,2021-02-06 16:00:00,2021,2,6,3,16,2,102
12871,2021-02-06 17:00:00,2021,2,6,3,17,2,115
12872,2021-02-06 18:00:00,2021,2,6,3,18,3,133
12873,2021-02-06 19:00:00,2021,2,6,3,19,3,146
12874,2021-02-06 20:00:00,2021,2,6,3,20,3,153
12875,2021-02-06 21:00:00,2021,2,6,3,21,3,156
12876,2021-02-06 22:00:00,2021,2,6,3,22,3,153
12877,2021-02-06 23:00:00,2021,2,6,3,23,3,142
12878,2021-02-07 00:00:00,2021,2,7,3,0,0,133
12879,2021-02-07 01:00:00,2021,2,7,3,1,0,128
12880,2021-02-07 02:00:00,2021,2,7,3,2,0,123
12881,2021-02-07 03:00:00,2021,2,7,3,3,0,118
12882,2021-02-07 04:00:00,2021,2,7,3,4,0,118
12883,2021-02-07 05:00:00,2021,2,7,3,5,0,116
12884,2021-02-07 06:00:00,2021,2,7,3,6,1,113
12885,2021-02-07 07:00:00,2021,2,7,3,7,1,121
12886,2021-02-07 08:00:00,2021,2,7,3,8,1,123
12887,2021-02-07 09:00:00,2021,2,7,3,9,1,132
12888,2021-02-07 10:00:00,2021,2,7,3,10,1,129
12889,2021-02-07 11:00:00,2021,2,7,3,11,1,125
12890,2021-02-07 12:00:00,2021,2,7,3,12,2,113
12891,2021-02-07 13:00:00,2021,2,7,3,13,2,107
12892,2021-02-07 14:00:00,2021,2,7,3,14,2,103
12893,2021-02-07 15:00:00,2021,2,7,3,15,2,98
12894,2021-02-07 16:00:00,2021,2,7,3,16,2,90
12895,2021-02-07 17:00:00,2021,2,7,3,17,2,106
12896,2021-02-07 18:00:00,2021,2,7,3,18,3,133
12897,2021-02-07 19:00:00,2021,2,7,3,19,3,158
12898,2021-02-07 20:00:00,2021,2,7,3,20,3,179
12899,2021-02-07 21:00:00,2021,2,7,3,21,3,182
12900,2021-02-07 22:00:00,2021,2,7,3,22,3,186
12901,2021-02-07 23:00:00,2021,2,7,3,23,3,178
12902,2021-02-08 00:00:00,2021,2,8,3,0,0,174
12903,2021-02-08 01:00:00,2021,2,8,3,1,0,169
12904,2021-02-08 02:00:00,2021,2,8,3,2,0,158
12905,2021-02-08 03:00:00,2021,2,8,3,3,0,158
12906,2021-02-08 04:00:00,2021,2,8,3,4,0,153
12907,2021-02-08 05:00:00,2021,2,8,3,5,0,147
12908,2021-02-08 06:00:00,2021,2,8,3,6,1,149
12909,2021-02-08 07:00:00,2021,2,8,3,7,1,160
12910,2021-02-08 08:00:00,2021,2,8,3,8,1,180
12911,2021-02-08 09:00:00,2021,2,8,3,9,1,175
12912,2021-02-08 10:00:00,2021,2,8,3,10,1,149
12913,2021-02-08 11:00:00,2021,2,8,3,11,1,130
12914,2021-02-08 12:00:00,2021,2,8,3,12,2,124
12915,2021-02-08 13:00:00,2021,2,8,3,13,2,117
12916,2021-02-08 14:00:00,2021,2,8,3,14,2,118
12917,2021-02-08 15:00:00,2021,2,8,3,15,2,105
12918,2021-02-08 16:00:00,2021,2,8,3,16,2,123
12919,2021-02-08 17:00:00,2021,2,8,3,17,2,148
12920,2021-02-08 18:00:00,2021,2,8,3,18,3,158
12921,2021-02-08 19:00:00,2021,2,8,3,19,3,175
12922,2021-02-08 20:00:00,2021,2,8,3,20,3,206
12923,2021-02-08 21:00:00,2021,2,8,3,21,3,231
12924,2021-02-08 22:00:00,2021,2,8,3,22,3,229
12925,2021-02-08 23:00:00,2021,2,8,3,23,3,203
12926,2021-02-09 00:00:00,2021,2,9,3,0,0,185
12927,2021-02-09 01:00:00,2021,2,9,3,1,0,176
12928,2021-02-09 02:00:00,2021,2,9,3,2,0,165
12929,2021-02-09 03:00:00,2021,2,9,3,3,0,162
12930,2021-02-09 04:00:00,2021,2,9,3,4,0,163
12931,2021-02-09 05:00:00,2021,2,9,3,5,0,161
12932,2021-02-09 06:00:00,2021,2,9,3,6,1,159
12933,2021-02-09 07:00:00,2021,2,9,3,7,1,176
12934,2021-02-09 08:00:00,2021,2,9,3,8,1,188
12935,2021-02-09 09:00:00,2021,2,9,3,9,1,178
12936,2021-02-09 10:00:00,2021,2,9,3,10,1,144
12937,2021-02-09 11:00:00,2021,2,9,3,11,1,129
12938,2021-02-09 12:00:00,2021,2,9,3,12,2,111
12939,2021-02-09 13:00:00,2021,2,9,3,13,2,95
12940,2021-02-09 14:00:00,2021,2,9,3,14,2,101
12941,2021-02-09 15:00:00,2021,2,9,3,15,2,100
12942,2021-02-09 16:00:00,2021,2,9,3,16,2,100
12943,2021-02-09 17:00:00,2021,2,9,3,17,2,105
12944,2021-02-09 18:00:00,2021,2,9,3,18,3,131
12945,2021-02-09 19:00:00,2021,2,9,3,19,3,163
12946,2021-02-09 20:00:00,2021,2,9,3,20,3,187
12947,2021-02-09 21:00:00,2021,2,9,3,21,3,201
12948,2021-02-09 22:00:00,2021,2,9,3,22,3,203
12949,2021-02-09 23:00:00,2021,2,9,3,23,3,191
12950,2021-02-10 00:00:00,2021,2,10,3,0,0,180
12951,2021-02-10 01:00:00,2021,2,10,3,1,0,167
12952,2021-02-10 02:00:00,2021,2,10,3,2,0,160
12953,2021-02-10 03:00:00,2021,2,10,3,3,0,158
12954,2021-02-10 04:00:00,2021,2,10,3,4,0,156
12955,2021-02-10 05:00:00,2021,2,10,3,5,0,147
12956,2021-02-10 06:00:00,2021,2,10,3,6,1,153
12957,2021-02-10 07:00:00,2021,2,10,3,7,1,161
12958,2021-02-10 08:00:00,2021,2,10,3,8,1,181
12959,2021-02-10 09:00:00,2021,2,10,3,9,1,170
12960,2021-02-10 10:00:00,2021,2,10,3,10,1,157
12961,2021-02-10 11:00:00,2021,2,10,3,11,1,137
12962,2021-02-10 12:00:00,2021,2,10,3,12,2,127
12963,2021-02-10 13:00:00,2021,2,10,3,13,2,107
12964,2021-02-10 14:00:00,2021,2,10,3,14,2,107
12965,2021-02-10 15:00:00,2021,2,10,3,15,2,112
12966,2021-02-10 16:00:00,2021,2,10,3,16,2,117
12967,2021-02-10 17:00:00,2021,2,10,3,17,2,118
12968,2021-02-10 18:00:00,2021,2,10,3,18,3,133
12969,2021-02-10 19:00:00,2021,2,10,3,19,3,164
12970,2021-02-10 20:00:00,2021,2,10,3,20,3,180
12971,2021-02-10 21:00:00,2021,2,10,3,21,3,182
12972,2021-02-10 22:00:00,2021,2,10,3,22,3,189
12973,2021-02-10 23:00:00,2021,2,10,3,23,3,184
12974,2021-02-11 00:00:00,2021,2,11,3,0,0,172
12975,2021-02-11 01:00:00,2021,2,11,3,1,0,156
12976,2021-02-11 02:00:00,2021,2,11,3,2,0,151
12977,2021-02-11 03:00:00,2021,2,11,3,3,0,144
12978,2021-02-11 04:00:00,2021,2,11,3,4,0,140
12979,2021-02-11 05:00:00,2021,2,11,3,5,0,132
12980,2021-02-11 06:00:00,2021,2,11,3,6,1,133
12981,2021-02-11 07:00:00,2021,2,11,3,7,1,136
12982,2021-02-11 08:00:00,2021,2,11,3,8,1,144
12983,2021-02-11 09:00:00,2021,2,11,3,9,1,156
12984,2021-02-11 10:00:00,2021,2,11,3,10,1,145
12985,2021-02-11 11:00:00,2021,2,11,3,11,1,130
12986,2021-02-11 12:00:00,2021,2,11,3,12,2,123
12987,2021-02-11 13:00:00,2021,2,11,3,13,2,110
12988,2021-02-11 14:00:00,2021,2,11,3,14,2,108
12989,2021-02-11 15:00:00,2021,2,11,3,15,2,98
12990,2021-02-11 16:00:00,2021,2,11,3,16,2,100
12991,2021-02-11 17:00:00,2021,2,11,3,17,2,105
12992,2021-02-11 18:00:00,2021,2,11,3,18,3,120
12993,2021-02-11 19:00:00,2021,2,11,3,19,3,141
12994,2021-02-11 20:00:00,2021,2,11,3,20,3,157
12995,2021-02-11 21:00:00,2021,2,11,3,21,3,160
12996,2021-02-11 22:00:00,2021,2,11,3,22,3,158
12997,2021-02-11 23:00:00,2021,2,11,3,23,3,150
12998,2021-02-12 00:00:00,2021,2,12,3,0,0,140
12999,2021-02-12 01:00:00,2021,2,12,3,1,0,134
13000,2021-02-12 02:00:00,2021,2,12,3,2,0,134
13001,2021-02-12 03:00:00,2021,2,12,3,3,0,128
13002,2021-02-12 04:00:00,2021,2,12,3,4,0,122
13003,2021-02-12 05:00:00,2021,2,12,3,5,0,125
13004,2021-02-12 06:00:00,2021,2,12,3,6,1,127
13005,2021-02-12 07:00:00,2021,2,12,3,7,1,136
13006,2021-02-12 08:00:00,2021,2,12,3,8,1,151
13007,2021-02-12 09:00:00,2021,2,12,3,9,1,162
13008,2021-02-12 10:00:00,2021,2,12,3,10,1,147
13009,2021-02-12 11:00:00,2021,2,12,3,11,1,121
13010,2021-02-12 12:00:00,2021,2,12,3,12,2,104
13011,2021-02-12 13:00:00,2021,2,12,3,13,2,86
13012,2021-02-12 14:00:00,2021,2,12,3,14,2,75
13013,2021-02-12 15:00:00,2021,2,12,3,15,2,67
13014,2021-02-12 16:00:00,2021,2,12,3,16,2,77
13015,2021-02-12 17:00:00,2021,2,12,3,17,2,79
13016,2021-02-12 18:00:00,2021,2,12,3,18,3,92
13017,2021-02-12 19:00:00,2021,2,12,3,19,3,112
13018,2021-02-12 20:00:00,2021,2,12,3,20,3,131
13019,2021-02-12 21:00:00,2021,2,12,3,21,3,142
13020,2021-02-12 22:00:00,2021,2,12,3,22,3,137
13021,2021-02-12 23:00:00,2021,2,12,3,23,3,136
13022,2021-02-13 00:00:00,2021,2,13,3,0,0,126
13023,2021-02-13 01:00:00,2021,2,13,3,1,0,120
13024,2021-02-13 02:00:00,2021,2,13,3,2,0,117
13025,2021-02-13 03:00:00,2021,2,13,3,3,0,116
13026,2021-02-13 04:00:00,2021,2,13,3,4,0,114
13027,2021-02-13 05:00:00,2021,2,13,3,5,0,112
13028,2021-02-13 06:00:00,2021,2,13,3,6,1,115
13029,2021-02-13 07:00:00,2021,2,13,3,7,1,120
13030,2021-02-13 08:00:00,2021,2,13,3,8,1,124
13031,2021-02-13 09:00:00,2021,2,13,3,9,1,127
13032,2021-02-13 10:00:00,2021,2,13,3,10,1,120
13033,2021-02-13 11:00:00,2021,2,13,3,11,1,108
13034,2021-02-13 12:00:00,2021,2,13,3,12,2,96
13035,2021-02-13 13:00:00,2021,2,13,3,13,2,94
13036,2021-02-13 14:00:00,2021,2,13,3,14,2,81
13037,2021-02-13 15:00:00,2021,2,13,3,15,2,77
13038,2021-02-13 16:00:00,2021,2,13,3,16,2,77
13039,2021-02-13 17:00:00,2021,2,13,3,17,2,78
13040,2021-02-13 18:00:00,2021,2,13,3,18,3,87
13041,2021-02-13 19:00:00,2021,2,13,3,19,3,111
13042,2021-02-13 20:00:00,2021,2,13,3,20,3,121
13043,2021-02-13 21:00:00,2021,2,13,3,21,3,128
13044,2021-02-13 22:00:00,2021,2,13,3,22,3,130
13045,2021-02-13 23:00:00,2021,2,13,3,23,3,126
13046,2021-02-14 00:00:00,2021,2,14,3,0,0,125
13047,2021-02-14 01:00:00,2021,2,14,3,1,0,113
13048,2021-02-14 02:00:00,2021,2,14,3,2,0,103
13049,2021-02-14 03:00:00,2021,2,14,3,3,0,102
13050,2021-02-14 04:00:00,2021,2,14,3,4,0,98
13051,2021-02-14 05:00:00,2021,2,14,3,5,0,97
13052,2021-02-14 06:00:00,2021,2,14,3,6,1,94
13053,2021-02-14 07:00:00,2021,2,14,3,7,1,98
13054,2021-02-14 08:00:00,2021,2,14,3,8,1,99
13055,2021-02-14 09:00:00,2021,2,14,3,9,1,111
13056,2021-02-14 10:00:00,2021,2,14,3,10,1,112
13057,2021-02-14 11:00:00,2021,2,14,3,11,1,110
13058,2021-02-14 12:00:00,2021,2,14,3,12,2,100
13059,2021-02-14 13:00:00,2021,2,14,3,13,2,92
13060,2021-02-14 14:00:00,2021,2,14,3,14,2,92
13061,2021-02-14 15:00:00,2021,2,14,3,15,2,88
13062,2021-02-14 16:00:00,2021,2,14,3,16,2,90
13063,2021-02-14 17:00:00,2021,2,14,3,17,2,97
13064,2021-02-14 18:00:00,2021,2,14,3,18,3,113
13065,2021-02-14 19:00:00,2021,2,14,3,19,3,125
13066,2021-02-14 20:00:00,2021,2,14,3,20,3,141
13067,2021-02-14 21:00:00,2021,2,14,3,21,3,137
13068,2021-02-14 22:00:00,2021,2,14,3,22,3,123
13069,2021-02-14 23:00:00,2021,2,14,3,23,3,120
13070,2021-02-15 00:00:00,2021,2,15,3,0,0,111
13071,2021-02-15 01:00:00,2021,2,15,3,1,0,102
13072,2021-02-15 02:00:00,2021,2,15,3,2,0,94
13073,2021-02-15 03:00:00,2021,2,15,3,3,0,93
13074,2021-02-15 04:00:00,2021,2,15,3,4,0,89
13075,2021-02-15 05:00:00,2021,2,15,3,5,0,93
13076,2021-02-15 06:00:00,2021,2,15,3,6,1,100
13077,2021-02-15 07:00:00,2021,2,15,3,7,1,110
13078,2021-02-15 08:00:00,2021,2,15,3,8,1,131
13079,2021-02-15 09:00:00,2021,2,15,3,9,1,138
13080,2021-02-15 10:00:00,2021,2,15,3,10,1,131
13081,2021-02-15 11:00:00,2021,2,15,3,11,1,121
13082,2021-02-15 12:00:00,2021,2,15,3,12,2,114
13083,2021-02-15 13:00:00,2021,2,15,3,13,2,109
13084,2021-02-15 14:00:00,2021,2,15,3,14,2,107
13085,2021-02-15 15:00:00,2021,2,15,3,15,2,98
13086,2021-02-15 16:00:00,2021,2,15,3,16,2,103
13087,2021-02-15 17:00:00,2021,2,15,3,17,2,121
13088,2021-02-15 18:00:00,2021,2,15,3,18,3,133
13089,2021-02-15 19:00:00,2021,2,15,3,19,3,167
13090,2021-02-15 20:00:00,2021,2,15,3,20,3,178
13091,2021-02-15 21:00:00,2021,2,15,3,21,3,179
13092,2021-02-15 22:00:00,2021,2,15,3,22,3,195
13093,2021-02-15 23:00:00,2021,2,15,3,23,3,195
13094,2021-02-16 00:00:00,2021,2,16,3,0,0,191
13095,2021-02-16 01:00:00,2021,2,16,3,1,0,165
13096,2021-02-16 02:00:00,2021,2,16,3,2,0,153
13097,2021-02-16 03:00:00,2021,2,16,3,3,0,150
13098,2021-02-16 04:00:00,2021,2,16,3,4,0,146
13099,2021-02-16 05:00:00,2021,2,16,3,5,0,147
13100,2021-02-16 06:00:00,2021,2,16,3,6,1,154
13101,2021-02-16 07:00:00,2021,2,16,3,7,1,158
13102,2021-02-16 08:00:00,2021,2,16,3,8,1,180
13103,2021-02-16 09:00:00,2021,2,16,3,9,1,171
13104,2021-02-16 10:00:00,2021,2,16,3,10,1,148
13105,2021-02-16 11:00:00,2021,2,16,3,11,1,133
13106,2021-02-16 12:00:00,2021,2,16,3,12,2,113
13107,2021-02-16 13:00:00,2021,2,16,3,13,2,106
13108,2021-02-16 14:00:00,2021,2,16,3,14,2,113
13109,2021-02-16 15:00:00,2021,2,16,3,15,2,123
13110,2021-02-16 16:00:00,2021,2,16,3,16,2,152
13111,2021-02-16 17:00:00,2021,2,16,3,17,2,168
13112,2021-02-16 18:00:00,2021,2,16,3,18,3,164
13113,2021-02-16 19:00:00,2021,2,16,3,19,3,198
13114,2021-02-16 20:00:00,2021,2,16,3,20,3,220
13115,2021-02-16 21:00:00,2021,2,16,3,21,3,219
13116,2021-02-16 22:00:00,2021,2,16,3,22,3,219
13117,2021-02-16 23:00:00,2021,2,16,3,23,3,216
13118,2021-02-17 00:00:00,2021,2,17,3,0,0,202
13119,2021-02-17 01:00:00,2021,2,17,3,1,0,194
13120,2021-02-17 02:00:00,2021,2,17,3,2,0,187
13121,2021-02-17 03:00:00,2021,2,17,3,3,0,184
13122,2021-02-17 04:00:00,2021,2,17,3,4,0,171
13123,2021-02-17 05:00:00,2021,2,17,3,5,0,170
13124,2021-02-17 06:00:00,2021,2,17,3,6,1,173
13125,2021-02-17 07:00:00,2021,2,17,3,7,1,181
13126,2021-02-17 08:00:00,2021,2,17,3,8,1,201
13127,2021-02-17 09:00:00,2021,2,17,3,9,1,200
13128,2021-02-17 10:00:00,2021,2,17,3,10,1,185
13129,2021-02-17 11:00:00,2021,2,17,3,11,1,173
13130,2021-02-17 12:00:00,2021,2,17,3,12,2,155
13131,2021-02-17 13:00:00,2021,2,17,3,13,2,160
13132,2021-02-17 14:00:00,2021,2,17,3,14,2,159
13133,2021-02-17 15:00:00,2021,2,17,3,15,2,157
13134,2021-02-17 16:00:00,2021,2,17,3,16,2,160
13135,2021-02-17 17:00:00,2021,2,17,3,17,2,179
13136,2021-02-17 18:00:00,2021,2,17,3,18,3,205
13137,2021-02-17 19:00:00,2021,2,17,3,19,3,232
13138,2021-02-17 20:00:00,2021,2,17,3,20,3,247
13139,2021-02-17 21:00:00,2021,2,17,3,21,3,250
13140,2021-02-17 22:00:00,2021,2,17,3,22,3,249
13141,2021-02-17 23:00:00,2021,2,17,3,23,3,239
13142,2021-02-18 00:00:00,2021,2,18,3,0,0,221
13143,2021-02-18 01:00:00,2021,2,18,3,1,0,212
13144,2021-02-18 02:00:00,2021,2,18,3,2,0,197
13145,2021-02-18 03:00:00,2021,2,18,3,3,0,190
13146,2021-02-18 04:00:00,2021,2,18,3,4,0,193
13147,2021-02-18 05:00:00,2021,2,18,3,5,0,188
13148,2021-02-18 06:00:00,2021,2,18,3,6,1,191
13149,2021-02-18 07:00:00,2021,2,18,3,7,1,200
13150,2021-02-18 08:00:00,2021,2,18,3,8,1,210
13151,2021-02-18 09:00:00,2021,2,18,3,9,1,207
13152,2021-02-18 10:00:00,2021,2,18,3,10,1,184
13153,2021-02-18 11:00:00,2021,2,18,3,11,1,162
13154,2021-02-18 12:00:00,2021,2,18,3,12,2,145
13155,2021-02-18 13:00:00,2021,2,18,3,13,2,140
13156,2021-02-18 14:00:00,2021,2,18,3,14,2,140
13157,2021-02-18 15:00:00,2021,2,18,3,15,2,142
13158,2021-02-18 16:00:00,2021,2,18,3,16,2,141
13159,2021-02-18 17:00:00,2021,2,18,3,17,2,150
13160,2021-02-18 18:00:00,2021,2,18,3,18,3,173
13161,2021-02-18 19:00:00,2021,2,18,3,19,3,206
13162,2021-02-18 20:00:00,2021,2,18,3,20,3,224
13163,2021-02-18 21:00:00,2021,2,18,3,21,3,246
13164,2021-02-18 22:00:00,2021,2,18,3,22,3,232
13165,2021-02-18 23:00:00,2021,2,18,3,23,3,226
13166,2021-02-19 00:00:00,2021,2,19,3,0,0,213
13167,2021-02-19 01:00:00,2021,2,19,3,1,0,194
13168,2021-02-19 02:00:00,2021,2,19,3,2,0,176
13169,2021-02-19 03:00:00,2021,2,19,3,3,0,181
13170,2021-02-19 04:00:00,2021,2,19,3,4,0,175
13171,2021-02-19 05:00:00,2021,2,19,3,5,0,176
13172,2021-02-19 06:00:00,2021,2,19,3,6,1,170
13173,2021-02-19 07:00:00,2021,2,19,3,7,1,181
13174,2021-02-19 08:00:00,2021,2,19,3,8,1,191
