,METER_DATE,YEAR,MONTH,DAY,SEASON,HOUR,TIME_PERIOD,CHEONGJU
13175,2021-02-19 09:00:00,2021,2,19,3,9,1,186
13176,2021-02-19 10:00:00,2021,2,19,3,10,1,159
13177,2021-02-19 11:00:00,2021,2,19,3,11,1,140
13178,2021-02-19 12:00:00,2021,2,19,3,12,2,108
13179,2021-02-19 13:00:00,2021,2,19,3,13,2,108
13180,2021-02-19 14:00:00,2021,2,19,3,14,2,108
13181,2021-02-19 15:00:00,2021,2,19,3,15,2,103
13182,2021-02-19 16:00:00,2021,2,19,3,16,2,102
13183,2021-02-19 17:00:00,2021,2,19,3,17,2,115
13184,2021-02-19 18:00:00,2021,2,19,3,18,3,131
13185,2021-02-19 19:00:00,2021,2,19,3,19,3,158
13186,2021-02-19 20:00:00,2021,2,19,3,20,3,174
13187,2021-02-19 21:00:00,2021,2,19,3,21,3,181
13188,2021-02-19 22:00:00,2021,2,19,3,22,3,179
13189,2021-02-19 23:00:00,2021,2,19,3,23,3,177
13190,2021-02-20 00:00:00,2021,2,20,3,0,0,163
13191,2021-02-20 01:00:00,2021,2,20,3,1,0,154
13192,2021-02-20 02:00:00,2021,2,20,3,2,0,141
13193,2021-02-20 03:00:00,2021,2,20,3,3,0,134
13194,2021-02-20 04:00:00,2021,2,20,3,4,0,126
13195,2021-02-20 05:00:00,2021,2,20,3,5,0,125
13196,2021-02-20 06:00:00,2021,2,20,3,6,1,117
13197,2021-02-20 07:00:00,2021,2,20,3,7,1,122
13198,2021-02-20 08:00:00,2021,2,20,3,8,1,134
13199,2021-02-20 09:00:00,2021,2,20,3,9,1,141
13200,2021-02-20 10:00:00,2021,2,20,3,10,1,133
13201,2021-02-20 11:00:00,2021,2,20,3,11,1,114
13202,2021-02-20 12:00:00,2021,2,20,3,12,2,107
13203,2021-02-20 13:00:00,2021,2,20,3,13,2,100
13204,2021-02-20 14:00:00,2021,2,20,3,14,2,87
13205,2021-02-20 15:00:00,2021,2,20,3,15,2,72
13206,2021-02-20 16:00:00,2021,2,20,3,16,2,75
13207,2021-02-20 17:00:00,2021,2,20,3,17,2,86
13208,2021-02-20 18:00:00,2021,2,20,3,18,3,93
13209,2021-02-20 19:00:00,2021,2,20,3,19,3,104
13210,2021-02-20 20:00:00,2021,2,20,3,20,3,132
13211,2021-02-20 21:00:00,2021,2,20,3,21,3,143
13212,2021-02-20 22:00:00,2021,2,20,3,22,3,147
13213,2021-02-20 23:00:00,2021,2,20,3,23,3,127
13214,2021-02-21 00:00:00,2021,2,21,3,0,0,111
13215,2021-02-21 01:00:00,2021,2,21,3,1,0,120
13216,2021-02-21 02:00:00,2021,2,21,3,2,0,100
13217,2021-02-21 03:00:00,2021,2,21,3,3,0,100
13218,2021-02-21 04:00:00,2021,2,21,3,4,0,99
13219,2021-02-21 05:00:00,2021,2,21,3,5,0,101
13220,2021-02-21 06:00:00,2021,2,21,3,6,1,100
13221,2021-02-21 07:00:00,2021,2,21,3,7,1,108
13222,2021-02-21 08:00:00,2021,2,21,3,8,1,108
13223,2021-02-21 09:00:00,2021,2,21,3,9,1,108
13224,2021-02-21 10:00:00,2021,2,21,3,10,1,106
13225,2021-02-21 11:00:00,2021,2,21,3,11,1,95
13226,2021-02-21 12:00:00,2021,2,21,3,12,2,91
13227,2021-02-21 13:00:00,2021,2,21,3,13,2,76
13228,2021-02-21 14:00:00,2021,2,21,3,14,2,73
13229,2021-02-21 15:00:00,2021,2,21,3,15,2,61
13230,2021-02-21 16:00:00,2021,2,21,3,16,2,63
13231,2021-02-21 17:00:00,2021,2,21,3,17,2,64
13232,2021-02-21 18:00:00,2021,2,21,3,18,3,73
13233,2021-02-21 19:00:00,2021,2,21,3,19,3,102
13234,2021-02-21 20:00:00,2021,2,21,3,20,3,126
13235,2021-02-21 21:00:00,2021,2,21,3,21,3,120
13236,2021-02-21 22:00:00,2021,2,21,3,22,3,119
13237,2021-02-21 23:00:00,2021,2,21,3,23,3,111
13238,2021-02-22 00:00:00,2021,2,22,3,0,0,104
13239,2021-02-22 01:00:00,2021,2,22,3,1,0,91
13240,2021-02-22 02:00:00,2021,2,22,3,2,0,82
13241,2021-02-22 03:00:00,2021,2,22,3,3,0,88
13242,2021-02-22 04:00:00,2021,2,22,3,4,0,79
13243,2021-02-22 05:00:00,2021,2,22,3,5,0,84
13244,2021-02-22 06:00:00,2021,2,22,3,6,1,91
13245,2021-02-22 07:00:00,2021,2,22,3,7,1,102
13246,2021-02-22 08:00:00,2021,2,22,3,8,1,120
13247,2021-02-22 09:00:00,2021,2,22,3,9,1,123
13248,2021-02-22 10:00:00,2021,2,22,3,10,1,97
13249,2021-02-22 11:00:00,2021,2,22,3,11,1,79
13250,2021-02-22 12:00:00,2021,2,22,3,12,2,66
13251,2021-02-22 13:00:00,2021,2,22,3,13,2,67
13252,2021-02-22 14:00:00,2021,2,22,3,14,2,68
13253,2021-02-22 15:00:00,2021,2,22,3,15,2,66
13254,2021-02-22 16:00:00,2021,2,22,3,16,2,73
13255,2021-02-22 17:00:00,2021,2,22,3,17,2,73
13256,2021-02-22 18:00:00,2021,2,22,3,18,3,73
13257,2021-02-22 19:00:00,2021,2,22,3,19,3,95
13258,2021-02-22 20:00:00,2021,2,22,3,20,3,124
13259,2021-02-22 21:00:00,2021,2,22,3,21,3,148
13260,2021-02-22 22:00:00,2021,2,22,3,22,3,148
13261,2021-02-22 23:00:00,2021,2,22,3,23,3,148
13262,2021-02-23 00:00:00,2021,2,23,3,0,0,131
13263,2021-02-23 01:00:00,2021,2,23,3,1,0,130
13264,2021-02-23 02:00:00,2021,2,23,3,2,0,120
13265,2021-02-23 03:00:00,2021,2,23,3,3,0,114
13266,2021-02-23 04:00:00,2021,2,23,3,4,0,110
13267,2021-02-23 05:00:00,2021,2,23,3,5,0,114
13268,2021-02-23 06:00:00,2021,2,23,3,6,1,117
13269,2021-02-23 07:00:00,2021,2,23,3,7,1,122
13270,2021-02-23 08:00:00,2021,2,23,3,8,1,151
13271,2021-02-23 09:00:00,2021,2,23,3,9,1,146
13272,2021-02-23 10:00:00,2021,2,23,3,10,1,117
13273,2021-02-23 11:00:00,2021,2,23,3,11,1,100
13274,2021-02-23 12:00:00,2021,2,23,3,12,2,88
13275,2021-02-23 13:00:00,2021,2,23,3,13,2,88
13276,2021-02-23 14:00:00,2021,2,23,3,14,2,82
13277,2021-02-23 15:00:00,2021,2,23,3,15,2,81
13278,2021-02-23 16:00:00,2021,2,23,3,16,2,81
13279,2021-02-23 17:00:00,2021,2,23,3,17,2,95
13280,2021-02-23 18:00:00,2021,2,23,3,18,3,111
13281,2021-02-23 19:00:00,2021,2,23,3,19,3,133
13282,2021-02-23 20:00:00,2021,2,23,3,20,3,163
13283,2021-02-23 21:00:00,2021,2,23,3,21,3,179
13284,2021-02-23 22:00:00,2021,2,23,3,22,3,174
13285,2021-02-23 23:00:00,2021,2,23,3,23,3,164
13286,2021-02-24 00:00:00,2021,2,24,3,0,0,154
13287,2021-02-24 01:00:00,2021,2,24,3,1,0,135
13288,2021-02-24 02:00:00,2021,2,24,3,2,0,125
13289,2021-02-24 03:00:00,2021,2,24,3,3,0,121
13290,2021-02-24 04:00:00,2021,2,24,3,4,0,118
13291,2021-02-24 05:00:00,2021,2,24,3,5,0,116
13292,2021-02-24 06:00:00,2021,2,24,3,6,1,118
13293,2021-02-24 07:00:00,2021,2,24,3,7,1,126
13294,2021-02-24 08:00:00,2021,2,24,3,8,1,148
13295,2021-02-24 09:00:00,2021,2,24,3,9,1,143
13296,2021-02-24 10:00:00,2021,2,24,3,10,1,124
13297,2021-02-24 11:00:00,2021,2,24,3,11,1,107
13298,2021-02-24 12:00:00,2021,2,24,3,12,2,88
13299,2021-02-24 13:00:00,2021,2,24,3,13,2,87
13300,2021-02-24 14:00:00,2021,2,24,3,14,2,77
13301,2021-02-24 15:00:00,2021,2,24,3,15,2,73
13302,2021-02-24 16:00:00,2021,2,24,3,16,2,79
13303,2021-02-24 17:00:00,2021,2,24,3,17,2,85
13304,2021-02-24 18:00:00,2021,2,24,3,18,3,87
13305,2021-02-24 19:00:00,2021,2,24,3,19,3,121
13306,2021-02-24 20:00:00,2021,2,24,3,20,3,147
13307,2021-02-24 21:00:00,2021,2,24,3,21,3,152
13308,2021-02-24 22:00:00,2021,2,24,3,22,3,156
13309,2021-02-24 23:00:00,2021,2,24,3,23,3,151
13310,2021-02-25 00:00:00,2021,2,25,3,0,0,140
13311,2021-02-25 01:00:00,2021,2,25,3,1,0,132
13312,2021-02-25 02:00:00,2021,2,25,3,2,0,129
13313,2021-02-25 03:00:00,2021,2,25,3,3,0,122
13314,2021-02-25 04:00:00,2021,2,25,3,4,0,116
13315,2021-02-25 05:00:00,2021,2,25,3,5,0,115
13316,2021-02-25 06:00:00,2021,2,25,3,6,1,118
13317,2021-02-25 07:00:00,2021,2,25,3,7,1,129
13318,2021-02-25 08:00:00,2021,2,25,3,8,1,147
13319,2021-02-25 09:00:00,2021,2,25,3,9,1,144
13320,2021-02-25 10:00:00,2021,2,25,3,10,1,127
13321,2021-02-25 11:00:00,2021,2,25,3,11,1,115
13322,2021-02-25 12:00:00,2021,2,25,3,12,2,109
13323,2021-02-25 13:00:00,2021,2,25,3,13,2,103
13324,2021-02-25 14:00:00,2021,2,25,3,14,2,106
13325,2021-02-25 15:00:00,2021,2,25,3,15,2,102
13326,2021-02-25 16:00:00,2021,2,25,3,16,2,105
13327,2021-02-25 17:00:00,2021,2,25,3,17,2,110
13328,2021-02-25 18:00:00,2021,2,25,3,18,3,120
13329,2021-02-25 19:00:00,2021,2,25,3,19,3,139
13330,2021-02-25 20:00:00,2021,2,25,3,20,3,148
13331,2021-02-25 21:00:00,2021,2,25,3,21,3,151
13332,2021-02-25 22:00:00,2021,2,25,3,22,3,152
13333,2021-02-25 23:00:00,2021,2,25,3,23,3,145
13334,2021-02-26 00:00:00,2021,2,26,3,0,0,131
13335,2021-02-26 01:00:00,2021,2,26,3,1,0,124
13336,2021-02-26 02:00:00,2021,2,26,3,2,0,115
13337,2021-02-26 03:00:00,2021,2,26,3,3,0,117
13338,2021-02-26 04:00:00,2021,2,26,3,4,0,115
13339,2021-02-26 05:00:00,2021,2,26,3,5,0,114
13340,2021-02-26 06:00:00,2021,2,26,3,6,1,120
13341,2021-02-26 07:00:00,2021,2,26,3,7,1,129
13342,2021-02-26 08:00:00,2021,2,26,3,8,1,150
13343,2021-02-26 09:00:00,2021,2,26,3,9,1,143
13344,2021-02-26 10:00:00,2021,2,26,3,10,1,115
13345,2021-02-26 11:00:00,2021,2,26,3,11,1,91
13346,2021-02-26 12:00:00,2021,2,26,3,12,2,76
13347,2021-02-26 13:00:00,2021,2,26,3,13,2,73
13348,2021-02-26 14:00:00,2021,2,26,3,14,2,77
13349,2021-02-26 15:00:00,2021,2,26,3,15,2,74
13350,2021-02-26 16:00:00,2021,2,26,3,16,2,74
13351,2021-02-26 17:00:00,2021,2,26,3,17,2,77
13352,2021-02-26 18:00:00,2021,2,26,3,18,3,89
13353,2021-02-26 19:00:00,2021,2,26,3,19,3,109
13354,2021-02-26 20:00:00,2021,2,26,3,20,3,121
13355,2021-02-26 21:00:00,2021,2,26,3,21,3,132
13356,2021-02-26 22:00:00,2021,2,26,3,22,3,139
13357,2021-02-26 23:00:00,2021,2,26,3,23,3,129
13358,2021-02-27 00:00:00,2021,2,27,3,0,0,122
13359,2021-02-27 01:00:00,2021,2,27,3,1,0,110
13360,2021-02-27 02:00:00,2021,2,27,3,2,0,108
13361,2021-02-27 03:00:00,2021,2,27,3,3,0,103
13362,2021-02-27 04:00:00,2021,2,27,3,4,0,100
13363,2021-02-27 05:00:00,2021,2,27,3,5,0,97
13364,2021-02-27 06:00:00,2021,2,27,3,6,1,100
13365,2021-02-27 07:00:00,2021,2,27,3,7,1,105
13366,2021-02-27 08:00:00,2021,2,27,3,8,1,109
13367,2021-02-27 09:00:00,2021,2,27,3,9,1,109
13368,2021-02-27 10:00:00,2021,2,27,3,10,1,104
13369,2021-02-27 11:00:00,2021,2,27,3,11,1,98
13370,2021-02-27 12:00:00,2021,2,27,3,12,2,89
13371,2021-02-27 13:00:00,2021,2,27,3,13,2,82
13372,2021-02-27 14:00:00,2021,2,27,3,14,2,75
13373,2021-02-27 15:00:00,2021,2,27,3,15,2,70
13374,2021-02-27 16:00:00,2021,2,27,3,16,2,71
13375,2021-02-27 17:00:00,2021,2,27,3,17,2,72
13376,2021-02-27 18:00:00,2021,2,27,3,18,3,91
13377,2021-02-27 19:00:00,2021,2,27,3,19,3,109
13378,2021-02-27 20:00:00,2021,2,27,3,20,3,133
13379,2021-02-27 21:00:00,2021,2,27,3,21,3,132
13380,2021-02-27 22:00:00,2021,2,27,3,22,3,136
13381,2021-02-27 23:00:00,2021,2,27,3,23,3,129
13382,2021-02-28 00:00:00,2021,2,28,3,0,0,122
13383,2021-02-28 01:00:00,2021,2,28,3,1,0,110
13384,2021-02-28 02:00:00,2021,2,28,3,2,0,105
13385,2021-02-28 03:00:00,2021,2,28,3,3,0,101
13386,2021-02-28 04:00:00,2021,2,28,3,4,0,100
13387,2021-02-28 05:00:00,2021,2,28,3,5,0,102
13388,2021-02-28 06:00:00,2021,2,28,3,6,1,105
13389,2021-02-28 07:00:00,2021,2,28,3,7,1,107
13390,2021-02-28 08:00:00,2021,2,28,3,8,1,113
13391,2021-02-28 09:00:00,2021,2,28,3,9,1,110
13392,2021-02-28 10:00:00,2021,2,28,3,10,1,102
13393,2021-02-28 11:00:00,2021,2,28,3,11,1,101
13394,2021-02-28 12:00:00,2021,2,28,3,12,2,92
13395,2021-02-28 13:00:00,2021,2,28,3,13,2,86
13396,2021-02-28 14:00:00,2021,2,28,3,14,2,81
13397,2021-02-28 15:00:00,2021,2,28,3,15,2,82
13398,2021-02-28 16:00:00,2021,2,28,3,16,2,88
13399,2021-02-28 17:00:00,2021,2,28,3,17,2,93
13400,2021-02-28 18:00:00,2021,2,28,3,18,3,104
13401,2021-02-28 19:00:00,2021,2,28,3,19,3,121
13402,2021-02-28 20:00:00,2021,2,28,3,20,3,130
13403,2021-02-28 21:00:00,2021,2,28,3,21,3,132
13404,2021-02-28 22:00:00,2021,2,28,3,22,3,130
13405,2021-02-28 23:00:00,2021,2,28,3,23,3,127
13406,2021-03-01 00:00:00,2021,3,1,0,0,0,106
13407,2021-03-01 01:00:00,2021,3,1,0,1,0,101
13408,2021-03-01 02:00:00,2021,3,1,0,2,0,88
13409,2021-03-01 03:00:00,2021,3,1,0,3,0,87
13410,2021-03-01 04:00:00,2021,3,1,0,4,0,84
13411,2021-03-01 05:00:00,2021,3,1,0,5,0,83
13412,2021-03-01 06:00:00,2021,3,1,0,6,1,83
13413,2021-03-01 07:00:00,2021,3,1,0,7,1,91
13414,2021-03-01 08:00:00,2021,3,1,0,8,1,96
13415,2021-03-01 09:00:00,2021,3,1,0,9,1,97
13416,2021-03-01 10:00:00,2021,3,1,0,10,1,100
13417,2021-03-01 11:00:00,2021,3,1,0,11,1,97
13418,2021-03-01 12:00:00,2021,3,1,0,12,2,97
13419,2021-03-01 13:00:00,2021,3,1,0,13,2,94
13420,2021-03-01 14:00:00,2021,3,1,0,14,2,93
13421,2021-03-01 15:00:00,2021,3,1,0,15,2,97
13422,2021-03-01 16:00:00,2021,3,1,0,16,2,95
13423,2021-03-01 17:00:00,2021,3,1,0,17,2,102
13424,2021-03-01 18:00:00,2021,3,1,0,18,3,118
13425,2021-03-01 19:00:00,2021,3,1,0,19,3,140
13426,2021-03-01 20:00:00,2021,3,1,0,20,3,153
13427,2021-03-01 21:00:00,2021,3,1,0,21,3,159
13428,2021-03-01 22:00:00,2021,3,1,0,22,3,157
13429,2021-03-01 23:00:00,2021,3,1,0,23,3,157
13430,2021-03-02 00:00:00,2021,3,2,0,0,0,142
13431,2021-03-02 01:00:00,2021,3,2,0,1,0,131
13432,2021-03-02 02:00:00,2021,3,2,0,2,0,126
13433,2021-03-02 03:00:00,2021,3,2,0,3,0,122
13434,2021-03-02 04:00:00,2021,3,2,0,4,0,116
13435,2021-03-02 05:00:00,2021,3,2,0,5,0,117
13436,2021-03-02 06:00:00,2021,3,2,0,6,1,118
13437,2021-03-02 07:00:00,2021,3,2,0,7,1,133
13438,2021-03-02 08:00:00,2021,3,2,0,8,1,155
13439,2021-03-02 09:00:00,2021,3,2,0,9,1,149
13440,2021-03-02 10:00:00,2021,3,2,0,10,1,136
13441,2021-03-02 11:00:00,2021,3,2,0,11,1,130
13442,2021-03-02 12:00:00,2021,3,2,0,12,2,114
13443,2021-03-02 13:00:00,2021,3,2,0,13,2,105
13444,2021-03-02 14:00:00,2021,3,2,0,14,2,112
13445,2021-03-02 15:00:00,2021,3,2,0,15,2,109
13446,2021-03-02 16:00:00,2021,3,2,0,16,2,102
13447,2021-03-02 17:00:00,2021,3,2,0,17,2,105
13448,2021-03-02 18:00:00,2021,3,2,0,18,3,118
13449,2021-03-02 19:00:00,2021,3,2,0,19,3,140
13450,2021-03-02 20:00:00,2021,3,2,0,20,3,155
13451,2021-03-02 21:00:00,2021,3,2,0,21,3,165
13452,2021-03-02 22:00:00,2021,3,2,0,22,3,172
13453,2021-03-02 23:00:00,2021,3,2,0,23,3,169
13454,2021-03-03 00:00:00,2021,3,3,0,0,0,154
13455,2021-03-03 01:00:00,2021,3,3,0,1,0,143
13456,2021-03-03 02:00:00,2021,3,3,0,2,0,133
13457,2021-03-03 03:00:00,2021,3,3,0,3,0,129
13458,2021-03-03 04:00:00,2021,3,3,0,4,0,129
13459,2021-03-03 05:00:00,2021,3,3,0,5,0,130
13460,2021-03-03 06:00:00,2021,3,3,0,6,1,130
13461,2021-03-03 07:00:00,2021,3,3,0,7,1,143
13462,2021-03-03 08:00:00,2021,3,3,0,8,1,172
13463,2021-03-03 09:00:00,2021,3,3,0,9,1,147
13464,2021-03-03 10:00:00,2021,3,3,0,10,1,119
13465,2021-03-03 11:00:00,2021,3,3,0,11,1,102
13466,2021-03-03 12:00:00,2021,3,3,0,12,2,85
13467,2021-03-03 13:00:00,2021,3,3,0,13,2,78
13468,2021-03-03 14:00:00,2021,3,3,0,14,2,84
13469,2021-03-03 15:00:00,2021,3,3,0,15,2,76
13470,2021-03-03 16:00:00,2021,3,3,0,16,2,72
13471,2021-03-03 17:00:00,2021,3,3,0,17,2,85
13472,2021-03-03 18:00:00,2021,3,3,0,18,3,97
13473,2021-03-03 19:00:00,2021,3,3,0,19,3,122
13474,2021-03-03 20:00:00,2021,3,3,0,20,3,146
13475,2021-03-03 21:00:00,2021,3,3,0,21,3,156
13476,2021-03-03 22:00:00,2021,3,3,0,22,3,162
13477,2021-03-03 23:00:00,2021,3,3,0,23,3,154
13478,2021-03-04 00:00:00,2021,3,4,0,0,0,141
13479,2021-03-04 01:00:00,2021,3,4,0,1,0,128
13480,2021-03-04 02:00:00,2021,3,4,0,2,0,125
13481,2021-03-04 03:00:00,2021,3,4,0,3,0,120
13482,2021-03-04 04:00:00,2021,3,4,0,4,0,112
13483,2021-03-04 05:00:00,2021,3,4,0,5,0,110
13484,2021-03-04 06:00:00,2021,3,4,0,6,1,116
13485,2021-03-04 07:00:00,2021,3,4,0,7,1,135
13486,2021-03-04 08:00:00,2021,3,4,0,8,1,159
13487,2021-03-04 09:00:00,2021,3,4,0,9,1,142
13488,2021-03-04 10:00:00,2021,3,4,0,10,1,118
13489,2021-03-04 11:00:00,2021,3,4,0,11,1,105
13490,2021-03-04 12:00:00,2021,3,4,0,12,2,95
13491,2021-03-04 13:00:00,2021,3,4,0,13,2,91
13492,2021-03-04 14:00:00,2021,3,4,0,14,2,93
13493,2021-03-04 15:00:00,2021,3,4,0,15,2,80
13494,2021-03-04 16:00:00,2021,3,4,0,16,2,97
13495,2021-03-04 17:00:00,2021,3,4,0,17,2,105
13496,2021-03-04 18:00:00,2021,3,4,0,18,3,119
13497,2021-03-04 19:00:00,2021,3,4,0,19,3,138
13498,2021-03-04 20:00:00,2021,3,4,0,20,3,159
13499,2021-03-04 21:00:00,2021,3,4,0,21,3,156
13500,2021-03-04 22:00:00,2021,3,4,0,22,3,152
13501,2021-03-04 23:00:00,2021,3,4,0,23,3,145
13502,2021-03-05 00:00:00,2021,3,5,0,0,0,127
13503,2021-03-05 01:00:00,2021,3,5,0,1,0,122
13504,2021-03-05 02:00:00,2021,3,5,0,2,0,117
13505,2021-03-05 03:00:00,2021,3,5,0,3,0,113
13506,2021-03-05 04:00:00,2021,3,5,0,4,0,111
13507,2021-03-05 05:00:00,2021,3,5,0,5,0,108
13508,2021-03-05 06:00:00,2021,3,5,0,6,1,112
13509,2021-03-05 07:00:00,2021,3,5,0,7,1,127
13510,2021-03-05 08:00:00,2021,3,5,0,8,1,155
13511,2021-03-05 09:00:00,2021,3,5,0,9,1,139
13512,2021-03-05 10:00:00,2021,3,5,0,10,1,114
13513,2021-03-05 11:00:00,2021,3,5,0,11,1,93
13514,2021-03-05 12:00:00,2021,3,5,0,12,2,76
13515,2021-03-05 13:00:00,2021,3,5,0,13,2,66
13516,2021-03-05 14:00:00,2021,3,5,0,14,2,62
13517,2021-03-05 15:00:00,2021,3,5,0,15,2,54
13518,2021-03-05 16:00:00,2021,3,5,0,16,2,52
13519,2021-03-05 17:00:00,2021,3,5,0,17,2,67
13520,2021-03-05 18:00:00,2021,3,5,0,18,3,72
13521,2021-03-05 19:00:00,2021,3,5,0,19,3,91
13522,2021-03-05 20:00:00,2021,3,5,0,20,3,105
13523,2021-03-05 21:00:00,2021,3,5,0,21,3,121
13524,2021-03-05 22:00:00,2021,3,5,0,22,3,126
13525,2021-03-05 23:00:00,2021,3,5,0,23,3,121
13526,2021-03-06 00:00:00,2021,3,6,0,0,0,105
13527,2021-03-06 01:00:00,2021,3,6,0,1,0,105
13528,2021-03-06 02:00:00,2021,3,6,0,2,0,99
13529,2021-03-06 03:00:00,2021,3,6,0,3,0,91
13530,2021-03-06 04:00:00,2021,3,6,0,4,0,91
13531,2021-03-06 05:00:00,2021,3,6,0,5,0,90
13532,2021-03-06 06:00:00,2021,3,6,0,6,1,94
13533,2021-03-06 07:00:00,2021,3,6,0,7,1,94
13534,2021-03-06 08:00:00,2021,3,6,0,8,1,102
13535,2021-03-06 09:00:00,2021,3,6,0,9,1,104
13536,2021-03-06 10:00:00,2021,3,6,0,10,1,105
13537,2021-03-06 11:00:00,2021,3,6,0,11,1,87
13538,2021-03-06 12:00:00,2021,3,6,0,12,2,81
13539,2021-03-06 13:00:00,2021,3,6,0,13,2,72
13540,2021-03-06 14:00:00,2021,3,6,0,14,2,83
13541,2021-03-06 15:00:00,2021,3,6,0,15,2,80
13542,2021-03-06 16:00:00,2021,3,6,0,16,2,86
13543,2021-03-06 17:00:00,2021,3,6,0,17,2,93
13544,2021-03-06 18:00:00,2021,3,6,0,18,3,106
13545,2021-03-06 19:00:00,2021,3,6,0,19,3,126
13546,2021-03-06 20:00:00,2021,3,6,0,20,3,145
13547,2021-03-06 21:00:00,2021,3,6,0,21,3,145
13548,2021-03-06 22:00:00,2021,3,6,0,22,3,144
13549,2021-03-06 23:00:00,2021,3,6,0,23,3,135
13550,2021-03-07 00:00:00,2021,3,7,0,0,0,129
13551,2021-03-07 01:00:00,2021,3,7,0,1,0,119
13552,2021-03-07 02:00:00,2021,3,7,0,2,0,114
13553,2021-03-07 03:00:00,2021,3,7,0,3,0,109
13554,2021-03-07 04:00:00,2021,3,7,0,4,0,101
13555,2021-03-07 05:00:00,2021,3,7,0,5,0,101
13556,2021-03-07 06:00:00,2021,3,7,0,6,1,98
13557,2021-03-07 07:00:00,2021,3,7,0,7,1,106
13558,2021-03-07 08:00:00,2021,3,7,0,8,1,108
13559,2021-03-07 09:00:00,2021,3,7,0,9,1,110
13560,2021-03-07 10:00:00,2021,3,7,0,10,1,115
13561,2021-03-07 11:00:00,2021,3,7,0,11,1,112
13562,2021-03-07 12:00:00,2021,3,7,0,12,2,107
13563,2021-03-07 13:00:00,2021,3,7,0,13,2,101
13564,2021-03-07 14:00:00,2021,3,7,0,14,2,99
13565,2021-03-07 15:00:00,2021,3,7,0,15,2,86
13566,2021-03-07 16:00:00,2021,3,7,0,16,2,86
13567,2021-03-07 17:00:00,2021,3,7,0,17,2,83
13568,2021-03-07 18:00:00,2021,3,7,0,18,3,97
13569,2021-03-07 19:00:00,2021,3,7,0,19,3,117
13570,2021-03-07 20:00:00,2021,3,7,0,20,3,141
13571,2021-03-07 21:00:00,2021,3,7,0,21,3,144
13572,2021-03-07 22:00:00,2021,3,7,0,22,3,140
13573,2021-03-07 23:00:00,2021,3,7,0,23,3,130
13574,2021-03-08 00:00:00,2021,3,8,0,0,0,121
13575,2021-03-08 01:00:00,2021,3,8,0,1,0,107
13576,2021-03-08 02:00:00,2021,3,8,0,2,0,102
13577,2021-03-08 03:00:00,2021,3,8,0,3,0,97
13578,2021-03-08 04:00:00,2021,3,8,0,4,0,97
13579,2021-03-08 05:00:00,2021,3,8,0,5,0,99
13580,2021-03-08 06:00:00,2021,3,8,0,6,1,108
13581,2021-03-08 07:00:00,2021,3,8,0,7,1,131
13582,2021-03-08 08:00:00,2021,3,8,0,8,1,156
13583,2021-03-08 09:00:00,2021,3,8,0,9,1,133
13584,2021-03-08 10:00:00,2021,3,8,0,10,1,105
13585,2021-03-08 11:00:00,2021,3,8,0,11,1,84
13586,2021-03-08 12:00:00,2021,3,8,0,12,2,75
13587,2021-03-08 13:00:00,2021,3,8,0,13,2,70
13588,2021-03-08 14:00:00,2021,3,8,0,14,2,70
13589,2021-03-08 15:00:00,2021,3,8,0,15,2,60
13590,2021-03-08 16:00:00,2021,3,8,0,16,2,60
13591,2021-03-08 17:00:00,2021,3,8,0,17,2,65
13592,2021-03-08 18:00:00,2021,3,8,0,18,3,79
13593,2021-03-08 19:00:00,2021,3,8,0,19,3,98
13594,2021-03-08 20:00:00,2021,3,8,0,20,3,120
13595,2021-03-08 21:00:00,2021,3,8,0,21,3,133
13596,2021-03-08 22:00:00,2021,3,8,0,22,3,130
13597,2021-03-08 23:00:00,2021,3,8,0,23,3,127
13598,2021-03-09 00:00:00,2021,3,9,0,0,0,113
13599,2021-03-09 01:00:00,2021,3,9,0,1,0,102
13600,2021-03-09 02:00:00,2021,3,9,0,2,0,101
13601,2021-03-09 03:00:00,2021,3,9,0,3,0,98
13602,2021-03-09 04:00:00,2021,3,9,0,4,0,98
13603,2021-03-09 05:00:00,2021,3,9,0,5,0,98
13604,2021-03-09 06:00:00,2021,3,9,0,6,1,101
13605,2021-03-09 07:00:00,2021,3,9,0,7,1,113
13606,2021-03-09 08:00:00,2021,3,9,0,8,1,140
13607,2021-03-09 09:00:00,2021,3,9,0,9,1,122
13608,2021-03-09 10:00:00,2021,3,9,0,10,1,102
13609,2021-03-09 11:00:00,2021,3,9,0,11,1,87
13610,2021-03-09 12:00:00,2021,3,9,0,12,2,74
13611,2021-03-09 13:00:00,2021,3,9,0,13,2,67
13612,2021-03-09 14:00:00,2021,3,9,0,14,2,71
13613,2021-03-09 15:00:00,2021,3,9,0,15,2,67
13614,2021-03-09 16:00:00,2021,3,9,0,16,2,67
13615,2021-03-09 17:00:00,2021,3,9,0,17,2,76
13616,2021-03-09 18:00:00,2021,3,9,0,18,3,88
13617,2021-03-09 19:00:00,2021,3,9,0,19,3,114
13618,2021-03-09 20:00:00,2021,3,9,0,20,3,132
13619,2021-03-09 21:00:00,2021,3,9,0,21,3,141
13620,2021-03-09 22:00:00,2021,3,9,0,22,3,147
13621,2021-03-09 23:00:00,2021,3,9,0,23,3,140
13622,2021-03-10 00:00:00,2021,3,10,0,0,0,130
13623,2021-03-10 01:00:00,2021,3,10,0,1,0,108
13624,2021-03-10 02:00:00,2021,3,10,0,2,0,104
