,METER_DATE,YEAR,MONTH,DAY,SEASON,HOUR,TIME_PERIOD,PYONGTAEK
6943,2020-06-04 17:00:00,2020,6,4,1,17,2,2.0
6944,2020-06-04 18:00:00,2020,6,4,1,18,3,2.3
6945,2020-06-04 19:00:00,2020,6,4,1,19,3,1.7
6946,2020-06-04 20:00:00,2020,6,4,1,20,3,2.5
6947,2020-06-04 21:00:00,2020,6,4,1,21,3,2.2
6948,2020-06-04 22:00:00,2020,6,4,1,22,3,2.3
6949,2020-06-04 23:00:00,2020,6,4,1,23,3,2.0
6950,2020-06-05 00:00:00,2020,6,5,1,0,0,1.5
6951,2020-06-05 01:00:00,2020,6,5,1,1,0,1.3
6952,2020-06-05 02:00:00,2020,6,5,1,2,0,1.2
6953,2020-06-05 03:00:00,2020,6,5,1,3,0,1.3
6954,2020-06-05 04:00:00,2020,6,5,1,4,0,1.1
6955,2020-06-05 05:00:00,2020,6,5,1,5,0,1.1
6956,2020-06-05 06:00:00,2020,6,5,1,6,1,1.2
6957,2020-06-05 07:00:00,2020,6,5,1,7,1,2.0
6958,2020-06-05 08:00:00,2020,6,5,1,8,1,2.1
6959,2020-06-05 09:00:00,2020,6,5,1,9,1,3.1
6960,2020-06-05 10:00:00,2020,6,5,1,10,1,1.8
6961,2020-06-05 11:00:00,2020,6,5,1,11,1,2.0
6962,2020-06-05 12:00:00,2020,6,5,1,12,2,1.8
6963,2020-06-05 13:00:00,2020,6,5,1,13,2,2.1
6964,2020-06-05 14:00:00,2020,6,5,1,14,2,1.9
6965,2020-06-05 15:00:00,2020,6,5,1,15,2,2.0
6966,2020-06-05 16:00:00,2020,6,5,1,16,2,1.9
6967,2020-06-05 17:00:00,2020,6,5,1,17,2,2.1
6968,2020-06-05 18:00:00,2020,6,5,1,18,3,1.9
6969,2020-06-05 19:00:00,2020,6,5,1,19,3,1.9
6970,2020-06-05 20:00:00,2020,6,5,1,20,3,2.2
6971,2020-06-05 21:00:00,2020,6,5,1,21,3,2.2
6972,2020-06-05 22:00:00,2020,6,5,1,22,3,2.3
6973,2020-06-05 23:00:00,2020,6,5,1,23,3,1.9
6974,2020-06-06 00:00:00,2020,6,6,1,0,0,1.7
6975,2020-06-06 01:00:00,2020,6,6,1,1,0,1.2
6976,2020-06-06 02:00:00,2020,6,6,1,2,0,1.1
6977,2020-06-06 03:00:00,2020,6,6,1,3,0,1.1
6978,2020-06-06 04:00:00,2020,6,6,1,4,0,0.8
6979,2020-06-06 05:00:00,2020,6,6,1,5,0,0.9
6980,2020-06-06 06:00:00,2020,6,6,1,6,1,1.0
6981,2020-06-06 07:00:00,2020,6,6,1,7,1,1.1
6982,2020-06-06 08:00:00,2020,6,6,1,8,1,1.2
6983,2020-06-06 09:00:00,2020,6,6,1,9,1,1.9
6984,2020-06-06 10:00:00,2020,6,6,1,10,1,2.7
6985,2020-06-06 11:00:00,2020,6,6,1,11,1,2.4
6986,2020-06-06 12:00:00,2020,6,6,1,12,2,1.8
6987,2020-06-06 13:00:00,2020,6,6,1,13,2,1.9
6988,2020-06-06 14:00:00,2020,6,6,1,14,2,1.7
6989,2020-06-06 15:00:00,2020,6,6,1,15,2,2.0
6990,2020-06-06 16:00:00,2020,6,6,1,16,2,1.6
6991,2020-06-06 17:00:00,2020,6,6,1,17,2,2.0
6992,2020-06-06 18:00:00,2020,6,6,1,18,3,2.0
6993,2020-06-06 19:00:00,2020,6,6,1,19,3,1.5
6994,2020-06-06 20:00:00,2020,6,6,1,20,3,1.6
6995,2020-06-06 21:00:00,2020,6,6,1,21,3,1.9
6996,2020-06-06 22:00:00,2020,6,6,1,22,3,2.0
6997,2020-06-06 23:00:00,2020,6,6,1,23,3,2.1
6998,2020-06-07 00:00:00,2020,6,7,1,0,0,1.7
6999,2020-06-07 01:00:00,2020,6,7,1,1,0,1.5
7000,2020-06-07 02:00:00,2020,6,7,1,2,0,1.2
7001,2020-06-07 03:00:00,2020,6,7,1,3,0,1.2
7002,2020-06-07 04:00:00,2020,6,7,1,4,0,1.2
7003,2020-06-07 05:00:00,2020,6,7,1,5,0,1.3
7004,2020-06-07 06:00:00,2020,6,7,1,6,1,1.2
7005,2020-06-07 07:00:00,2020,6,7,1,7,1,1.2
7006,2020-06-07 08:00:00,2020,6,7,1,8,1,1.2
7007,2020-06-07 09:00:00,2020,6,7,1,9,1,1.7
7008,2020-06-07 10:00:00,2020,6,7,1,10,1,2.4
7009,2020-06-07 11:00:00,2020,6,7,1,11,1,2.4
7010,2020-06-07 12:00:00,2020,6,7,1,12,2,2.4
7011,2020-06-07 13:00:00,2020,6,7,1,13,2,2.3
7012,2020-06-07 14:00:00,2020,6,7,1,14,2,2.3
7013,2020-06-07 15:00:00,2020,6,7,1,15,2,2.2
7014,2020-06-07 16:00:00,2020,6,7,1,16,2,1.3
7015,2020-06-07 17:00:00,2020,6,7,1,17,2,1.3
7016,2020-06-07 18:00:00,2020,6,7,1,18,3,1.6
7017,2020-06-07 19:00:00,2020,6,7,1,19,3,1.7
7018,2020-06-07 20:00:00,2020,6,7,1,20,3,1.8
7019,2020-06-07 21:00:00,2020,6,7,1,21,3,1.8
7020,2020-06-07 22:00:00,2020,6,7,1,22,3,2.0
7021,2020-06-07 23:00:00,2020,6,7,1,23,3,1.7
7022,2020-06-08 00:00:00,2020,6,8,1,0,0,1.2
7023,2020-06-08 01:00:00,2020,6,8,1,1,0,0.8
7024,2020-06-08 02:00:00,2020,6,8,1,2,0,0.8
7025,2020-06-08 03:00:00,2020,6,8,1,3,0,0.7
7026,2020-06-08 04:00:00,2020,6,8,1,4,0,0.7
7027,2020-06-08 05:00:00,2020,6,8,1,5,0,0.7
7028,2020-06-08 06:00:00,2020,6,8,1,6,1,0.8
7029,2020-06-08 07:00:00,2020,6,8,1,7,1,1.6
7030,2020-06-08 08:00:00,2020,6,8,1,8,1,1.5
7031,2020-06-08 09:00:00,2020,6,8,1,9,1,2.5
7032,2020-06-08 10:00:00,2020,6,8,1,10,1,2.2
7033,2020-06-08 11:00:00,2020,6,8,1,11,1,2.1
7034,2020-06-08 12:00:00,2020,6,8,1,12,2,1.8
7035,2020-06-08 13:00:00,2020,6,8,1,13,2,1.8
7036,2020-06-08 14:00:00,2020,6,8,1,14,2,1.5
7037,2020-06-08 15:00:00,2020,6,8,1,15,2,2.0
7038,2020-06-08 16:00:00,2020,6,8,1,16,2,1.7
7039,2020-06-08 17:00:00,2020,6,8,1,17,2,2.0
7040,2020-06-08 18:00:00,2020,6,8,1,18,3,2.0
7041,2020-06-08 19:00:00,2020,6,8,1,19,3,1.8
7042,2020-06-08 20:00:00,2020,6,8,1,20,3,2.2
7043,2020-06-08 21:00:00,2020,6,8,1,21,3,2.4
7044,2020-06-08 22:00:00,2020,6,8,1,22,3,2.2
7045,2020-06-08 23:00:00,2020,6,8,1,23,3,2.0
7046,2020-06-09 00:00:00,2020,6,9,1,0,0,1.7
7047,2020-06-09 01:00:00,2020,6,9,1,1,0,1.3
7048,2020-06-09 02:00:00,2020,6,9,1,2,0,1.2
7049,2020-06-09 03:00:00,2020,6,9,1,3,0,1.1
7050,2020-06-09 04:00:00,2020,6,9,1,4,0,1.2
7051,2020-06-09 05:00:00,2020,6,9,1,5,0,1.1
7052,2020-06-09 06:00:00,2020,6,9,1,6,1,1.4
7053,2020-06-09 07:00:00,2020,6,9,1,7,1,2.0
7054,2020-06-09 08:00:00,2020,6,9,1,8,1,1.7
7055,2020-06-09 09:00:00,2020,6,9,1,9,1,2.2
7056,2020-06-09 10:00:00,2020,6,9,1,10,1,2.0
7057,2020-06-09 11:00:00,2020,6,9,1,11,1,1.8
7058,2020-06-09 12:00:00,2020,6,9,1,12,2,1.7
7059,2020-06-09 13:00:00,2020,6,9,1,13,2,1.7
7060,2020-06-09 14:00:00,2020,6,9,1,14,2,1.8
7061,2020-06-09 15:00:00,2020,6,9,1,15,2,1.7
7062,2020-06-09 16:00:00,2020,6,9,1,16,2,1.8
7063,2020-06-09 17:00:00,2020,6,9,1,17,2,1.7
7064,2020-06-09 18:00:00,2020,6,9,1,18,3,2.1
7065,2020-06-09 19:00:00,2020,6,9,1,19,3,1.9
7066,2020-06-09 20:00:00,2020,6,9,1,20,3,2.1
7067,2020-06-09 21:00:00,2020,6,9,1,21,3,2.3
7068,2020-06-09 22:00:00,2020,6,9,1,22,3,2.3
7069,2020-06-09 23:00:00,2020,6,9,1,23,3,2.1
7070,2020-06-10 00:00:00,2020,6,10,1,0,0,1.6
7071,2020-06-10 01:00:00,2020,6,10,1,1,0,1.3
7072,2020-06-10 02:00:00,2020,6,10,1,2,0,1.3
7073,2020-06-10 03:00:00,2020,6,10,1,3,0,1.1
7074,2020-06-10 04:00:00,2020,6,10,1,4,0,1.2
7075,2020-06-10 05:00:00,2020,6,10,1,5,0,1.1
7076,2020-06-10 06:00:00,2020,6,10,1,6,1,1.3
7077,2020-06-10 07:00:00,2020,6,10,1,7,1,1.9
7078,2020-06-10 08:00:00,2020,6,10,1,8,1,2.0
7079,2020-06-10 09:00:00,2020,6,10,1,9,1,2.2
7080,2020-06-10 10:00:00,2020,6,10,1,10,1,2.9
7081,2020-06-10 11:00:00,2020,6,10,1,11,1,2.3
7082,2020-06-10 12:00:00,2020,6,10,1,12,2,2.0
7083,2020-06-10 13:00:00,2020,6,10,1,13,2,1.9
7084,2020-06-10 14:00:00,2020,6,10,1,14,2,2.0
7085,2020-06-10 15:00:00,2020,6,10,1,15,2,1.9
7086,2020-06-10 16:00:00,2020,6,10,1,16,2,2.2
7087,2020-06-10 17:00:00,2020,6,10,1,17,2,1.9
7088,2020-06-10 18:00:00,2020,6,10,1,18,3,2.2
7089,2020-06-10 19:00:00,2020,6,10,1,19,3,1.9
7090,2020-06-10 20:00:00,2020,6,10,1,20,3,2.6
7091,2020-06-10 21:00:00,2020,6,10,1,21,3,2.3
7092,2020-06-10 22:00:00,2020,6,10,1,22,3,2.0
7093,2020-06-10 23:00:00,2020,6,10,1,23,3,1.8
7094,2020-06-11 00:00:00,2020,6,11,1,0,0,1.0
7095,2020-06-11 01:00:00,2020,6,11,1,1,0,1.7
7096,2020-06-11 02:00:00,2020,6,11,1,2,0,1.1
7097,2020-06-11 03:00:00,2020,6,11,1,3,0,1.1
7098,2020-06-11 04:00:00,2020,6,11,1,4,0,1.1
7099,2020-06-11 05:00:00,2020,6,11,1,5,0,1.1
7100,2020-06-11 06:00:00,2020,6,11,1,6,1,1.1
7101,2020-06-11 07:00:00,2020,6,11,1,7,1,1.6
7102,2020-06-11 08:00:00,2020,6,11,1,8,1,1.8
7103,2020-06-11 09:00:00,2020,6,11,1,9,1,2.0
7104,2020-06-11 10:00:00,2020,6,11,1,10,1,1.8
7105,2020-06-11 11:00:00,2020,6,11,1,11,1,1.7
7106,2020-06-11 12:00:00,2020,6,11,1,12,2,1.9
7107,2020-06-11 13:00:00,2020,6,11,1,13,2,1.7
7108,2020-06-11 14:00:00,2020,6,11,1,14,2,1.8
7109,2020-06-11 15:00:00,2020,6,11,1,15,2,1.8
7110,2020-06-11 16:00:00,2020,6,11,1,16,2,1.9
7111,2020-06-11 17:00:00,2020,6,11,1,17,2,1.8
7112,2020-06-11 18:00:00,2020,6,11,1,18,3,2.2
7113,2020-06-11 19:00:00,2020,6,11,1,19,3,1.9
7114,2020-06-11 20:00:00,2020,6,11,1,20,3,2.1
7115,2020-06-11 21:00:00,2020,6,11,1,21,3,1.9
7116,2020-06-11 22:00:00,2020,6,11,1,22,3,1.9
7117,2020-06-11 23:00:00,2020,6,11,1,23,3,1.7
7118,2020-06-12 00:00:00,2020,6,12,1,0,0,1.5
7119,2020-06-12 01:00:00,2020,6,12,1,1,0,1.1
7120,2020-06-12 02:00:00,2020,6,12,1,2,0,1.1
7121,2020-06-12 03:00:00,2020,6,12,1,3,0,1.1
7122,2020-06-12 04:00:00,2020,6,12,1,4,0,1.1
7123,2020-06-12 05:00:00,2020,6,12,1,5,0,0.9
7124,2020-06-12 06:00:00,2020,6,12,1,6,1,1.2
7125,2020-06-12 07:00:00,2020,6,12,1,7,1,1.6
7126,2020-06-12 08:00:00,2020,6,12,1,8,1,1.6
7127,2020-06-12 09:00:00,2020,6,12,1,9,1,2.0
7128,2020-06-12 10:00:00,2020,6,12,1,10,1,2.2
7129,2020-06-12 11:00:00,2020,6,12,1,11,1,2.3
7130,2020-06-12 12:00:00,2020,6,12,1,12,2,2.5
7131,2020-06-12 13:00:00,2020,6,12,1,13,2,1.6
7132,2020-06-12 14:00:00,2020,6,12,1,14,2,1.9
7133,2020-06-12 15:00:00,2020,6,12,1,15,2,1.7
7134,2020-06-12 16:00:00,2020,6,12,1,16,2,1.8
7135,2020-06-12 17:00:00,2020,6,12,1,17,2,1.8
7136,2020-06-12 18:00:00,2020,6,12,1,18,3,2.0
7137,2020-06-12 19:00:00,2020,6,12,1,19,3,1.7
7138,2020-06-12 20:00:00,2020,6,12,1,20,3,1.8
7139,2020-06-12 21:00:00,2020,6,12,1,21,3,2.1
7140,2020-06-12 22:00:00,2020,6,12,1,22,3,1.9
7141,2020-06-12 23:00:00,2020,6,12,1,23,3,1.8
7142,2020-06-13 00:00:00,2020,6,13,1,0,0,1.6
7143,2020-06-13 01:00:00,2020,6,13,1,1,0,1.2
7144,2020-06-13 02:00:00,2020,6,13,1,2,0,1.2
7145,2020-06-13 03:00:00,2020,6,13,1,3,0,1.1
7146,2020-06-13 04:00:00,2020,6,13,1,4,0,1.3
7147,2020-06-13 05:00:00,2020,6,13,1,5,0,1.1
7148,2020-06-13 06:00:00,2020,6,13,1,6,1,1.1
7149,2020-06-13 07:00:00,2020,6,13,1,7,1,1.2
7150,2020-06-13 08:00:00,2020,6,13,1,8,1,1.3
7151,2020-06-13 09:00:00,2020,6,13,1,9,1,1.5
7152,2020-06-13 10:00:00,2020,6,13,1,10,1,2.3
7153,2020-06-13 11:00:00,2020,6,13,1,11,1,1.3
7154,2020-06-13 12:00:00,2020,6,13,1,12,2,2.6
7155,2020-06-13 13:00:00,2020,6,13,1,13,2,1.8
7156,2020-06-13 14:00:00,2020,6,13,1,14,2,1.6
7157,2020-06-13 15:00:00,2020,6,13,1,15,2,1.6
7158,2020-06-13 16:00:00,2020,6,13,1,16,2,1.7
7159,2020-06-13 17:00:00,2020,6,13,1,17,2,1.5
7160,2020-06-13 18:00:00,2020,6,13,1,18,3,1.9
7161,2020-06-13 19:00:00,2020,6,13,1,19,3,1.7
7162,2020-06-13 20:00:00,2020,6,13,1,20,3,1.7
7163,2020-06-13 21:00:00,2020,6,13,1,21,3,1.6
7164,2020-06-13 22:00:00,2020,6,13,1,22,3,1.7
7165,2020-06-13 23:00:00,2020,6,13,1,23,3,1.6
7166,2020-06-14 00:00:00,2020,6,14,1,0,0,1.5
7167,2020-06-14 01:00:00,2020,6,14,1,1,0,1.3
7168,2020-06-14 02:00:00,2020,6,14,1,2,0,1.1
7169,2020-06-14 03:00:00,2020,6,14,1,3,0,1.3
7170,2020-06-14 04:00:00,2020,6,14,1,4,0,1.1
7171,2020-06-14 05:00:00,2020,6,14,1,5,0,1.1
7172,2020-06-14 06:00:00,2020,6,14,1,6,1,1.1
7173,2020-06-14 07:00:00,2020,6,14,1,7,1,1.2
7174,2020-06-14 08:00:00,2020,6,14,1,8,1,1.6
7175,2020-06-14 09:00:00,2020,6,14,1,9,1,1.6
7176,2020-06-14 10:00:00,2020,6,14,1,10,1,1.8
7177,2020-06-14 11:00:00,2020,6,14,1,11,1,1.4
7178,2020-06-14 12:00:00,2020,6,14,1,12,2,1.8
7179,2020-06-14 13:00:00,2020,6,14,1,13,2,1.6
7180,2020-06-14 14:00:00,2020,6,14,1,14,2,1.5
7181,2020-06-14 15:00:00,2020,6,14,1,15,2,1.4
7182,2020-06-14 16:00:00,2020,6,14,1,16,2,1.3
7183,2020-06-14 17:00:00,2020,6,14,1,17,2,1.5
7184,2020-06-14 18:00:00,2020,6,14,1,18,3,1.3
7185,2020-06-14 19:00:00,2020,6,14,1,19,3,1.6
7186,2020-06-14 20:00:00,2020,6,14,1,20,3,1.5
7187,2020-06-14 21:00:00,2020,6,14,1,21,3,2.0
7188,2020-06-14 22:00:00,2020,6,14,1,22,3,1.8
7189,2020-06-14 23:00:00,2020,6,14,1,23,3,1.6
7190,2020-06-15 00:00:00,2020,6,15,1,0,0,1.3
7191,2020-06-15 01:00:00,2020,6,15,1,1,0,1.1
7192,2020-06-15 02:00:00,2020,6,15,1,2,0,1.1
7193,2020-06-15 03:00:00,2020,6,15,1,3,0,0.9
7194,2020-06-15 04:00:00,2020,6,15,1,4,0,0.9
7195,2020-06-15 05:00:00,2020,6,15,1,5,0,0.9
7196,2020-06-15 06:00:00,2020,6,15,1,6,1,1.1
7197,2020-06-15 07:00:00,2020,6,15,1,7,1,2.1
7198,2020-06-15 08:00:00,2020,6,15,1,8,1,1.7
7199,2020-06-15 09:00:00,2020,6,15,1,9,1,2.2
7200,2020-06-15 10:00:00,2020,6,15,1,10,1,1.9
7201,2020-06-15 11:00:00,2020,6,15,1,11,1,1.9
7202,2020-06-15 12:00:00,2020,6,15,1,12,2,2.0
7203,2020-06-15 13:00:00,2020,6,15,1,13,2,1.9
7204,2020-06-15 14:00:00,2020,6,15,1,14,2,2.0
7205,2020-06-15 15:00:00,2020,6,15,1,15,2,1.7
7206,2020-06-15 16:00:00,2020,6,15,1,16,2,1.7
7207,2020-06-15 17:00:00,2020,6,15,1,17,2,2.0
7208,2020-06-15 18:00:00,2020,6,15,1,18,3,1.1
7209,2020-06-15 19:00:00,2020,6,15,1,19,3,2.3
7210,2020-06-15 20:00:00,2020,6,15,1,20,3,2.0
7211,2020-06-15 21:00:00,2020,6,15,1,21,3,2.0
7212,2020-06-15 22:00:00,2020,6,15,1,22,3,2.1
7213,2020-06-15 23:00:00,2020,6,15,1,23,3,1.6
7214,2020-06-16 00:00:00,2020,6,16,1,0,0,1.5
7215,2020-06-16 01:00:00,2020,6,16,1,1,0,1.1
7216,2020-06-16 02:00:00,2020,6,16,1,2,0,1.1
7217,2020-06-16 03:00:00,2020,6,16,1,3,0,1.2
7218,2020-06-16 04:00:00,2020,6,16,1,4,0,1.5
7219,2020-06-16 05:00:00,2020,6,16,1,5,0,1.4
7220,2020-06-16 06:00:00,2020,6,16,1,6,1,1.7
7221,2020-06-16 07:00:00,2020,6,16,1,7,1,1.9
7222,2020-06-16 08:00:00,2020,6,16,1,8,1,2.1
7223,2020-06-16 09:00:00,2020,6,16,1,9,1,2.7
7224,2020-06-16 10:00:00,2020,6,16,1,10,1,2.3
7225,2020-06-16 11:00:00,2020,6,16,1,11,1,2.4
7226,2020-06-16 12:00:00,2020,6,16,1,12,2,2.5
7227,2020-06-16 13:00:00,2020,6,16,1,13,2,2.2
7228,2020-06-16 14:00:00,2020,6,16,1,14,2,2.3
7229,2020-06-16 15:00:00,2020,6,16,1,15,2,2.7
7230,2020-06-16 16:00:00,2020,6,16,1,16,2,2.3
7231,2020-06-16 17:00:00,2020,6,16,1,17,2,2.6
7232,2020-06-16 18:00:00,2020,6,16,1,18,3,2.6
7233,2020-06-16 19:00:00,2020,6,16,1,19,3,2.4
7234,2020-06-16 20:00:00,2020,6,16,1,20,3,2.4
7235,2020-06-16 21:00:00,2020,6,16,1,21,3,2.5
7236,2020-06-16 22:00:00,2020,6,16,1,22,3,2.5
7237,2020-06-16 23:00:00,2020,6,16,1,23,3,2.2
7238,2020-06-17 00:00:00,2020,6,17,1,0,0,2.0
7239,2020-06-17 01:00:00,2020,6,17,1,1,0,1.6
7240,2020-06-17 02:00:00,2020,6,17,1,2,0,1.5
7241,2020-06-17 03:00:00,2020,6,17,1,3,0,1.6
7242,2020-06-17 04:00:00,2020,6,17,1,4,0,1.5
7243,2020-06-17 05:00:00,2020,6,17,1,5,0,1.5
7244,2020-06-17 06:00:00,2020,6,17,1,6,1,1.6
7245,2020-06-17 07:00:00,2020,6,17,1,7,1,1.9
7246,2020-06-17 08:00:00,2020,6,17,1,8,1,2.1
7247,2020-06-17 09:00:00,2020,6,17,1,9,1,2.2
7248,2020-06-17 10:00:00,2020,6,17,1,10,1,2.5
7249,2020-06-17 11:00:00,2020,6,17,1,11,1,2.9
7250,2020-06-17 12:00:00,2020,6,17,1,12,2,2.4
7251,2020-06-17 13:00:00,2020,6,17,1,13,2,2.5
7252,2020-06-17 14:00:00,2020,6,17,1,14,2,2.3
7253,2020-06-17 15:00:00,2020,6,17,1,15,2,2.5
7254,2020-06-17 16:00:00,2020,6,17,1,16,2,2.6
7255,2020-06-17 17:00:00,2020,6,17,1,17,2,2.3
7256,2020-06-17 18:00:00,2020,6,17,1,18,3,2.6
7257,2020-06-17 19:00:00,2020,6,17,1,19,3,1.9
7258,2020-06-17 20:00:00,2020,6,17,1,20,3,2.9
7259,2020-06-17 21:00:00,2020,6,17,1,21,3,2.8
7260,2020-06-17 22:00:00,2020,6,17,1,22,3,1.9
7261,2020-06-17 23:00:00,2020,6,17,1,23,3,1.6
7262,2020-06-18 00:00:00,2020,6,18,1,0,0,1.3
7263,2020-06-18 01:00:00,2020,6,18,1,1,0,1.1
7264,2020-06-18 02:00:00,2020,6,18,1,2,0,1.1
7265,2020-06-18 03:00:00,2020,6,18,1,3,0,1.0
7266,2020-06-18 04:00:00,2020,6,18,1,4,0,0.9
7267,2020-06-18 05:00:00,2020,6,18,1,5,0,1.0
7268,2020-06-18 06:00:00,2020,6,18,1,6,1,1.1
7269,2020-06-18 07:00:00,2020,6,18,1,7,1,1.8
7270,2020-06-18 08:00:00,2020,6,18,1,8,1,1.9
7271,2020-06-18 09:00:00,2020,6,18,1,9,1,2.9
7272,2020-06-18 10:00:00,2020,6,18,1,10,1,2.6
7273,2020-06-18 11:00:00,2020,6,18,1,11,1,2.4
7274,2020-06-18 12:00:00,2020,6,18,1,12,2,2.3
7275,2020-06-18 13:00:00,2020,6,18,1,13,2,2.3
7276,2020-06-18 14:00:00,2020,6,18,1,14,2,2.4
7277,2020-06-18 15:00:00,2020,6,18,1,15,2,2.4
7278,2020-06-18 16:00:00,2020,6,18,1,16,2,2.5
7279,2020-06-18 17:00:00,2020,6,18,1,17,2,2.5
7280,2020-06-18 18:00:00,2020,6,18,1,18,3,2.9
7281,2020-06-18 19:00:00,2020,6,18,1,19,3,2.6
7282,2020-06-18 20:00:00,2020,6,18,1,20,3,2.8
7283,2020-06-18 21:00:00,2020,6,18,1,21,3,3.1
7284,2020-06-18 22:00:00,2020,6,18,1,22,3,2.7
7285,2020-06-18 23:00:00,2020,6,18,1,23,3,2.5
7286,2020-06-19 00:00:00,2020,6,19,1,0,0,2.1
7287,2020-06-19 01:00:00,2020,6,19,1,1,0,1.9
7288,2020-06-19 02:00:00,2020,6,19,1,2,0,1.8
7289,2020-06-19 03:00:00,2020,6,19,1,3,0,1.8
7290,2020-06-19 04:00:00,2020,6,19,1,4,0,1.8
7291,2020-06-19 05:00:00,2020,6,19,1,5,0,1.6
7292,2020-06-19 06:00:00,2020,6,19,1,6,1,1.6
7293,2020-06-19 07:00:00,2020,6,19,1,7,1,2.0
7294,2020-06-19 08:00:00,2020,6,19,1,8,1,1.9
7295,2020-06-19 09:00:00,2020,6,19,1,9,1,2.6
7296,2020-06-19 10:00:00,2020,6,19,1,10,1,2.1
7297,2020-06-19 11:00:00,2020,6,19,1,11,1,2.3
7298,2020-06-19 12:00:00,2020,6,19,1,12,2,2.2
7299,2020-06-19 13:00:00,2020,6,19,1,13,2,2.9
7300,2020-06-19 14:00:00,2020,6,19,1,14,2,2.5
7301,2020-06-19 15:00:00,2020,6,19,1,15,2,2.2
7302,2020-06-19 16:00:00,2020,6,19,1,16,2,2.3
7303,2020-06-19 17:00:00,2020,6,19,1,17,2,2.6
7304,2020-06-19 18:00:00,2020,6,19,1,18,3,2.7
7305,2020-06-19 19:00:00,2020,6,19,1,19,3,2.3
7306,2020-06-19 20:00:00,2020,6,19,1,20,3,2.2
7307,2020-06-19 21:00:00,2020,6,19,1,21,3,2.5
7308,2020-06-19 22:00:00,2020,6,19,1,22,3,2.2
7309,2020-06-19 23:00:00,2020,6,19,1,23,3,2.0
7310,2020-06-20 00:00:00,2020,6,20,1,0,0,2.0
7311,2020-06-20 01:00:00,2020,6,20,1,1,0,1.6
7312,2020-06-20 02:00:00,2020,6,20,1,2,0,1.6
7313,2020-06-20 03:00:00,2020,6,20,1,3,0,1.5
7314,2020-06-20 04:00:00,2020,6,20,1,4,0,1.5
7315,2020-06-20 05:00:00,2020,6,20,1,5,0,1.5
7316,2020-06-20 06:00:00,2020,6,20,1,6,1,1.5
7317,2020-06-20 07:00:00,2020,6,20,1,7,1,1.6
7318,2020-06-20 08:00:00,2020,6,20,1,8,1,1.6
7319,2020-06-20 09:00:00,2020,6,20,1,9,1,2.8
7320,2020-06-20 10:00:00,2020,6,20,1,10,1,2.6
7321,2020-06-20 11:00:00,2020,6,20,1,11,1,2.5
7322,2020-06-20 12:00:00,2020,6,20,1,12,2,2.2
7323,2020-06-20 13:00:00,2020,6,20,1,13,2,2.1
7324,2020-06-20 14:00:00,2020,6,20,1,14,2,2.0
7325,2020-06-20 15:00:00,2020,6,20,1,15,2,1.8
7326,2020-06-20 16:00:00,2020,6,20,1,16,2,2.2
7327,2020-06-20 17:00:00,2020,6,20,1,17,2,1.9
7328,2020-06-20 18:00:00,2020,6,20,1,18,3,2.4
7329,2020-06-20 19:00:00,2020,6,20,1,19,3,1.9
7330,2020-06-20 20:00:00,2020,6,20,1,20,3,2.0
7331,2020-06-20 21:00:00,2020,6,20,1,21,3,2.0
7332,2020-06-20 22:00:00,2020,6,20,1,22,3,2.0
7333,2020-06-20 23:00:00,2020,6,20,1,23,3,1.9
7334,2020-06-21 00:00:00,2020,6,21,1,0,0,1.9
7335,2020-06-21 01:00:00,2020,6,21,1,1,0,1.7
7336,2020-06-21 02:00:00,2020,6,21,1,2,0,1.6
7337,2020-06-21 03:00:00,2020,6,21,1,3,0,1.4
7338,2020-06-21 04:00:00,2020,6,21,1,4,0,1.4
7339,2020-06-21 05:00:00,2020,6,21,1,5,0,1.3
7340,2020-06-21 06:00:00,2020,6,21,1,6,1,1.5
7341,2020-06-21 07:00:00,2020,6,21,1,7,1,1.4
7342,2020-06-21 08:00:00,2020,6,21,1,8,1,1.1
7343,2020-06-21 09:00:00,2020,6,21,1,9,1,2.3
7344,2020-06-21 10:00:00,2020,6,21,1,10,1,1.7
7345,2020-06-21 11:00:00,2020,6,21,1,11,1,1.8
7346,2020-06-21 12:00:00,2020,6,21,1,12,2,2.2
7347,2020-06-21 13:00:00,2020,6,21,1,13,2,1.7
7348,2020-06-21 14:00:00,2020,6,21,1,14,2,2.0
7349,2020-06-21 15:00:00,2020,6,21,1,15,2,2.0
7350,2020-06-21 16:00:00,2020,6,21,1,16,2,1.4
7351,2020-06-21 17:00:00,2020,6,21,1,17,2,2.2
7352,2020-06-21 18:00:00,2020,6,21,1,18,3,1.8
7353,2020-06-21 19:00:00,2020,6,21,1,19,3,2.0
7354,2020-06-21 20:00:00,2020,6,21,1,20,3,1.8
7355,2020-06-21 21:00:00,2020,6,21,1,21,3,2.5
7356,2020-06-21 22:00:00,2020,6,21,1,22,3,2.3
7357,2020-06-21 23:00:00,2020,6,21,1,23,3,2.1
7358,2020-06-22 00:00:00,2020,6,22,1,0,0,1.9
7359,2020-06-22 01:00:00,2020,6,22,1,1,0,1.7
7360,2020-06-22 02:00:00,2020,6,22,1,2,0,1.5
7361,2020-06-22 03:00:00,2020,6,22,1,3,0,1.5
7362,2020-06-22 04:00:00,2020,6,22,1,4,0,1.5
7363,2020-06-22 05:00:00,2020,6,22,1,5,0,1.7
7364,2020-06-22 06:00:00,2020,6,22,1,6,1,1.8
