실적일자,요일,시간,세종 지역공급량(Gcal)
2016-07-01,금,23,15
2016-07-01,금,24,12
2016-07-02,토,1,11
2016-07-02,토,2,7
2016-07-02,토,3,7
2016-07-02,토,4,5
2016-07-02,토,5,6
2016-07-02,토,6,6
2016-07-02,토,7,10
2016-07-02,토,8,7
2016-07-02,토,9,13
2016-07-02,토,10,16
2016-07-02,토,11,16
2016-07-02,토,12,20
2016-07-02,토,13,19
2016-07-02,토,14,19
2016-07-02,토,15,18
2016-07-02,토,16,19
2016-07-02,토,17,20
2016-07-02,토,18,22
2016-07-02,토,19,19
2016-07-02,토,20,19
2016-07-02,토,21,20
2016-07-02,토,22,20
2016-07-02,토,23,16
2016-07-02,토,24,14
2016-07-03,일,1,9
2016-07-03,일,2,7
2016-07-03,일,3,7
2016-07-03,일,4,7
2016-07-03,일,5,7
2016-07-03,일,6,7
2016-07-03,일,7,8
2016-07-03,일,8,8
2016-07-03,일,9,12
2016-07-03,일,10,16
2016-07-03,일,11,20
2016-07-03,일,12,22
2016-07-03,일,13,18
2016-07-03,일,14,21
2016-07-03,일,15,21
2016-07-03,일,16,21
2016-07-03,일,17,20
2016-07-03,일,18,22
2016-07-03,일,19,16
2016-07-03,일,20,21
2016-07-03,일,21,23
2016-07-03,일,22,22
2016-07-03,일,23,16
2016-07-03,일,24,12
2016-07-04,월,1,6
2016-07-04,월,2,7
2016-07-04,월,3,6
2016-07-04,월,4,6
2016-07-04,월,5,7
2016-07-04,월,6,6
2016-07-04,월,7,14
2016-07-04,월,8,25
2016-07-04,월,9,24
2016-07-04,월,10,28
2016-07-04,월,11,30
2016-07-04,월,12,28
2016-07-04,월,13,30
2016-07-04,월,14,38
2016-07-04,월,15,55
2016-07-04,월,16,42
2016-07-04,월,17,41
2016-07-04,월,18,32
2016-07-04,월,19,21
2016-07-04,월,20,21
2016-07-04,월,21,26
2016-07-04,월,22,18
2016-07-04,월,23,13
2016-07-04,월,24,11
2016-07-05,화,1,8
2016-07-05,화,2,6
2016-07-05,화,3,6
2016-07-05,화,4,4
2016-07-05,화,5,6
2016-07-05,화,6,6
2016-07-05,화,7,8
2016-07-05,화,8,24
2016-07-05,화,9,32
2016-07-05,화,10,38
2016-07-05,화,11,48
2016-07-05,화,12,48
2016-07-05,화,13,48
2016-07-05,화,14,46
2016-07-05,화,15,42
2016-07-05,화,16,40
2016-07-05,화,17,42
2016-07-05,화,18,36
2016-07-05,화,19,24
2016-07-05,화,20,23
2016-07-05,화,21,25
2016-07-05,화,22,21
2016-07-05,화,23,13
2016-07-05,화,24,13
2016-07-06,수,1,8
2016-07-06,수,2,5
2016-07-06,수,3,8
2016-07-06,수,4,6
2016-07-06,수,5,6
2016-07-06,수,6,8
2016-07-06,수,7,10
2016-07-06,수,8,25
2016-07-06,수,9,30
2016-07-06,수,10,32
2016-07-06,수,11,42
2016-07-06,수,12,41
2016-07-06,수,13,44
2016-07-06,수,14,44
2016-07-06,수,15,48
2016-07-06,수,16,44
2016-07-06,수,17,43
2016-07-06,수,18,28
2016-07-06,수,19,26
2016-07-06,수,20,23
2016-07-06,수,21,20
2016-07-06,수,22,24
2016-07-06,수,23,17
2016-07-06,수,24,11
2016-07-07,목,1,10
2016-07-07,목,2,6
2016-07-07,목,3,6
2016-07-07,목,4,6
2016-07-07,목,5,7
2016-07-07,목,6,7
2016-07-07,목,7,12
2016-07-07,목,8,22
2016-07-07,목,9,29
2016-07-07,목,10,43
2016-07-07,목,11,49
2016-07-07,목,12,47
2016-07-07,목,13,44
2016-07-07,목,14,45
2016-07-07,목,15,49
2016-07-07,목,16,44
2016-07-07,목,17,39
2016-07-07,목,18,29
2016-07-07,목,19,22
2016-07-07,목,20,20
2016-07-07,목,21,19
2016-07-07,목,22,21
2016-07-07,목,23,16
2016-07-07,목,24,11
2016-07-08,금,1,11
2016-07-08,금,2,7
2016-07-08,금,3,7
2016-07-08,금,4,6
2016-07-08,금,5,8
2016-07-08,금,6,8
2016-07-08,금,7,10
2016-07-08,금,8,21
2016-07-08,금,9,32
2016-07-08,금,10,43
2016-07-08,금,11,52
2016-07-08,금,12,50
2016-07-08,금,13,45
2016-07-08,금,14,49
2016-07-08,금,15,50
2016-07-08,금,16,51
2016-07-08,금,17,43
2016-07-08,금,18,31
2016-07-08,금,19,22
2016-07-08,금,20,19
2016-07-08,금,21,20
2016-07-08,금,22,18
2016-07-08,금,23,17
2016-07-08,금,24,11
2016-07-09,토,1,7
2016-07-09,토,2,7
2016-07-09,토,3,7
2016-07-09,토,4,6
2016-07-09,토,5,6
2016-07-09,토,6,6
2016-07-09,토,7,6
2016-07-09,토,8,10
2016-07-09,토,9,11
2016-07-09,토,10,16
2016-07-09,토,11,19
2016-07-09,토,12,18
2016-07-09,토,13,19
2016-07-09,토,14,18
2016-07-09,토,15,17
2016-07-09,토,16,18
2016-07-09,토,17,19
2016-07-09,토,18,18
2016-07-09,토,19,18
2016-07-09,토,20,18
2016-07-09,토,21,18
2016-07-09,토,22,19
2016-07-09,토,23,16
2016-07-09,토,24,10
2016-07-10,일,1,10
2016-07-10,일,2,8
2016-07-10,일,3,7
2016-07-10,일,4,6
2016-07-10,일,5,8
2016-07-10,일,6,7
2016-07-10,일,7,7
2016-07-10,일,8,7
2016-07-10,일,9,11
2016-07-10,일,10,13
2016-07-10,일,11,12
2016-07-10,일,12,13
2016-07-10,일,13,13
2016-07-10,일,14,13
2016-07-10,일,15,12
2016-07-10,일,16,13
2016-07-10,일,17,12
2016-07-10,일,18,13
2016-07-10,일,19,15
2016-07-10,일,20,15
2016-07-10,일,21,15
2016-07-10,일,22,16
2016-07-10,일,23,15
2016-07-10,일,24,13
2016-07-11,월,1,10
2016-07-11,월,2,9
2016-07-11,월,3,9
2016-07-11,월,4,6
2016-07-11,월,5,8
2016-07-11,월,6,12
2016-07-11,월,7,9
2016-07-11,월,8,33
2016-07-11,월,9,45
2016-07-11,월,10,49
2016-07-11,월,11,61
2016-07-11,월,12,56
2016-07-11,월,13,54
2016-07-11,월,14,55
2016-07-11,월,15,55
2016-07-11,월,16,48
2016-07-11,월,17,46
2016-07-11,월,18,34
2016-07-11,월,19,23
2016-07-11,월,20,19
2016-07-11,월,21,19
2016-07-11,월,22,22
2016-07-11,월,23,16
2016-07-11,월,24,14
2016-07-12,화,1,7
2016-07-12,화,2,9
2016-07-12,화,3,5
2016-07-12,화,4,10
2016-07-12,화,5,9
2016-07-12,화,6,8
2016-07-12,화,7,11
2016-07-12,화,8,24
2016-07-12,화,9,37
2016-07-12,화,10,52
2016-07-12,화,11,48
2016-07-12,화,12,48
2016-07-12,화,13,48
2016-07-12,화,14,52
2016-07-12,화,15,52
2016-07-12,화,16,50
2016-07-12,화,17,48
2016-07-12,화,18,33
2016-07-12,화,19,23
2016-07-12,화,20,20
2016-07-12,화,21,20
2016-07-12,화,22,21
2016-07-12,화,23,19
2016-07-12,화,24,15
2016-07-13,수,1,8
2016-07-13,수,2,6
2016-07-13,수,3,8
2016-07-13,수,4,5
2016-07-13,수,5,5
2016-07-13,수,6,7
2016-07-13,수,7,8
2016-07-13,수,8,29
2016-07-13,수,9,39
2016-07-13,수,10,45
2016-07-13,수,11,54
2016-07-13,수,12,47
2016-07-13,수,13,38
2016-07-13,수,14,46
2016-07-13,수,15,49
2016-07-13,수,16,48
2016-07-13,수,17,41
2016-07-13,수,18,31
2016-07-13,수,19,26
2016-07-13,수,20,20
2016-07-13,수,21,21
2016-07-13,수,22,20
2016-07-13,수,23,14
2016-07-13,수,24,14
2016-07-14,목,1,10
2016-07-14,목,2,6
2016-07-14,목,3,4
2016-07-14,목,4,6
2016-07-14,목,5,8
2016-07-14,목,6,4
2016-07-14,목,7,11
2016-07-14,목,8,20
2016-07-14,목,9,36
2016-07-14,목,10,52
2016-07-14,목,11,52
2016-07-14,목,12,50
2016-07-14,목,13,43
2016-07-14,목,14,50
2016-07-14,목,15,45
2016-07-14,목,16,47
2016-07-14,목,17,44
2016-07-14,목,18,39
2016-07-14,목,19,22
2016-07-14,목,20,20
2016-07-14,목,21,21
2016-07-14,목,22,21
2016-07-14,목,23,16
2016-07-14,목,24,12
2016-07-15,금,1,12
2016-07-15,금,2,9
2016-07-15,금,3,6
2016-07-15,금,4,5
2016-07-15,금,5,5
2016-07-15,금,6,8
2016-07-15,금,7,11
2016-07-15,금,8,25
2016-07-15,금,9,36
2016-07-15,금,10,50
2016-07-15,금,11,62
2016-07-15,금,12,50
2016-07-15,금,13,42
2016-07-15,금,14,42
2016-07-15,금,15,43
2016-07-15,금,16,43
2016-07-15,금,17,40
2016-07-15,금,18,33
2016-07-15,금,19,22
2016-07-15,금,20,21
2016-07-15,금,21,19
2016-07-15,금,22,19
2016-07-15,금,23,13
2016-07-15,금,24,11
2016-07-16,토,1,11
2016-07-16,토,2,7
2016-07-16,토,3,6
2016-07-16,토,4,7
2016-07-16,토,5,8
2016-07-16,토,6,7
2016-07-16,토,7,8
2016-07-16,토,8,12
2016-07-16,토,9,12
2016-07-16,토,10,17
2016-07-16,토,11,18
2016-07-16,토,12,18
2016-07-16,토,13,16
2016-07-16,토,14,16
2016-07-16,토,15,19
2016-07-16,토,16,18
2016-07-16,토,17,18
2016-07-16,토,18,18
2016-07-16,토,19,18
2016-07-16,토,20,19
2016-07-16,토,21,21
2016-07-16,토,22,21
2016-07-16,토,23,14
2016-07-16,토,24,12
2016-07-17,일,1,10
2016-07-17,일,2,5
2016-07-17,일,3,6
2016-07-17,일,4,6
2016-07-17,일,5,7
2016-07-17,일,6,7
2016-07-17,일,7,9
2016-07-17,일,8,10
2016-07-17,일,9,13
2016-07-17,일,10,17
2016-07-17,일,11,20
2016-07-17,일,12,21
2016-07-17,일,13,20
2016-07-17,일,14,21
2016-07-17,일,15,19
2016-07-17,일,16,19
2016-07-17,일,17,19
2016-07-17,일,18,21
2016-07-17,일,19,21
2016-07-17,일,20,23
2016-07-17,일,21,23
2016-07-17,일,22,23
2016-07-17,일,23,17
2016-07-17,일,24,14
2016-07-18,월,1,7
2016-07-18,월,2,7
2016-07-18,월,3,7
2016-07-18,월,4,6
2016-07-18,월,5,9
2016-07-18,월,6,8
2016-07-18,월,7,13
2016-07-18,월,8,28
2016-07-18,월,9,41
2016-07-18,월,10,47
2016-07-18,월,11,47
2016-07-18,월,12,46
2016-07-18,월,13,42
2016-07-18,월,14,46
2016-07-18,월,15,46
2016-07-18,월,16,41
2016-07-18,월,17,41
2016-07-18,월,18,33
2016-07-18,월,19,18
2016-07-18,월,20,15
2016-07-18,월,21,19
2016-07-18,월,22,21
2016-07-18,월,23,17
2016-07-18,월,24,12
2016-07-19,화,1,9
2016-07-19,화,2,6
2016-07-19,화,3,6
2016-07-19,화,4,6
2016-07-19,화,5,5
2016-07-19,화,6,6
2016-07-19,화,7,13
2016-07-19,화,8,29
2016-07-19,화,9,49
2016-07-19,화,10,48
2016-07-19,화,11,50
2016-07-19,화,12,53
2016-07-19,화,13,50
2016-07-19,화,14,50
2016-07-19,화,15,47
2016-07-19,화,16,45
2016-07-19,화,17,44
2016-07-19,화,18,36
2016-07-19,화,19,23
2016-07-19,화,20,20
2016-07-19,화,21,20
2016-07-19,화,22,23
2016-07-19,화,23,15
2016-07-19,화,24,15
2016-07-20,수,1,12
2016-07-20,수,2,5
2016-07-20,수,3,7
2016-07-20,수,4,6
2016-07-20,수,5,7
2016-07-20,수,6,7
2016-07-20,수,7,14
2016-07-20,수,8,22
2016-07-20,수,9,38
2016-07-20,수,10,50
2016-07-20,수,11,48
2016-07-20,수,12,48
2016-07-20,수,13,45
2016-07-20,수,14,48
2016-07-20,수,15,49
2016-07-20,수,16,46
2016-07-20,수,17,44
2016-07-20,수,18,38
2016-07-20,수,19,24
2016-07-20,수,20,18
2016-07-20,수,21,22
2016-07-20,수,22,21
2016-07-20,수,23,14
2016-07-20,수,24,13
2016-07-21,목,1,9
2016-07-21,목,2,7
2016-07-21,목,3,5
2016-07-21,목,4,6
2016-07-21,목,5,5
2016-07-21,목,6,5
2016-07-21,목,7,10
2016-07-21,목,8,21
2016-07-21,목,9,38
2016-07-21,목,10,46
2016-07-21,목,11,53
2016-07-21,목,12,46
2016-07-21,목,13,47
2016-07-21,목,14,48
2016-07-21,목,15,50
2016-07-21,목,16,46
2016-07-21,목,17,49
2016-07-21,목,18,42
2016-07-21,목,19,28
2016-07-21,목,20,24
2016-07-21,목,21,25
2016-07-21,목,22,25
2016-07-21,목,23,11
2016-07-21,목,24,10
2016-07-22,금,1,10
2016-07-22,금,2,5
2016-07-22,금,3,5
2016-07-22,금,4,7
2016-07-22,금,5,5
2016-07-22,금,6,5
2016-07-22,금,7,9
2016-07-22,금,8,23
2016-07-22,금,9,34
2016-07-22,금,10,46
2016-07-22,금,11,49
2016-07-22,금,12,48
2016-07-22,금,13,42
2016-07-22,금,14,43
2016-07-22,금,15,49
2016-07-22,금,16,51
2016-07-22,금,17,43
2016-07-22,금,18,37
2016-07-22,금,19,25
2016-07-22,금,20,22
2016-07-22,금,21,18
2016-07-22,금,22,19
2016-07-22,금,23,22
2016-07-22,금,24,19
2016-07-23,토,1,5
2016-07-23,토,2,11
2016-07-23,토,3,7
2016-07-23,토,4,6
2016-07-23,토,5,10
2016-07-23,토,6,9
2016-07-23,토,7,12
2016-07-23,토,8,9
2016-07-23,토,9,11
2016-07-23,토,10,17
2016-07-23,토,11,19
2016-07-23,토,12,21
2016-07-23,토,13,17
2016-07-23,토,14,16
2016-07-23,토,15,19
2016-07-23,토,16,25
2016-07-23,토,17,21
2016-07-23,토,18,20
2016-07-23,토,19,19
2016-07-23,토,20,21
2016-07-23,토,21,19
2016-07-23,토,22,21
2016-07-23,토,23,19
2016-07-23,토,24,12
2016-07-24,일,1,10
2016-07-24,일,2,6
2016-07-24,일,3,6
2016-07-24,일,4,8
2016-07-24,일,5,10
2016-07-24,일,6,9
2016-07-24,일,7,10
2016-07-24,일,8,8
2016-07-24,일,9,12
2016-07-24,일,10,14
2016-07-24,일,11,18
2016-07-24,일,12,14
2016-07-24,일,13,13
2016-07-24,일,14,14
2016-07-24,일,15,14
2016-07-24,일,16,14
2016-07-24,일,17,14
2016-07-24,일,18,15
2016-07-24,일,19,16
2016-07-24,일,20,15
2016-07-24,일,21,15
2016-07-24,일,22,17
2016-07-24,일,23,14
2016-07-24,일,24,14
2016-07-25,월,1,11
2016-07-25,월,2,8
2016-07-25,월,3,8
2016-07-25,월,4,9
2016-07-25,월,5,6
2016-07-25,월,6,9
2016-07-25,월,7,18
2016-07-25,월,8,31
2016-07-25,월,9,53
2016-07-25,월,10,61
2016-07-25,월,11,63
2016-07-25,월,12,57
2016-07-25,월,13,51
2016-07-25,월,14,50
2016-07-25,월,15,50
2016-07-25,월,16,49
2016-07-25,월,17,45
2016-07-25,월,18,41
2016-07-25,월,19,24
2016-07-25,월,20,19
2016-07-25,월,21,18
2016-07-25,월,22,18
2016-07-25,월,23,16
2016-07-25,월,24,13
2016-07-26,화,1,7
2016-07-26,화,2,9
2016-07-26,화,3,7
2016-07-26,화,4,8
2016-07-26,화,5,8
2016-07-26,화,6,6
2016-07-26,화,7,14
2016-07-26,화,8,29
2016-07-26,화,9,45
2016-07-26,화,10,54
2016-07-26,화,11,53
2016-07-26,화,12,53
2016-07-26,화,13,48
2016-07-26,화,14,47
2016-07-26,화,15,52
2016-07-26,화,16,49
2016-07-26,화,17,44
2016-07-26,화,18,39
2016-07-26,화,19,24
2016-07-26,화,20,19
2016-07-26,화,21,20
2016-07-26,화,22,18
2016-07-26,화,23,18
2016-07-26,화,24,11
2016-07-27,수,1,6
2016-07-27,수,2,6
2016-07-27,수,3,6
2016-07-27,수,4,5
2016-07-27,수,5,6
2016-07-27,수,6,6
2016-07-27,수,7,15
2016-07-27,수,8,36
2016-07-27,수,9,45
2016-07-27,수,10,57
2016-07-27,수,11,51
2016-07-27,수,12,51
2016-07-27,수,13,58
2016-07-27,수,14,58
2016-07-27,수,15,53
2016-07-27,수,16,53
2016-07-27,수,17,45
2016-07-27,수,18,42
2016-07-27,수,19,29
2016-07-27,수,20,21
2016-07-27,수,21,19
2016-07-27,수,22,19
2016-07-27,수,23,17
2016-07-27,수,24,13
2016-07-28,목,1,7
2016-07-28,목,2,10
2016-07-28,목,3,5
2016-07-28,목,4,6
2016-07-28,목,5,8
2016-07-28,목,6,6
2016-07-28,목,7,14
2016-07-28,목,8,34
2016-07-28,목,9,51
2016-07-28,목,10,55
2016-07-28,목,11,52
2016-07-28,목,12,52
2016-07-28,목,13,50
2016-07-28,목,14,50
2016-07-28,목,15,53
2016-07-28,목,16,54
2016-07-28,목,17,50
2016-07-28,목,18,38
2016-07-28,목,19,25
2016-07-28,목,20,21
2016-07-28,목,21,23
2016-07-28,목,22,21
2016-07-28,목,23,20
2016-07-28,목,24,13
2016-07-29,금,1,11
2016-07-29,금,2,12
2016-07-29,금,3,10
2016-07-29,금,4,8
2016-07-29,금,5,8
2016-07-29,금,6,11
2016-07-29,금,7,16
2016-07-29,금,8,29
2016-07-29,금,9,37
2016-07-29,금,10,53
2016-07-29,금,11,51
2016-07-29,금,12,45
2016-07-29,금,13,45
2016-07-29,금,14,45
2016-07-29,금,15,45
2016-07-29,금,16,40
2016-07-29,금,17,39
2016-07-29,금,18,39
2016-07-29,금,19,25
2016-07-29,금,20,24
2016-07-29,금,21,25
2016-07-29,금,22,15
2016-07-29,금,23,12
2016-07-29,금,24,10
2016-07-30,토,1,9
2016-07-30,토,2,7
2016-07-30,토,3,7
2016-07-30,토,4,7
2016-07-30,토,5,7
2016-07-30,토,6,6
2016-07-30,토,7,7
2016-07-30,토,8,13
2016-07-30,토,9,17
2016-07-30,토,10,17
2016-07-30,토,11,21
2016-07-30,토,12,21
2016-07-30,토,13,22
2016-07-30,토,14,21
2016-07-30,토,15,20
2016-07-30,토,16,21
2016-07-30,토,17,20
2016-07-30,토,18,21
2016-07-30,토,19,22
2016-07-30,토,20,20
2016-07-30,토,21,20
2016-07-30,토,22,19
2016-07-30,토,23,19
2016-07-30,토,24,14
2016-07-31,일,1,8
2016-07-31,일,2,8
2016-07-31,일,3,8
2016-07-31,일,4,8
2016-07-31,일,5,8
2016-07-31,일,6,7
2016-07-31,일,7,9
2016-07-31,일,8,11
2016-07-31,일,9,16
2016-07-31,일,10,20
2016-07-31,일,11,22
2016-07-31,일,12,23
2016-07-31,일,13,21
2016-07-31,일,14,21
2016-07-31,일,15,22
2016-07-31,일,16,22
2016-07-31,일,17,21
2016-07-31,일,18,21
2016-07-31,일,19,21
2016-07-31,일,20,22
2016-07-31,일,21,24
2016-07-31,일,22,21
2016-07-31,일,23,20
2016-07-31,일,24,16
2016-08-01,월,1,12
2016-08-01,월,2,11
2016-08-01,월,3,9
2016-08-01,월,4,11
2016-08-01,월,5,12
2016-08-01,월,6,16
2016-08-01,월,7,20
2016-08-01,월,8,37
2016-08-01,월,9,45
2016-08-01,월,10,55
2016-08-01,월,11,51
2016-08-01,월,12,45
2016-08-01,월,13,45
2016-08-01,월,14,43
2016-08-01,월,15,44
2016-08-01,월,16,41
2016-08-01,월,17,42
2016-08-01,월,18,39
2016-08-01,월,19,21
2016-08-01,월,20,23
2016-08-01,월,21,21
2016-08-01,월,22,20
2016-08-01,월,23,15
2016-08-01,월,24,11
2016-08-02,화,1,5
2016-08-02,화,2,6
2016-08-02,화,3,6
2016-08-02,화,4,7
2016-08-02,화,5,7
2016-08-02,화,6,7
2016-08-02,화,7,13
2016-08-02,화,8,28
2016-08-02,화,9,48
2016-08-02,화,10,56
2016-08-02,화,11,51
2016-08-02,화,12,51
2016-08-02,화,13,43
2016-08-02,화,14,46
2016-08-02,화,15,44
2016-08-02,화,16,41
2016-08-02,화,17,43
2016-08-02,화,18,37
2016-08-02,화,19,25
2016-08-02,화,20,21
2016-08-02,화,21,16
2016-08-02,화,22,19
2016-08-02,화,23,14
2016-08-02,화,24,11
2016-08-03,수,1,6
2016-08-03,수,2,5
2016-08-03,수,3,5
2016-08-03,수,4,4
2016-08-03,수,5,5
2016-08-03,수,6,7
2016-08-03,수,7,14
2016-08-03,수,8,21
2016-08-03,수,9,41
2016-08-03,수,10,43
2016-08-03,수,11,49
2016-08-03,수,12,47
2016-08-03,수,13,47
2016-08-03,수,14,52
2016-08-03,수,15,48
2016-08-03,수,16,45
2016-08-03,수,17,44
2016-08-03,수,18,36
2016-08-03,수,19,26
2016-08-03,수,20,22
2016-08-03,수,21,21
2016-08-03,수,22,21
2016-08-03,수,23,12
2016-08-03,수,24,11
2016-08-04,목,1,8
2016-08-04,목,2,7
2016-08-04,목,3,6
2016-08-04,목,4,8
2016-08-04,목,5,6
2016-08-04,목,6,5
2016-08-04,목,7,15
2016-08-04,목,8,29
2016-08-04,목,9,42
2016-08-04,목,10,50
2016-08-04,목,11,49
2016-08-04,목,12,50
2016-08-04,목,13,48
2016-08-04,목,14,48
2016-08-04,목,15,44
2016-08-04,목,16,48
2016-08-04,목,17,42
2016-08-04,목,18,35
2016-08-04,목,19,28
2016-08-04,목,20,22
2016-08-04,목,21,22
2016-08-04,목,22,23
2016-08-04,목,23,19
2016-08-04,목,24,7
2016-08-05,금,1,8
2016-08-05,금,2,8
2016-08-05,금,3,7
2016-08-05,금,4,7
2016-08-05,금,5,5
2016-08-05,금,6,5
2016-08-05,금,7,10
2016-08-05,금,8,27
2016-08-05,금,9,45
2016-08-05,금,10,55
2016-08-05,금,11,54
2016-08-05,금,12,52
2016-08-05,금,13,53
2016-08-05,금,14,52
2016-08-05,금,15,54
2016-08-05,금,16,59
2016-08-05,금,17,56
2016-08-05,금,18,50
2016-08-05,금,19,33
2016-08-05,금,20,23
2016-08-05,금,21,20
2016-08-05,금,22,20
2016-08-05,금,23,19
2016-08-05,금,24,11
2016-08-06,토,1,11
2016-08-06,토,2,10
2016-08-06,토,3,8
2016-08-06,토,4,8
2016-08-06,토,5,7
2016-08-06,토,6,7
2016-08-06,토,7,8
2016-08-06,토,8,10
2016-08-06,토,9,15
2016-08-06,토,10,18
2016-08-06,토,11,19
2016-08-06,토,12,23
2016-08-06,토,13,20
2016-08-06,토,14,19
2016-08-06,토,15,17
2016-08-06,토,16,17
2016-08-06,토,17,21
2016-08-06,토,18,19
2016-08-06,토,19,19
2016-08-06,토,20,21
2016-08-06,토,21,18
2016-08-06,토,22,15
2016-08-06,토,23,14
2016-08-06,토,24,11
2016-08-07,일,1,6
2016-08-07,일,2,7
2016-08-07,일,3,5
2016-08-07,일,4,6
2016-08-07,일,5,5
2016-08-07,일,6,6
2016-08-07,일,7,6
2016-08-07,일,8,8
2016-08-07,일,9,13
2016-08-07,일,10,14
2016-08-07,일,11,19
2016-08-07,일,12,16
2016-08-07,일,13,18
2016-08-07,일,14,19
2016-08-07,일,15,18
2016-08-07,일,16,17
2016-08-07,일,17,17
2016-08-07,일,18,19
2016-08-07,일,19,18
2016-08-07,일,20,18
2016-08-07,일,21,16
2016-08-07,일,22,18
2016-08-07,일,23,13
2016-08-07,일,24,11
2016-08-08,월,1,10
2016-08-08,월,2,7
2016-08-08,월,3,8
2016-08-08,월,4,6
2016-08-08,월,5,7
2016-08-08,월,6,10
2016-08-08,월,7,15
2016-08-08,월,8,35
2016-08-08,월,9,49
2016-08-08,월,10,59
2016-08-08,월,11,54
2016-08-08,월,12,55
2016-08-08,월,13,52
2016-08-08,월,14,50
2016-08-08,월,15,52
2016-08-08,월,16,48
2016-08-08,월,17,45
2016-08-08,월,18,47
2016-08-08,월,19,23
2016-08-08,월,20,24
2016-08-08,월,21,20
2016-08-08,월,22,19
2016-08-08,월,23,13
2016-08-08,월,24,15
2016-08-09,화,1,5
2016-08-09,화,2,7
2016-08-09,화,3,5
2016-08-09,화,4,5
2016-08-09,화,5,6
2016-08-09,화,6,6
2016-08-09,화,7,13
2016-08-09,화,8,27
2016-08-09,화,9,47
2016-08-09,화,10,49
2016-08-09,화,11,51
2016-08-09,화,12,50
2016-08-09,화,13,48
2016-08-09,화,14,49
2016-08-09,화,15,50
2016-08-09,화,16,46
2016-08-09,화,17,42
2016-08-09,화,18,37
2016-08-09,화,19,29
2016-08-09,화,20,24
2016-08-09,화,21,23
2016-08-09,화,22,20
2016-08-09,화,23,19
2016-08-09,화,24,14
2016-08-10,수,1,9
2016-08-10,수,2,7
2016-08-10,수,3,7
2016-08-10,수,4,5
2016-08-10,수,5,6
2016-08-10,수,6,5
2016-08-10,수,7,13
2016-08-10,수,8,29
2016-08-10,수,9,38
2016-08-10,수,10,48
2016-08-10,수,11,48
2016-08-10,수,12,49
2016-08-10,수,13,42
2016-08-10,수,14,41
2016-08-10,수,15,46
2016-08-10,수,16,45
2016-08-10,수,17,45
2016-08-10,수,18,41
2016-08-10,수,19,31
2016-08-10,수,20,25
2016-08-10,수,21,22
2016-08-10,수,22,20
2016-08-10,수,23,18
2016-08-10,수,24,15
2016-08-11,목,1,11
2016-08-11,목,2,4
2016-08-11,목,3,5
2016-08-11,목,4,6
2016-08-11,목,5,6
2016-08-11,목,6,6
2016-08-11,목,7,15
2016-08-11,목,8,22
2016-08-11,목,9,35
2016-08-11,목,10,45
2016-08-11,목,11,48
2016-08-11,목,12,50
2016-08-11,목,13,45
2016-08-11,목,14,44
2016-08-11,목,15,46
2016-08-11,목,16,45
2016-08-11,목,17,42
2016-08-11,목,18,40
2016-08-11,목,19,27
2016-08-11,목,20,22
2016-08-11,목,21,21
2016-08-11,목,22,20
2016-08-11,목,23,16
2016-08-11,목,24,13
2016-08-12,금,1,11
2016-08-12,금,2,5
2016-08-12,금,3,7
2016-08-12,금,4,6
2016-08-12,금,5,7
2016-08-12,금,6,8
2016-08-12,금,7,13
2016-08-12,금,8,28
2016-08-12,금,9,41
2016-08-12,금,10,47
2016-08-12,금,11,50
2016-08-12,금,12,47
2016-08-12,금,13,48
2016-08-12,금,14,48
2016-08-12,금,15,45
2016-08-12,금,16,43
2016-08-12,금,17,44
2016-08-12,금,18,37
2016-08-12,금,19,23
2016-08-12,금,20,17
2016-08-12,금,21,18
2016-08-12,금,22,16
2016-08-12,금,23,12
2016-08-12,금,24,12
2016-08-13,토,1,10
2016-08-13,토,2,6
2016-08-13,토,3,5
2016-08-13,토,4,6
2016-08-13,토,5,5
2016-08-13,토,6,6
2016-08-13,토,7,6
2016-08-13,토,8,8
2016-08-13,토,9,19
2016-08-13,토,10,19
2016-08-13,토,11,22
2016-08-13,토,12,22
2016-08-13,토,13,21
2016-08-13,토,14,20
2016-08-13,토,15,19
2016-08-13,토,16,19
2016-08-13,토,17,19
2016-08-13,토,18,19
2016-08-13,토,19,20
2016-08-13,토,20,17
2016-08-13,토,21,18
2016-08-13,토,22,19
2016-08-13,토,23,14
2016-08-13,토,24,14
2016-08-14,일,1,9
2016-08-14,일,2,8
2016-08-14,일,3,7
2016-08-14,일,4,7
2016-08-14,일,5,6
2016-08-14,일,6,6
2016-08-14,일,7,8
2016-08-14,일,8,10
2016-08-14,일,9,36
2016-08-14,일,10,52
2016-08-14,일,11,40
2016-08-14,일,12,24
2016-08-14,일,13,20
2016-08-14,일,14,15
2016-08-14,일,15,13
2016-08-14,일,16,13
2016-08-14,일,17,12
2016-08-14,일,18,14
2016-08-14,일,19,13
2016-08-14,일,20,12
2016-08-14,일,21,15
2016-08-14,일,22,13
2016-08-14,일,23,12
2016-08-14,일,24,11
2016-08-15,월,1,9
2016-08-15,월,2,7
2016-08-15,월,3,8
2016-08-15,월,4,8
2016-08-15,월,5,7
2016-08-15,월,6,7
2016-08-15,월,7,8
2016-08-15,월,8,11
2016-08-15,월,9,12
2016-08-15,월,10,21
2016-08-15,월,11,21
2016-08-15,월,12,21
2016-08-15,월,13,19
2016-08-15,월,14,18
2016-08-15,월,15,18
2016-08-15,월,16,20
